sample_id	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	reference_coverage_percent	evalue	bitscore	closest_genus	blast_confidence	in_blast_table	tip_label_closest_taxon
JERC-DEFL-31-5-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	86.236	821	91.8345	NA	0	887	Rhizobium	moderate_identity85_qcov70	yes	JERC-DEFL-31-5-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 86.2% id | 91.8% qcov
CLBJ-20-1-No|nifH|consensus50|strict_single_dominant	nifH|Neorhizobium_alkalisoli|ACF98259.1	Neorhizobium_alkalisoli	89.627	723	99.7241	NA	0	918	Neorhizobium	moderate_identity85_qcov70	yes	CLBJ-20-1-No|nifH|consensus50|strict_single_dominant | closest: Neorhizobium_alkalisoli | 89.6% id | 99.7% qcov
TALL-12-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.408	824	92.17	NA	0	902	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-12-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.4% id | 92.2% qcov
TALL-25-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.529	824	92.17	NA	0	904	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-25-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.5% id | 92.2% qcov
TALL-75-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.653	818	91.4989	NA	0	948	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-75-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.7% id | 91.5% qcov
DSNY-66-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.621	824	92.17	NA	0	953	Mesorhizobium	moderate_identity85_qcov70	yes	DSNY-66-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.6% id | 92.2% qcov
TALL-66-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.457	827	92.5056	NA	0	911	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-66-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.5% id | 92.5% qcov
TALL-78-2-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	88.228	824	92.17	NA	0	981	Rhizobium	moderate_identity85_qcov70	yes	TALL-78-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 88.2% id | 92.2% qcov
TALL-44-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.942	821	91.8345	NA	0	965	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-44-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.9% id | 91.8% qcov
JERC-99-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	85.871	821	91.8345	NA	0	894	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-99-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 85.9% id | 91.8% qcov
DSNY-CRMA-35-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	84.94	830	93.7853	NA	0	841	Bradyrhizobium	low_or_uncertain	yes	DSNY-CRMA-35-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 84.9% id | 93.8% qcov
JERC-48-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	85.319	831	93.8983	NA	0	859	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-48-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 85.3% id | 93.9% qcov
JERC-DEFL-75-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	86.05	638	72.0904	NA	0	682	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-DEFL-75-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 86.0% id | 72.1% qcov
JERC-170-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	86.032	630	70.4698	NA	0	671	Microvirga	moderate_identity85_qcov70	yes	JERC-170-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 86.0% id | 70.5% qcov
TALL-50-1-No|nifH|consensus50|strict_single_dominant	nifH|Burkholderia_vietnamiensis|KVE92620.1	Burkholderia_vietnamiensis	81.437	835	94.6712	NA	0	726	Burkholderia	low_or_uncertain	yes	TALL-50-1-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 81.4% id | 94.7% qcov
JERC-135-3-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.758	702	78.5235	NA	0	697	Sinorhizobium	low_or_uncertain	yes	JERC-135-3-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 84.8% id | 78.5% qcov
JERC-148-Ro|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.157	802	89.7092	NA	0	904	Sinorhizobium	moderate_identity85_qcov70	yes	JERC-148-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.2% id | 89.7% qcov
OSBS-LEHI-62-5-Ro|nifH|consensus50|strict_single_dominant	nifH|Ensifer_canadensis|UBI79453.1	Ensifer_canadensis	87.938	771	86.2416	NA	0	904	Ensifer	moderate_identity85_qcov70	yes	OSBS-LEHI-62-5-Ro|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 87.9% id | 86.2% qcov
SERC-3-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	89.487	799	89.3736	NA	0	1009	Microvirga	moderate_identity85_qcov70	yes	SERC-3-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 89.5% id | 89.4% qcov
TALL-73-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	88	825	92.2819	NA	0	970	Microvirga	moderate_identity85_qcov70	yes	TALL-73-2-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.0% id | 92.3% qcov
TALL-18-1-No|nifH|consensus50|strict_single_dominant	nifH|Ensifer_canadensis|UBI79453.1	Ensifer_canadensis	88.162	718	80.3132	NA	0	850	Ensifer	moderate_identity85_qcov70	yes	TALL-18-1-No|nifH|consensus50|strict_single_dominant | closest: Ensifer_canadensis | 88.2% id | 80.3% qcov
TALL-20-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	83.092	828	92.6174	NA	0	771	Mesorhizobium	low_or_uncertain	yes	TALL-20-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 83.1% id | 92.6% qcov
JERC-50-5-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	84.783	828	93.5593	NA	0	832	Bradyrhizobium	low_or_uncertain	yes	JERC-50-5-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 84.8% id | 93.6% qcov
JERC-172-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	84.531	821	91.8345	NA	0	832	Mesorhizobium	low_or_uncertain	yes	JERC-172-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 84.5% id | 91.8% qcov
JERC-39-5-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	86.068	646	72.9944	NA	0	695	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-39-5-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 86.1% id | 73.0% qcov
OSBS-70-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	84.709	824	92.17	NA	0	821	Mesorhizobium	low_or_uncertain	yes	OSBS-70-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 84.7% id | 92.2% qcov
JERC-180-5-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.551	632	70.6935	NA	0	693	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-180-5-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.6% id | 70.7% qcov
JERC-126-4-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.985	824	92.17	NA	0	970	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-126-4-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 88.0% id | 92.2% qcov
TALL-76-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	85.803	803	89.821	NA	0	872	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-76-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 85.8% id | 89.8% qcov
JERC-127-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.621	824	92.17	NA	0	953	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-127-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.6% id | 92.2% qcov
OSBS-58-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.743	824	92.17	NA	0	959	Mesorhizobium	moderate_identity85_qcov70	yes	OSBS-58-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.7% id | 92.2% qcov
JERC-49-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	84.83	824	92.17	NA	0	857	Mesorhizobium	low_or_uncertain	yes	JERC-49-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 84.8% id | 92.2% qcov
JERC-96-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	84.848	825	92.2819	NA	0	830	Mesorhizobium	low_or_uncertain	yes	JERC-96-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 84.8% id | 92.3% qcov
CLBJ-43-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	85.902	837	94.5763	NA	0	883	Bradyrhizobium	moderate_identity85_qcov70	yes	CLBJ-43-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 85.9% id | 94.6% qcov
CLBJ-30-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.172	641	72.4294	NA	0	830	Bradyrhizobium	moderate_identity85_qcov70	yes	CLBJ-30-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.2% id | 72.4% qcov
DELA-21-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.388	645	72.8814	NA	0	841	Bradyrhizobium	moderate_identity85_qcov70	yes	DELA-21-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.4% id | 72.9% qcov
CLBJ-32-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	88.743	835	94.3503	NA	0	1011	Bradyrhizobium	moderate_identity85_qcov70	yes	CLBJ-32-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 88.7% id | 94.4% qcov
LENO-8-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	89.875	642	72.5424	NA	0	819	Bradyrhizobium	moderate_identity85_qcov70	yes	LENO-8-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 89.9% id | 72.5% qcov
CLBJ-39-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.935	819	91.6107	NA	0	920	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-39-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 91.6% qcov
CLBJ-34-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.941	827	92.5056	NA	0	929	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-34-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 92.5% qcov
HARV-1-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	87.393	817	91.387	NA	0	937	Rhizobium	moderate_identity85_qcov70	yes	HARV-1-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 87.4% id | 91.4% qcov
JERC-198-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.602	821	91.8345	NA	0	904	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-198-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.6% id | 91.8% qcov
JERC-37-2-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_fredii_(Rhizobium_fredii)|XRN48363.1	Sinorhizobium_fredii_(Rhizobium_fredii)	86.432	796	89.3378	NA	0	870	Sinorhizobium	moderate_identity85_qcov70	yes	JERC-37-2-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_fredii_(Rhizobium_fredii) | 86.4% id | 89.3% qcov
JERC-CEVI-57-2-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	85.437	824	92.17	NA	0	854	Rhizobium	moderate_identity85_qcov70	yes	JERC-CEVI-57-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 85.4% id | 92.2% qcov
JERC-37-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	87.015	824	92.17	NA	0	926	Rhizobium	moderate_identity85_qcov70	yes	JERC-37-2-Ro|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 87.0% id | 92.2% qcov
JERC-157-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	86.451	834	94.2373	NA	0	935	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-157-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 86.5% id | 94.2% qcov
LENO-6-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._RIZ17|XXB69634.1	Mesorhizobium_sp._RIZ17	85.558	824	92.17	NA	0	863	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-6-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._RIZ17 | 85.6% id | 92.2% qcov
UKFS-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	86.659	817	91.387	NA	0	904	Rhizobium	moderate_identity85_qcov70	yes	UKFS-4-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 86.7% id | 91.4% qcov
DSNY-101-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PMVTL-01|XYL30502.1	Bradyrhizobium_sp._PMVTL-01	85.56	831	93.8983	NA	0	917	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-101-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PMVTL-01 | 85.6% id | 93.9% qcov
DSNY-10-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.229	817	91.387	NA	0	1020	Mesorhizobium	moderate_identity85_qcov70	yes	DSNY-10-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.2% id | 91.4% qcov
LAJA-15-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-02|XYL93550.1	Bradyrhizobium_sp._SPXBL-02	87.575	837	94.5763	NA	0	974	Bradyrhizobium	moderate_identity85_qcov70	yes	LAJA-15-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-02 | 87.6% id | 94.6% qcov
DELA-28-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	86.506	830	92.8412	NA	0	913	Rhizobium	moderate_identity85_qcov70	yes	DELA-28-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 86.5% id | 92.8% qcov
JERC-203-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.061	825	92.2819	NA	0	885	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-203-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.1% id | 92.3% qcov
KONA-1-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.48	821	91.8345	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.5% id | 91.8% qcov
DSNY-31-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	87.455	829	92.7293	NA	0	952	Rhizobium	moderate_identity85_qcov70	yes	DSNY-31-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 87.5% id | 92.7% qcov
JERC-CRJU-86-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	87.026	817	91.387	NA	0	920	Microvirga	moderate_identity85_qcov70	yes	JERC-CRJU-86-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 87.0% id | 91.4% qcov
DELA-7-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.375	822	91.9463	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	DELA-7-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.4% id | 91.9% qcov
JERC-98-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._RIZ17|XXB69634.1	Mesorhizobium_sp._RIZ17	86.047	817	91.387	NA	0	876	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-98-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._RIZ17 | 86.0% id | 91.4% qcov
ORNL-13-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.098	820	91.7226	NA	0	881	Mesorhizobium	moderate_identity85_qcov70	yes	ORNL-13-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.1% id | 91.7% qcov
HARV-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.296	795	88.9262	NA	0	909	Mesorhizobium	moderate_identity85_qcov70	yes	HARV-4-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.3% id | 88.9% qcov
LENO-4-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	84.356	831	93.8983	NA	0	854	Bradyrhizobium	low_or_uncertain	yes	LENO-4-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 84.4% id | 93.9% qcov
ORNL-16-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	88.138	607	67.8971	NA	0	721	Microvirga	low_or_uncertain	yes	ORNL-16-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.1% id | 67.9% qcov
LENO-10-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.558	796	89.038	NA	0	876	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-10-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 86.6% id | 89.0% qcov
LENO-1-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.801	634	70.9172	NA	0	774	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.8% id | 70.9% qcov
LENO-13-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.408	824	92.17	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-13-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 86.4% id | 92.2% qcov
