DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST query coverage
OAES-7-1-Rh|nifH|consensus50|strict_single_dominant	99.5862
OAES-7-1-Ro|nifH|consensus50|strict_single_dominant	99.5862
OAES-4-1-No|nifH|consensus50|strict_single_dominant	99.5862
OAES-16-1-No|nifH|consensus50|strict_single_dominant	99.5862
OAES-25-1-No|nifH|consensus50|strict_single_dominant	99.5862
OAES-16-1-Rh|nifH|consensus50|strict_single_dominant	99.5862
OAES-29-1-Ro|nifH|consensus50|strict_single_dominant	89.3736
JERC-94-1-No|nifH|consensus50|strict_single_dominant	99.3421
SCBI-5-1-No|nifH|consensus50|strict_single_dominant	99.3421
TALL-13-3-No|nifH|consensus50|strict_single_dominant	99.3421
TALL-64-1-No|nifH|consensus50|strict_single_dominant	99.3421
OAES-3-1-No|nifH|consensus50|strict_single_dominant	92.1700
RMNP-1-No|nifH|consensus50|strict_single_dominant	91.6107
RMNP-2-No|nifH|consensus50|strict_single_dominant	88.5906
RMNP-2-Rh|nifH|consensus50|strict_single_dominant	90.9396
TOOL-10-No|nifH|consensus50|strict_single_dominant	91.8345
TOOL-11-No|nifH|consensus50|strict_single_dominant	92.1700
TOOL-9-No|nifH|consensus50|strict_single_dominant	92.1700
TOOL-8-No|nifH|consensus50|strict_single_dominant	91.8345
TOOL-25-No|nifH|consensus50|strict_single_dominant	92.1700
TOOL-17-Rh|nifH|consensus50|strict_single_dominant	91.7226
TOOL-24-Rh|nifH|consensus50|strict_single_dominant	91.8345
TOOL-27-2-No|nifH|consensus50|strict_single_dominant	92.1700
TOOL-15-No|nifH|consensus50|strict_single_dominant	91.3870
TOOL-12-No|nifH|consensus50|strict_single_dominant	91.2752
TOOL-16-No|nifH|consensus50|strict_single_dominant	88.5906
TOOL-12-Ro|nifH|consensus50|strict_single_dominant	92.2819
TOOL-13-Ro|nifH|consensus50|strict_single_dominant	92.5056
TOOL-14-No|nifH|consensus50|strict_single_dominant	90.9396
TOOL-24-No|nifH|consensus50|strict_single_dominant	91.6107
TOOL-30-No|nifH|consensus50|strict_single_dominant	91.2752
TOOL-26-No|nifH|consensus50|strict_single_dominant	89.5973
TOOL-23-No|nifH|consensus50|strict_single_dominant	91.9463
TOOL-23-Ro|nifH|consensus50|strict_single_dominant	89.2617
CLBJ-5-2-No|nifH|consensus50|strict_single_dominant	91.4989
DELA-12-2-Rh|nifH|consensus50|strict_single_dominant	78.1879
JERC-122-Rh|nifH|consensus50|strict_single_dominant	91.6107
OAES-11-1-No|nifH|consensus50|strict_single_dominant	91.8345
OAES-23-1-No|nifH|consensus50|strict_single_dominant	91.8345
OAES-32-1-No|nifH|consensus50|strict_single_dominant	92.1700
OAES-12-2-No|nifH|consensus50|strict_single_dominant	92.0582
OAES-28-1-No|nifH|consensus50|strict_single_dominant	92.1700
OAES-12-2-Ro|nifH|consensus50|strict_single_dominant	91.8345
OAES-34-1-No|nifH|consensus50|strict_single_dominant	91.7226
OAES-9-1-Rh|nifH|consensus50|strict_single_dominant	91.2752
OSBS-5-5-Ro|nifH|consensus50|strict_single_dominant	91.7226
OAES-29-1-No|nifH|consensus50|strict_single_dominant	89.1499
OAES-33-1-No|nifH|consensus50|strict_single_dominant	88.8143
JORN-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-4-1-No|nifH|consensus50|strict_single_dominant	88.9262
OAES-16-1-Ro|nifH|consensus50|strict_single_dominant	90.9396
OAES-17-No|nifH|consensus50|strict_single_dominant	91.2752
OAES-17-Ro|nifH|consensus50|strict_single_dominant	89.1499
SRER-16-1-No|nifH|consensus50|strict_single_dominant	91.6107
CPER-1-No|nifH|consensus50|strict_single_dominant	91.6107
OAES-15-No|nifH|consensus50|strict_single_dominant	91.6107
OAES-15-Ro|nifH|consensus50|strict_single_dominant	91.6107
OAES-10-1-No|nifH|consensus50|strict_single_dominant	91.6107
OAES-10-1-Ro|nifH|consensus50|strict_single_dominant	91.4989
OAES-23-1-Ro|nifH|consensus50|strict_single_dominant	91.4989
OAES-26-1-No|nifH|consensus50|strict_single_dominant	91.2752
OAES-26-1-Ro|nifH|consensus50|strict_single_dominant	88.4787
OAES-27-2-No|nifH|consensus50|strict_single_dominant	91.6107
CPER-3-1-No|nifH|consensus50|strict_single_dominant	92.3937
CPER-4-No|nifH|consensus50|strict_single_dominant	92.3937
NOGP-1-1-No|nifH|consensus50|strict_single_dominant	91.7226
WOOD-3-2-No|nifH|consensus50|strict_single_dominant	88.5906
NOGP-3-2-No|nifH|consensus50|strict_single_dominant	92.0582
WOOD-12-No|nifH|consensus50|strict_single_dominant	92.0582
WOOD-7-1-No|nifH|consensus50|strict_single_dominant	92.0582
NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant	92.0582
OAES-36-2-No|nifH|consensus50|strict_single_dominant	92.0582
OAES-36-3-No|nifH|consensus50|strict_single_dominant	92.0582
CPER-3-1-Rh|nifH|consensus50|strict_single_dominant	91.7226
CPER-5-1-No|nifH|consensus50|strict_single_dominant	92.3937
CPER-5-1-Rh|nifH|consensus50|strict_single_dominant	92.3937
DCFS-2-2-No|nifH|consensus50|strict_single_dominant	91.7226
NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant	89.5973
WOOD-6-1-No|nifH|consensus50|strict_single_dominant	89.2617
NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant	92.0582
OAES-14-1-No|nifH|consensus50|strict_single_dominant	88.2550
OAES-2-1-No|nifH|consensus50|strict_single_dominant	88.9262
OAES-22-1-No|nifH|consensus50|strict_single_dominant	91.3870
NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant	92.3937
OAES-2-1-Ro|nifH|consensus50|strict_single_dominant	91.9463
NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant	91.7226
DCFS-8-1-No|nifH|consensus50|strict_single_dominant	92.0582
NOGP-2-1-No|nifH|consensus50|strict_single_dominant	92.0582
WOOD-11-1-No|nifH|consensus50|strict_single_dominant	91.7226
DCFS-2-2-Ro|nifH|consensus50|strict_single_dominant	90.6040
TOOL-1-Rh|nifH|consensus50|strict_single_dominant	91.2752
OAES-15-Rh|nifH|consensus50|strict_single_dominant	88.7025
OSBS-101-1-Ro|nifH|consensus50|strict_single_dominant	79.9776
DSNY-15-1-Rh|nifH|consensus50|strict_single_dominant	91.9463
OSBS-104-1-Rh|nifH|consensus50|strict_single_dominant	88.2550
DCFS-2-2-Rh|nifH|consensus50|strict_single_dominant	90.2685
DELA-1-3-No|nifH|consensus50|strict_single_dominant	91.9463
DELA-1-3-Rh|nifH|consensus50|strict_single_dominant	92.3937
N35-4-D-No|nifH|consensus50|strict_single_dominant	92.0582
DSNY-SEHE-60-No|nifH|consensus50|strict_single_dominant	91.9463
N35-4-D-Ro|nifH|consensus50|strict_single_dominant	89.2617
TEAK-2-1-Rh|nifH|consensus50|strict_single_dominant	88.9262
RMNP-1-Ro|nifH|consensus50|strict_single_dominant	89.1499
OAES-21-3-Rh|nifH|consensus50|strict_single_dominant	88.9262
OAES-20-Rh|nifH|consensus50|strict_single_dominant	89.1499
CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant	91.8345
JERC-1-2-No|nifH|consensus50|strict_single_dominant	91.6107
OSBS-38-1-No|nifH|consensus50|strict_single_dominant	91.6107
JERC-131-No|nifH|consensus50|strict_single_dominant	91.6107
JERC-14-5-Ro|nifH|consensus50|strict_single_dominant	89.4855
JERC-23-1-Ro|nifH|consensus50|strict_single_dominant	91.6107
JERC-16-2-Ro|nifH|consensus50|strict_single_dominant	91.2752
SRER-15-1-Ro|nifH|consensus50|strict_single_dominant	91.6107
SRER-10-1-Rh|nifH|consensus50|strict_single_dominant	91.8345
SRER-2-1-No|nifH|consensus50|strict_single_dominant	88.9262
SRER-1-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-8-1-No|nifH|consensus50|strict_single_dominant	88.9262
SRER-15-1-No|nifH|consensus50|strict_single_dominant	91.2752
SRER-10-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-17-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-3-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-6-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-3-1-Ro|nifH|consensus50|strict_single_dominant	91.6107
SRER-6-1-Ro|nifH|consensus50|strict_single_dominant	91.9463
SRER-7-1-No|nifH|consensus50|strict_single_dominant	91.6107
SRER-8-1-Ro|nifH|consensus50|strict_single_dominant	90.1566
SRER-7-1-Rh|nifH|consensus50|strict_single_dominant	91.6107
SRER-7-1-Ro|nifH|consensus50|strict_single_dominant	91.9463
OAES-21-3-No|nifH|consensus50|strict_single_dominant	91.9463
SRER-13-1-No|nifH|consensus50|strict_single_dominant	91.9463
SRER-13-1-Ro|nifH|consensus50|strict_single_dominant	91.2752
SRER-13-1-Rh|nifH|consensus50|strict_single_dominant	91.2752
OAES-8-2-No|nifH|consensus50|strict_single_dominant	91.4989
SRER-14-1-No|nifH|consensus50|strict_single_dominant	91.9463
SRER-18-1-Rh|nifH|consensus50|strict_single_dominant	91.6107
SRER-18-1-Ro|nifH|consensus50|strict_single_dominant	91.2752
SRER-9-1-Ro|nifH|consensus50|strict_single_dominant	91.2752
SRER-6-1-Rh|nifH|consensus50|strict_single_dominant	89.4855
OAES-30-2-No|nifH|consensus50|strict_single_dominant	90.7159
DELA-32-1-No|nifH|consensus50|strict_single_dominant	92.9530
LENO-9-2-Rh|nifH|consensus50|strict_single_dominant	91.7226
LENO-5-2-No|nifH|consensus50|strict_single_dominant	91.6107
DSNY-2-1-Rh|nifH|consensus50|strict_single_dominant	91.2752
LENO-7-2-No|nifH|consensus50|strict_single_dominant	91.9463
LENO-9-2-No|nifH|consensus50|strict_single_dominant	91.6107
LENO-10-2-Ro|nifH|consensus50|strict_single_dominant	91.6107
OAES-35-3-No|nifH|consensus50|strict_single_dominant	91.6107
JERC-34-4-No|nifH|consensus50|strict_single_dominant	91.2752
JERC-AMFR-56-1-No|nifH|consensus50|strict_single_dominant	91.9463
JERC-AMFU-71-1-No|nifH|consensus50|strict_single_dominant	91.9463
DELA-26-3-Ro|nifH|consensus50|strict_single_dominant	91.6107
DELA-27-3-No|nifH|consensus50|strict_single_dominant	91.9463
TALL-15-2-No|nifH|consensus50|strict_single_dominant	92.0582
TALL-52-1-No|nifH|consensus50|strict_single_dominant	91.8345
DELA-9-1-No|nifH|consensus50|strict_single_dominant	92.0582
TALL-24-2-No|nifH|consensus50|strict_single_dominant	91.6107
