DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST percent identity
UKFS-4-1-No|nifH|consensus50|strict_single_dominant	86.6590
DSNY-101-1-No|nifH|consensus50|strict_single_dominant	85.5600
DSNY-10-3-No|nifH|consensus50|strict_single_dominant	89.2290
LAJA-15-1-No|nifH|consensus50|strict_single_dominant	87.5750
DELA-28-No|nifH|consensus50|strict_single_dominant	86.5060
JERC-203-1-No|nifH|consensus50|strict_single_dominant	86.0610
KONA-1-1-No|nifH|consensus50|strict_single_dominant	86.4800
DSNY-31-1-No|nifH|consensus50|strict_single_dominant	87.4550
JERC-CRJU-86-1-No|nifH|consensus50|strict_single_dominant	87.0260
DELA-7-3-No|nifH|consensus50|strict_single_dominant	86.3750
JERC-98-3-No|nifH|consensus50|strict_single_dominant	86.0470
ORNL-13-2-No|nifH|consensus50|strict_single_dominant	86.0980
HARV-4-1-No|nifH|consensus50|strict_single_dominant	87.2960
LENO-4-3-No|nifH|consensus50|strict_single_dominant	84.3560
ORNL-16-No|nifH|consensus50|strict_single_dominant	88.1380
LENO-10-2-No|nifH|consensus50|strict_single_dominant	86.5580
LENO-1-1-No|nifH|consensus50|strict_single_dominant	88.8010
LENO-13-2-No|nifH|consensus50|strict_single_dominant	86.4080
KONZ-2-1-No|nifH|consensus50|strict_single_dominant	87.4080
SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant	85.7660
N39-2-D-No|nifH|consensus50|strict_single_dominant	83.6730
GUAN-4-No|nifH|consensus50|strict_single_dominant	86.0440
GUAN-8-No|nifH|consensus50|strict_single_dominant	86.4570
KONZ-9-2-No|nifH|consensus50|strict_single_dominant	88.1070
DELA-6-3-No|nifH|consensus50|strict_single_dominant	85.6530
LAJA-3-1-No|nifH|consensus50|strict_single_dominant	85.6290
DSNY-44-1-No|nifH|consensus50|strict_single_dominant	84.9300
DSNY-57-No|nifH|consensus50|strict_single_dominant	91.2840
DSNY-90-No|nifH|consensus50|strict_single_dominant	87.8790
LENO-2-1-Ro|nifH|consensus50|strict_single_dominant	88.0250
JERC-170-Rh|nifH|consensus50|strict_single_dominant	90.3790
GUAN-7-1-Ro|nifH|consensus50|strict_single_dominant	91.1860
N38-2-D-Rh|nifH|consensus50|strict_single_dominant	87.4390
N38-2-D-No|nifH|consensus50|strict_single_dominant	87.1390
N38-2-D-Ro|nifH|consensus50|strict_single_dominant	88.7150
DSNY-90-Rh|nifH|consensus50|strict_single_dominant	89.2630
LAJA-4-1-Rh|nifH|consensus50|strict_single_dominant	84.1400
GUAN-3-No|nifH|consensus50|strict_single_dominant	85.5250
JERC-203-1-Rh|nifH|consensus50|strict_single_dominant	86.1080
WOOD-1-1-Rh|nifH|consensus50|strict_single_dominant	88.4480
JERC-155-No|nifH|consensus50|strict_single_dominant	88.4430
JERC-99-1-Rh|nifH|consensus50|strict_single_dominant	86.4470
OSBS-58-1-Rh|nifH|consensus50|strict_single_dominant	85.5920
CLBJ-36-1-No|nifH|consensus50|strict_single_dominant	89.0680
JERC-161-Rh|nifH|consensus50|strict_single_dominant	86.2530
OSBS-21-2-No|nifH|consensus50|strict_single_dominant	87.9560
LENO-1-1-Rh|nifH|consensus50|strict_single_dominant	90.5490
DSNY-28-1-Ro|nifH|consensus50|strict_single_dominant	88.3210
OSBS-71-1-Rh|nifH|consensus50|strict_single_dominant	87.1790
DSNY-57-1-Rh|nifH|consensus50|strict_single_dominant	88.6200
DSNY-30-1-No|nifH|consensus50|strict_single_dominant	87.5460
OSBS-82-1-Ro|nifH|consensus50|strict_single_dominant	88.9020
DSNY-83-2-Rh|nifH|consensus50|strict_single_dominant	84.8120
KONZ-11-1-Rh|nifH|consensus50|strict_single_dominant	89.2770
JERC-CLMA-73-2-Ro|nifH|consensus50|strict_single_dominant	88.0580
JERC-CLMA-73-2-Rh|nifH|consensus50|strict_single_dominant	89.3250
JERC-172-2-Rh|nifH|consensus50|strict_single_dominant	88.3270
JERC-177-Ro|nifH|consensus50|strict_single_dominant	88.5820
OAES-35-1-Rh|nifH|consensus50|strict_single_dominant	86.8830
JERC-197-1-No|nifH|consensus50|strict_single_dominant	87.8350
TOOL-5-No|nifH|consensus50|strict_single_dominant	87.1480
TOOL-8-Rh|nifH|consensus50|strict_single_dominant	87.9560
DEJU-54-No|nifH|consensus50|strict_single_dominant	84.5870
DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant	88.4860
GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant	87.2680
DEJU-58-Rh|nifH|consensus50|strict_single_dominant	89.4980
DSNY-92-1-Ro|nifH|consensus50|strict_single_dominant	89.1930
WOOD-3-2-Rh|nifH|consensus50|strict_single_dominant	85.9760
JERC-132-3-Rh|nifH|consensus50|strict_single_dominant	88.4060
JERC-135-3-Rh|nifH|consensus50|strict_single_dominant	87.4240
OSBS-100-3-Rh|nifH|consensus50|strict_single_dominant	87.3630
TALL-22-Ro|nifH|consensus50|strict_single_dominant	88.9840
JERC-91-1-Rh|nifH|consensus50|strict_single_dominant	86.2880
DEJU-60-Rh|nifH|consensus50|strict_single_dominant	87.2860
WOOD-10-1-Ro|nifH|consensus50|strict_single_dominant	87.5890
WOOD-6-1-Rh|nifH|consensus50|strict_single_dominant	86.3250
HEAL-2-1-Rh|nifH|consensus50|strict_single_dominant	89.7870
RMNP-4-Rh|nifH|consensus50|strict_single_dominant	87.5910
JERC-204-1-No|nifH|consensus50|strict_single_dominant	88.5540
TALL-49-1-Rh|nifH|consensus50|strict_single_dominant	89.0010
DSNY-GARE-35-1-Rh|nifH|consensus50|strict_single_dominant	88.0720
KONZ-6-1-Rh|nifH|consensus50|strict_single_dominant	88.2000
CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant	87.4700
DSNY-83-1-Rh|nifH|consensus50|strict_single_dominant	87.5900
GUAN-5-Rh|nifH|consensus50|strict_single_dominant	87.9520
OSBS-37-1-Rh|nifH|consensus50|strict_single_dominant	88.0290
JERC-155-Rh|nifH|consensus50|strict_single_dominant	87.9810
OSBS-66-1-Rh|nifH|consensus50|strict_single_dominant	89.1570
GUAN-2-Rh|nifH|consensus50|strict_single_dominant	87.9120
DELA-2-2-No|nifH|consensus50|strict_single_dominant	90.3690
OSBS-81-1-Rh|nifH|consensus50|strict_single_dominant	87.1080
DELA-8-2-Rh|nifH|consensus50|strict_single_dominant	88.1090
JERC-127-2-Ro|nifH|consensus50|strict_single_dominant	89.4420
TALL-26-3-Rh|nifH|consensus50|strict_single_dominant	87.3630
JERC-169-Rh|nifH|consensus50|strict_single_dominant	87.9120
DSNY-61-4-Rh|nifH|consensus50|strict_single_dominant	88.6450
TALL-13-3-Ro|nifH|consensus50|strict_single_dominant	87.9560
OSBS-28-1-No|nifH|consensus50|strict_single_dominant	88.6860
CLBJ-7-1-No|nifH|consensus50|strict_single_dominant	91.2090
OSBS-20-1-Ro|nifH|consensus50|strict_single_dominant	90.5980
JERC-88-1-Rh|nifH|consensus50|strict_single_dominant	90.4590
OAES-37-2-Rh|nifH|consensus50|strict_single_dominant	89.3070
TOOL-5-Rh|nifH|consensus50|strict_single_dominant	89.0660
ORNL-12-1-Ro|nifH|consensus50|strict_single_dominant	88.5230
DEJU-8-1-Rh|nifH|consensus50|strict_single_dominant	85.1350
JERC-160-Ro|nifH|consensus50|strict_single_dominant	90.9470
OSBS-68-1-Rh|nifH|consensus50|strict_single_dominant	87.1240
OSBS-69-1-Rh|nifH|consensus50|strict_single_dominant	89.3460
JERC-145-1-Rh|nifH|consensus50|strict_single_dominant	88.9290
TALL-39-2-Rh|nifH|consensus50|strict_single_dominant	85.4010
JERC-160-Rh|nifH|consensus50|strict_single_dominant	86.8290
TALL-9-2-Ro|nifH|consensus50|strict_single_dominant	89.2380
JERC-98-1-Rh|nifH|consensus50|strict_single_dominant	88.0340
OSBS-7-4-Ro|nifH|consensus50|strict_single_dominant	92.6740
UKFS-52-1-Rh|nifH|consensus50|strict_single_dominant	90.1100
DSNY-10-3-Rh|nifH|consensus50|strict_single_dominant	89.9620
WOOD-2-2-Rh|nifH|consensus50|strict_single_dominant	87.7130
DSNY-CLFR-60-Rh|nifH|consensus50|strict_single_dominant	87.6230
OSBS-DETR-64-3-Rh|nifH|consensus50|strict_single_dominant	90.8090
OSBS-18-5-Ro|nifH|consensus50|strict_single_dominant	91.6980
CLBJ-19-1-Rh|nifH|consensus50|strict_single_dominant	87.8110
LAJA-16-2-Rh|nifH|consensus50|strict_single_dominant	85.5930
LAJA-1-1-No|nifH|consensus50|strict_single_dominant	86.7140
LAJA-2-1-Ro|nifH|consensus50|strict_single_dominant	84.4790
TOOL-14-Ro|nifH|consensus50|strict_single_dominant	88.7780
JERC-CRJU-86-1-Ro|nifH|consensus50|strict_single_dominant	90.0740
OSBS-36-4-Rh|nifH|consensus50|strict_single_dominant	90.7620
CLBJ-23-1-No|nifH|consensus50|strict_single_dominant	89.4880
DEJU-1-1-No|nifH|consensus50|strict_single_dominant	88.8480
DEJU-3-1-No|nifH|consensus50|strict_single_dominant	87.7320
DEJU-37-No|nifH|consensus50|strict_single_dominant	87.8450
SJER-1-1-No|nifH|consensus50|strict_single_dominant	85.7960
DEJU-40-No|nifH|consensus50|strict_single_dominant	84.0630
DEJU-43-No|nifH|consensus50|strict_single_dominant	88.1220
DEJU-39-No|nifH|consensus50|strict_single_dominant	85.4170
DEJU-46-Ro|nifH|consensus50|strict_single_dominant	88.2350
DEJU-42-No|nifH|consensus50|strict_single_dominant	88.6030
DEJU-62-1-No|nifH|consensus50|strict_single_dominant	89.7440
OAES-35-3-Rh|nifH|consensus50|strict_single_dominant	88.8890
TOOL-32-Ro|nifH|consensus50|strict_single_dominant	90.1890
TOOL-9-Rh|nifH|consensus50|strict_single_dominant	87.3330
OSBS-4-3-Ro|nifH|consensus50|strict_single_dominant	89.9510
TOOL-3-No|nifH|consensus50|strict_single_dominant	89.8780
CLBJ-17-1-Rh|nifH|consensus50|strict_single_dominant	89.4130
JERC-99-1-Ro|nifH|consensus50|strict_single_dominant	92.4300
JERC-10-3-No|nifH|consensus50|strict_single_dominant	91.2660
JERC-11-1-Rh|nifH|consensus50|strict_single_dominant	90.4760
JERC-8-2-No|nifH|consensus50|strict_single_dominant	92.2790
JERC-89-1-Ro|nifH|consensus50|strict_single_dominant	88.3170
MLBS-1-1-No|nifH|consensus50|strict_single_dominant	87.8200
TALL-90-1-No|nifH|consensus50|strict_single_dominant	90.7160
TOOL-5-Ro|nifH|consensus50|strict_single_dominant	88.8620
CLBJ-26-1-No|nifH|consensus50|strict_single_dominant	91.9410
CLBJ-27-1-No|nifH|consensus50|strict_single_dominant	91.6970
GUAN-5-No|nifH|consensus50|strict_single_dominant	92.3080
OAES-6-1-Ro|nifH|consensus50|strict_single_dominant	98.1200
CLBJ-4-1-No|nifH|consensus50|strict_single_dominant	95.9550
CLBJ-4-1-Ro|nifH|consensus50|strict_single_dominant	95.9550
OAES-5-Rh|nifH|consensus50|strict_single_dominant	96.2340
LAJA-6-1-Rh|nifH|consensus50|strict_single_dominant	92.3360
LAJA-22-2-No|nifH|consensus50|strict_single_dominant	92.9180
KONZ-12-1-No|nifH|consensus50|strict_single_dominant	97.0870
KONZ-6-1-No|nifH|consensus50|strict_single_dominant	97.9240
WOOD-5-1-Ro|nifH|consensus50|strict_single_dominant	98.1730
JERC-2-1-No|nifH|consensus50|strict_single_dominant	92.0920
JERC-4-1-No|nifH|consensus50|strict_single_dominant	93.2750
JERC-6-3-No|nifH|consensus50|strict_single_dominant	91.2170
NIWO-1-No|nifH|consensus50|strict_single_dominant	90.0610
SJER-2-3-No|nifH|consensus50|strict_single_dominant	87.8970
ORNL-4-1-No|nifH|consensus50|strict_single_dominant	86.7650
OAES-1-1-No|nifH|consensus50|strict_single_dominant	96.6760
OAES-4-1-Ro|nifH|consensus50|strict_single_dominant	96.8140
OAES-7-1-No|nifH|consensus50|strict_single_dominant	96.5370
OAES-7-1-Rh|nifH|consensus50|strict_single_dominant	96.5370
OAES-7-1-Ro|nifH|consensus50|strict_single_dominant	96.5370
OAES-4-1-No|nifH|consensus50|strict_single_dominant	96.8140
OAES-16-1-No|nifH|consensus50|strict_single_dominant	96.9530
OAES-25-1-No|nifH|consensus50|strict_single_dominant	96.8140
OAES-16-1-Rh|nifH|consensus50|strict_single_dominant	96.1220
OAES-29-1-Ro|nifH|consensus50|strict_single_dominant	92.4910
JERC-94-1-No|nifH|consensus50|strict_single_dominant	97.0860
SCBI-5-1-No|nifH|consensus50|strict_single_dominant	98.6750
TALL-13-3-No|nifH|consensus50|strict_single_dominant	99.0730
TALL-64-1-No|nifH|consensus50|strict_single_dominant	96.0260
OAES-3-1-No|nifH|consensus50|strict_single_dominant	93.2040
RMNP-1-No|nifH|consensus50|strict_single_dominant	93.5290
RMNP-2-No|nifH|consensus50|strict_single_dominant	93.9390
RMNP-2-Rh|nifH|consensus50|strict_single_dominant	93.4810
TOOL-10-No|nifH|consensus50|strict_single_dominant	92.9350
TOOL-11-No|nifH|consensus50|strict_single_dominant	92.9610
TOOL-9-No|nifH|consensus50|strict_single_dominant	92.9610
TOOL-8-No|nifH|consensus50|strict_single_dominant	92.9350
TOOL-25-No|nifH|consensus50|strict_single_dominant	92.8400
TOOL-17-Rh|nifH|consensus50|strict_single_dominant	92.6830
TOOL-24-Rh|nifH|consensus50|strict_single_dominant	92.9350
TOOL-27-2-No|nifH|consensus50|strict_single_dominant	93.2040
TOOL-15-No|nifH|consensus50|strict_single_dominant	93.1460
TOOL-12-No|nifH|consensus50|strict_single_dominant	93.0150
TOOL-16-No|nifH|consensus50|strict_single_dominant	93.1820
TOOL-12-Ro|nifH|consensus50|strict_single_dominant	90.9090
TOOL-13-Ro|nifH|consensus50|strict_single_dominant	88.2710
TOOL-14-No|nifH|consensus50|strict_single_dominant	92.7430
TOOL-24-No|nifH|consensus50|strict_single_dominant	93.5290
TOOL-30-No|nifH|consensus50|strict_single_dominant	93.3820
TOOL-26-No|nifH|consensus50|strict_single_dominant	93.6330
TOOL-23-No|nifH|consensus50|strict_single_dominant	93.1870
TOOL-23-Ro|nifH|consensus50|strict_single_dominant	93.7340
CLBJ-5-2-No|nifH|consensus50|strict_single_dominant	96.8220
DELA-12-2-Rh|nifH|consensus50|strict_single_dominant	93.7050
JERC-122-Rh|nifH|consensus50|strict_single_dominant	90.4760
OAES-11-1-No|nifH|consensus50|strict_single_dominant	96.9550
OAES-23-1-No|nifH|consensus50|strict_single_dominant	96.9550
OAES-32-1-No|nifH|consensus50|strict_single_dominant	97.0870
OAES-12-2-No|nifH|consensus50|strict_single_dominant	96.4760
OAES-28-1-No|nifH|consensus50|strict_single_dominant	96.8450
OAES-12-2-Ro|nifH|consensus50|strict_single_dominant	96.8330
OAES-34-1-No|nifH|consensus50|strict_single_dominant	96.8290
OAES-9-1-Rh|nifH|consensus50|strict_single_dominant	96.9360
OSBS-5-5-Ro|nifH|consensus50|strict_single_dominant	93.1710
OAES-29-1-No|nifH|consensus50|strict_single_dominant	97.3650
OAES-33-1-No|nifH|consensus50|strict_single_dominant	97.3550
JORN-1-No|nifH|consensus50|strict_single_dominant	97.3140
SRER-4-1-No|nifH|consensus50|strict_single_dominant	97.7360
OAES-16-1-Ro|nifH|consensus50|strict_single_dominant	96.0640
OAES-17-No|nifH|consensus50|strict_single_dominant	97.1810
OAES-17-Ro|nifH|consensus50|strict_single_dominant	97.7420
SRER-16-1-No|nifH|consensus50|strict_single_dominant	97.0700
CPER-1-No|nifH|consensus50|strict_single_dominant	96.4590
OAES-15-No|nifH|consensus50|strict_single_dominant	95.1160
OAES-15-Ro|nifH|consensus50|strict_single_dominant	95.1160
OAES-10-1-No|nifH|consensus50|strict_single_dominant	94.9940
OAES-10-1-Ro|nifH|consensus50|strict_single_dominant	94.6210
OAES-23-1-Ro|nifH|consensus50|strict_single_dominant	95.3550
OAES-26-1-No|nifH|consensus50|strict_single_dominant	95.2210
OAES-26-1-Ro|nifH|consensus50|strict_single_dominant	95.8280
OAES-27-2-No|nifH|consensus50|strict_single_dominant	95.3600
CPER-3-1-No|nifH|consensus50|strict_single_dominant	96.2470
CPER-4-No|nifH|consensus50|strict_single_dominant	96.3680
NOGP-1-1-No|nifH|consensus50|strict_single_dominant	96.8290
WOOD-3-2-No|nifH|consensus50|strict_single_dominant	97.6010
NOGP-3-2-No|nifH|consensus50|strict_single_dominant	96.5980
WOOD-12-No|nifH|consensus50|strict_single_dominant	96.2330
WOOD-7-1-No|nifH|consensus50|strict_single_dominant	96.8410
NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant	96.2330
OAES-36-2-No|nifH|consensus50|strict_single_dominant	95.9900
OAES-36-3-No|nifH|consensus50|strict_single_dominant	95.7470
CPER-3-1-Rh|nifH|consensus50|strict_single_dominant	96.7070
CPER-5-1-No|nifH|consensus50|strict_single_dominant	97.0940
CPER-5-1-Rh|nifH|consensus50|strict_single_dominant	96.6100
DCFS-2-2-No|nifH|consensus50|strict_single_dominant	97.9270
NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant	97.8780
WOOD-6-1-No|nifH|consensus50|strict_single_dominant	98.6220
NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant	96.4760
OAES-14-1-No|nifH|consensus50|strict_single_dominant	99.4930
OAES-2-1-No|nifH|consensus50|strict_single_dominant	98.3650
OAES-22-1-No|nifH|consensus50|strict_single_dominant	98.1640
NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant	96.3680
OAES-2-1-Ro|nifH|consensus50|strict_single_dominant	96.9590
NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant	96.5850
DCFS-8-1-No|nifH|consensus50|strict_single_dominant	96.4760
NOGP-2-1-No|nifH|consensus50|strict_single_dominant	95.5040
WOOD-11-1-No|nifH|consensus50|strict_single_dominant	95.7320
DCFS-2-2-Ro|nifH|consensus50|strict_single_dominant	89.2590
TOOL-1-Rh|nifH|consensus50|strict_single_dominant	88.8480
OAES-15-Rh|nifH|consensus50|strict_single_dominant	91.2990
OSBS-101-1-Ro|nifH|consensus50|strict_single_dominant	92.5870
DSNY-15-1-Rh|nifH|consensus50|strict_single_dominant	90.5110
OSBS-104-1-Rh|nifH|consensus50|strict_single_dominant	88.9730
DCFS-2-2-Rh|nifH|consensus50|strict_single_dominant	90.8300
DELA-1-3-No|nifH|consensus50|strict_single_dominant	93.6740
DELA-1-3-Rh|nifH|consensus50|strict_single_dominant	93.5840
N35-4-D-No|nifH|consensus50|strict_single_dominant	93.8030
DSNY-SEHE-60-No|nifH|consensus50|strict_single_dominant	93.6740
N35-4-D-Ro|nifH|consensus50|strict_single_dominant	93.9850
TEAK-2-1-Rh|nifH|consensus50|strict_single_dominant	91.4470
RMNP-1-Ro|nifH|consensus50|strict_single_dominant	91.3430
OAES-21-3-Rh|nifH|consensus50|strict_single_dominant	91.1950
OAES-20-Rh|nifH|consensus50|strict_single_dominant	93.8520
CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant	94.1530
JERC-1-2-No|nifH|consensus50|strict_single_dominant	91.9410
OSBS-38-1-No|nifH|consensus50|strict_single_dominant	91.6970
JERC-131-No|nifH|consensus50|strict_single_dominant	91.6970
JERC-14-5-Ro|nifH|consensus50|strict_single_dominant	93.1250
JERC-23-1-Ro|nifH|consensus50|strict_single_dominant	91.3310
JERC-16-2-Ro|nifH|consensus50|strict_single_dominant	92.6470
SRER-15-1-Ro|nifH|consensus50|strict_single_dominant	93.0400
SRER-10-1-Rh|nifH|consensus50|strict_single_dominant	93.0570
SRER-2-1-No|nifH|consensus50|strict_single_dominant	93.3330
SRER-1-1-No|nifH|consensus50|strict_single_dominant	93.0400
SRER-8-1-No|nifH|consensus50|strict_single_dominant	93.3330
SRER-15-1-No|nifH|consensus50|strict_single_dominant	93.1370
SRER-10-1-No|nifH|consensus50|strict_single_dominant	93.2840
SRER-17-1-No|nifH|consensus50|strict_single_dominant	92.7960
SRER-3-1-No|nifH|consensus50|strict_single_dominant	92.9180
SRER-6-1-No|nifH|consensus50|strict_single_dominant	93.0400
SRER-3-1-Ro|nifH|consensus50|strict_single_dominant	92.9180
SRER-6-1-Ro|nifH|consensus50|strict_single_dominant	92.7010
SRER-7-1-No|nifH|consensus50|strict_single_dominant	92.6740
SRER-8-1-Ro|nifH|consensus50|strict_single_dominant	92.6800
SRER-7-1-Rh|nifH|consensus50|strict_single_dominant	92.6740
SRER-7-1-Ro|nifH|consensus50|strict_single_dominant	92.9440
OAES-21-3-No|nifH|consensus50|strict_single_dominant	93.4310
SRER-13-1-No|nifH|consensus50|strict_single_dominant	93.1870
SRER-13-1-Ro|nifH|consensus50|strict_single_dominant	93.1370
SRER-13-1-Rh|nifH|consensus50|strict_single_dominant	93.1370
OAES-8-2-No|nifH|consensus50|strict_single_dominant	92.0540
SRER-14-1-No|nifH|consensus50|strict_single_dominant	92.9440
SRER-18-1-Rh|nifH|consensus50|strict_single_dominant	92.7960
SRER-18-1-Ro|nifH|consensus50|strict_single_dominant	92.8920
SRER-9-1-Ro|nifH|consensus50|strict_single_dominant	93.1370
SRER-6-1-Rh|nifH|consensus50|strict_single_dominant	94.7500
OAES-30-2-No|nifH|consensus50|strict_single_dominant	94.8210
DELA-32-1-No|nifH|consensus50|strict_single_dominant	92.6590
LENO-9-2-Rh|nifH|consensus50|strict_single_dominant	92.9270
LENO-5-2-No|nifH|consensus50|strict_single_dominant	92.9180
DSNY-2-1-Rh|nifH|consensus50|strict_single_dominant	92.8920
LENO-7-2-No|nifH|consensus50|strict_single_dominant	92.7010
LENO-9-2-No|nifH|consensus50|strict_single_dominant	92.9180
LENO-10-2-Ro|nifH|consensus50|strict_single_dominant	93.0400
OAES-35-3-No|nifH|consensus50|strict_single_dominant	93.0400
JERC-34-4-No|nifH|consensus50|strict_single_dominant	93.3820
JERC-AMFR-56-1-No|nifH|consensus50|strict_single_dominant	92.9440
JERC-AMFU-71-1-No|nifH|consensus50|strict_single_dominant	92.8220
DELA-26-3-Ro|nifH|consensus50|strict_single_dominant	91.0870
DELA-27-3-No|nifH|consensus50|strict_single_dominant	90.9980
TALL-15-2-No|nifH|consensus50|strict_single_dominant	90.6440
TALL-52-1-No|nifH|consensus50|strict_single_dominant	90.6210
DELA-9-1-No|nifH|consensus50|strict_single_dominant	89.1860
TALL-24-2-No|nifH|consensus50|strict_single_dominant	90.1100
