sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
DCFS-2-2-Rh	noeA.fa	1431	1349	94.2697	355.4312	3	82	5.7303	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-2-2-Ro	noeA.fa	1431	1328	92.8022	109.2760	81	103	7.1978	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-3-2-No	noeA.fa	1431	1431	100.0000	5224.4137	5414	0	0.0000	3	0.2750	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-3-2-Rh	noeA.fa	1431	1311	91.6143	742.9273	376	120	8.3857	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-3-2-Ro	noeA.fa	1431	1420	99.2313	20.5695	18	11	0.7687	1	0.4737	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-4-No	noeA.fa	1431	1429	99.8602	16.9113	17	2	0.1398	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-4-Rh	noeA.fa	1431	1403	98.0433	378.3040	381	28	1.9567	3	0.4989	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-4-Ro	noeA.fa	1431	1430	99.9301	12.8120	13	1	0.0699	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-2-2-No	noeA.fa	1431	1431	100.0000	7168.9546	7614	0	0.0000	0	0.0661	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-5-1-Rh	noeA.fa	1431	1412	98.6723	8.6876	9	19	1.3277	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-5-1-Ro	noeA.fa	1431	1431	100.0000	63.4528	62	0	0.0000	9	0.4868	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-5-1-No	noeA.fa	1431	1431	100.0000	7019.3298	7418	0	0.0000	9	0.4884	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-6-1-Ro	noeA.fa	1431	1429	99.8602	13.0608	11	2	0.1398	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-7-1-Rh	noeA.fa	1431	1238	86.5129	9.6331	2	193	13.4871	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-7-1-Ro	noeA.fa	1431	1427	99.7205	10.6268	11	4	0.2795	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-6-1-No	noeA.fa	1431	1431	100.0000	7179.7289	7611	0	0.0000	8	0.2701	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-8-1-Rh	noeA.fa	1431	1430	99.9301	159.4507	120	1	0.0699	0	0.2857	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-8-1-Ro	noeA.fa	1431	1429	99.8602	14.3005	16	2	0.1398	2	0.4615	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-29-1-No	noeA.fa	1431	1423	99.4410	8.2802	7	8	0.5590	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-59-No	noeA.fa	1431	1428	99.7904	14.1020	14	3	0.2096	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
DELA-26-3-Ro	noeA.fa	1431	1424	99.5108	23.1586	22	7	0.4892	3	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
DELA-32-1-No	noeA.fa	1431	1421	99.3012	9.3781	9	10	0.6988	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DELA-7-3-No	noeA.fa	1431	1341	93.7107	8.6555	8	90	6.2893	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-13-1-No	noeA.fa	1431	1417	99.0217	11.0412	11	14	0.9783	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-14-1-Rh	noeA.fa	1431	1424	99.5108	15.7952	15	7	0.4892	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-15-1-Ro	noeA.fa	1431	1430	99.9301	22.5625	22	1	0.0699	4	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-17-3-No	noeA.fa	1431	1430	99.9301	8.5828	8	1	0.0699	0	0.4444	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-5-1-Rh	noeA.fa	1431	1427	99.7205	8.4242	8	4	0.2795	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-7-1-No	noeA.fa	1431	1373	95.9469	7.9734	4	58	4.0531	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
DSNY-91-1-Rh	noeA.fa	1431	1405	98.1831	5.7491	5	26	1.8169	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
HEAL-7-1-Ro	noeA.fa	1431	1427	99.7205	11.0559	10	4	0.2795	0	0.2222	20	10	5	0.2000	20	10	pass_single_dominant
JERC-11-1-No	noeA.fa	1431	1396	97.5542	9.6492	9	35	2.4458	0	0.1111	20	10	5	0.2000	20	10	pass_single_dominant
JERC-149-Ro	noeA.fa	1431	1407	98.3229	8.6827	9	24	1.6771	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
JERC-150-Ro	noeA.fa	1431	1427	99.7205	8.7358	9	4	0.2795	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
JERC-2-1-Ro	noeA.fa	1431	1408	98.3927	10.7575	12	23	1.6073	0	0.4167	20	10	5	0.2000	20	10	pass_single_dominant
JERC-89-1-No	noeA.fa	1431	1430	99.9301	10.8952	9	1	0.0699	1	0.4500	20	10	5	0.2000	20	10	pass_single_dominant
JERC-DEST-32-1-No	noeA.fa	1431	1407	98.3229	43.0790	41	24	1.6771	0	0.0556	20	10	5	0.2000	20	10	pass_single_dominant
JERC-RHRE-55-1-Rh	noeA.fa	1431	1426	99.6506	8.6960	9	5	0.3494	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
JORN-3-1-Rh	noeA.fa	1431	1431	100.0000	9.8539	10	0	0.0000	0	0.3636	20	10	5	0.2000	20	10	pass_single_dominant
KONZ-1-Rh	noeA.fa	1431	1344	93.9203	14.6520	3	87	6.0797	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
KONZ-1-Ro	noeA.fa	1431	1422	99.3711	379.6681	316	9	0.6289	1	0.4912	20	10	5	0.2000	20	10	pass_single_dominant
KONZ-6-1-Ro	noeA.fa	1431	1430	99.9301	13.8253	14	1	0.0699	0	0.0667	20	10	5	0.2000	20	10	pass_single_dominant
LAJA-25-1-No	noeA.fa	1431	1367	95.5276	8.1810	8	64	4.4724	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
LENO-15-2-No	noeA.fa	1431	1424	99.5108	6.9385	6	7	0.4892	0	0.3750	20	10	5	0.2000	20	10	pass_single_dominant
NIWO-1-Rh	noeA.fa	1431	1426	99.6506	566.0622	8	5	0.3494	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NIWO-2-No	noeA.fa	1431	1423	99.4410	9.1384	6	8	0.5590	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
NIWO-2-Rh	noeA.fa	1431	1423	99.4410	30.6282	6	8	0.5590	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-8-1-No	noeA.fa	1431	1431	100.0000	6845.2642	7210	0	0.0000	0	0.0192	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-1-1-Rh	noeA.fa	1431	1417	99.0217	303.4025	12	14	0.9783	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-1-1-Ro	noeA.fa	1431	1430	99.9301	9.9189	9	1	0.0699	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-1-1-No	noeA.fa	1431	1430	99.9301	6557.3892	6912	1	0.0699	0	0.0111	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-2-1-Rh	noeA.fa	1431	1430	99.9301	55.9357	12	1	0.0699	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-2-1-Ro	noeA.fa	1431	1431	100.0000	6155.3522	6484	0	0.0000	0	0.0085	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-3-2-No	noeA.fa	1431	1431	100.0000	7071.6681	7451	0	0.0000	1	0.2723	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-3-2-Rh	noeA.fa	1431	1429	99.8602	9.9930	11	2	0.1398	0	0.3846	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-3-2-Ro	noeA.fa	1431	1431	100.0000	496.4200	510	0	0.0000	0	0.0263	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-4-1-No	noeA.fa	1431	1412	98.6723	8.4214	9	19	1.3277	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-4-1-Rh	noeA.fa	1431	1425	99.5807	43.8791	9	6	0.4193	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-4-1-Ro	noeA.fa	1431	1431	100.0000	7153.0077	7567	0	0.0000	15	0.4853	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
NOGP-5-2-No	noeA.fa	1431	1431	100.0000	7282.6059	7723	0	0.0000	5	0.4439	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-5-2-Rh	noeA.fa	1431	1407	98.3229	347.5535	353	24	1.6771	1	0.4949	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-5-2-Ro	noeA.fa	1431	1431	100.0000	4398.8386	4526	0	0.0000	0	0.0699	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-2-1-No	noeA.fa	1431	1429	99.8602	7012.4857	7502	2	0.1398	0	0.0846	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-6-3-Rh	noeA.fa	1431	1261	88.1202	15.6988	3	170	11.8798	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-6-3-Ro	noeA.fa	1431	1430	99.9301	933.6960	944	1	0.0699	0	0.0233	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-7-2-Rh	noeA.fa	1431	1427	99.7205	596.4528	3	4	0.2795	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-1-1-No	noeA.fa	1431	1430	99.9301	24.9015	27	1	0.0699	1	0.2308	20	10	5	0.2000	20	10	pass_single_dominant
OAES-13-1-Rh	noeA.fa	1431	1424	99.5108	11.6010	11	7	0.4892	0	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
NOGP-6-3-No	noeA.fa	1431	1430	99.9301	6550.8700	6917	1	0.0699	2	0.4831	20	10	5	0.2000	20	10	pass_single_dominant
OAES-14-1-Rh	noeA.fa	1431	1420	99.2313	92.7512	86	11	0.7687	2	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
OAES-14-1-Ro	noeA.fa	1431	1431	100.0000	272.8756	281	0	0.0000	0	0.1483	20	10	5	0.2000	20	10	pass_single_dominant
OAES-15-No	noeA.fa	1431	1429	99.8602	223.1398	110	2	0.1398	1	0.4706	20	10	5	0.2000	20	10	pass_single_dominant
OAES-15-Rh	noeA.fa	1431	1427	99.7205	104.6911	4	4	0.2795	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OAES_19-2-No	noeA.fa	1431	1431	100.0000	7317.2131	7740	0	0.0000	10	0.4518	20	10	5	0.2000	20	10	pass_single_dominant
OAES_19-2-Rh	noeA.fa	1431	1430	99.9301	954.5493	1020	1	0.0699	0	0.1043	20	10	5	0.2000	20	10	pass_single_dominant
OAES_19-2-Ro	noeA.fa	1431	1430	99.9301	99.5751	38	1	0.0699	4	0.4762	20	10	5	0.2000	20	10	pass_single_dominant
OAES-20-Rh	noeA.fa	1431	1309	91.4745	758.4186	2	122	8.5255	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-20-Ro	noeA.fa	1431	1280	89.4479	12.0063	3	151	10.5521	0	0.0789	20	10	5	0.2000	20	10	pass_single_dominant
OAES-14-1-No	noeA.fa	1431	1431	100.0000	7311.6883	7728	0	0.0000	1	0.3157	20	10	5	0.2000	20	10	pass_single_dominant
OAES-2-1-Ro	noeA.fa	1431	1430	99.9301	2134.2376	2203	1	0.0699	0	0.0126	20	10	5	0.2000	20	10	pass_single_dominant
OAES-22-1-No	noeA.fa	1431	1431	100.0000	6991.5528	7387	0	0.0000	0	0.0428	20	10	5	0.2000	20	10	pass_single_dominant
OAES-22-1-Rh	noeA.fa	1431	1300	90.8456	910.8085	3	131	9.1544	0	0.0051	20	10	5	0.2000	20	10	pass_single_dominant
OAES-23-1-Rh	noeA.fa	1431	1339	93.5709	2896.7002	2727	92	6.4291	0	0.0348	20	10	5	0.2000	20	10	pass_single_dominant
OAES-23-1-Ro	noeA.fa	1431	1416	98.9518	49.8672	23	15	1.0482	4	0.4706	20	10	5	0.2000	20	10	pass_single_dominant
OAES_24-3-No	noeA.fa	1431	1424	99.5108	16.3690	17	7	0.4892	0	0.4667	20	10	5	0.2000	20	10	pass_single_dominant
OAES_24-3-Rh	noeA.fa	1431	1430	99.9301	15.1461	15	1	0.0699	1	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
OAES_24-3-Ro	noeA.fa	1431	1430	99.9301	26.8001	21	1	0.0699	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-25-1-Rh	noeA.fa	1431	1275	89.0985	113.3152	3	156	10.9015	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-25-1-Ro	noeA.fa	1431	1343	93.8505	12.2795	7	88	6.1495	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-26-1-Rh	noeA.fa	1431	1095	76.5199	50.8721	2	336	23.4801	0	0.3333	20	10	5	0.2000	20	10	fail_high_N
OAES-27-2-Ro	noeA.fa	1431	1429	99.8602	12.3871	12	2	0.1398	1	0.3750	20	10	5	0.2000	20	10	pass_single_dominant
OAES-3-1-No	noeA.fa	1431	1431	100.0000	12.0887	12	0	0.0000	0	0.1000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-3-1-Ro	noeA.fa	1431	1418	99.0915	11.3892	8	13	0.9085	0	0.1429	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-2-No	noeA.fa	1431	1431	100.0000	6946.0657	7444	0	0.0000	0	0.0438	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-3-No	noeA.fa	1431	1426	99.6506	6125.9147	6398	5	0.3494	0	0.0655	20	10	5	0.2000	20	10	pass_single_dominant
OAES-36-3-Rh	noeA.fa	1431	1387	96.9252	1483.0832	1187	44	3.0748	0	0.0870	20	10	5	0.2000	20	10	pass_single_dominant
OAES-37-2-Ro	noeA.fa	1431	1431	100.0000	13.3599	13	0	0.0000	0	0.4118	20	10	5	0.2000	20	10	pass_single_dominant
OAES-4-1-Rh	noeA.fa	1431	1357	94.8288	67.2823	4	74	5.1712	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-5-Rh	noeA.fa	1431	1430	99.9301	15.5744	17	1	0.0699	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-5-Ro	noeA.fa	1431	1427	99.7205	10.6408	10	4	0.2795	0	0.1579	20	10	5	0.2000	20	10	pass_single_dominant
OAES-6-1-No	noeA.fa	1431	1420	99.2313	23.7442	23	11	0.7687	8	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-6-1-Rh	noeA.fa	1431	1430	99.9301	27.9783	29	1	0.0699	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-6-1-Ro	noeA.fa	1431	1430	99.9301	25.5660	26	1	0.0699	6	0.4483	20	10	5	0.2000	20	10	pass_single_dominant
OAES-7-1-No	noeA.fa	1431	1430	99.9301	16.2145	17	1	0.0699	1	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-7-1-Rh	noeA.fa	1431	1431	100.0000	30.3515	31	0	0.0000	9	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-7-1-Ro	noeA.fa	1431	1427	99.7205	20.9630	20	4	0.2795	2	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-8-2-Ro	noeA.fa	1431	1353	94.5493	11.1041	11	78	5.4507	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
OAES-9-1-Rh	noeA.fa	1431	1430	99.9301	10.8274	10	1	0.0699	0	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-102-1-No	noeA.fa	1431	1428	99.7904	8.5479	8	3	0.2096	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-106-1-Ro	noeA.fa	1431	1429	99.8602	7.0454	6	2	0.1398	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OAES-2-1-No	noeA.fa	1431	1431	100.0000	7310.7596	7819	0	0.0000	0	0.0610	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-36-1-Ro	noeA.fa	1431	1393	97.3445	51.5556	35	38	2.6555	0	0.0552	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-97-2-Rh	noeA.fa	1431	1426	99.6506	9.7778	9	5	0.3494	0	0.3636	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-99-Ro	noeA.fa	1431	1347	94.1300	6.4577	6	84	5.8700	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
RMNP-1-Rh	noeA.fa	1431	1402	97.9734	8.0992	8	29	2.0266	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-1-1-Rh	noeA.fa	1431	1371	95.8071	5.5968	5	60	4.1929	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-1-1-Ro	noeA.fa	1431	1424	99.5108	10.0874	10	7	0.4892	0	0.4545	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-12-1-No	noeA.fa	1431	1397	97.6240	7.7610	8	34	2.3760	0	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-No	noeA.fa	1431	1430	99.9301	12.6820	12	1	0.0699	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Rh	noeA.fa	1431	1417	99.0217	12.2718	12	14	0.9783	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-2-1-Ro	noeA.fa	1431	1429	99.8602	7.3452	7	2	0.1398	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Rh	noeA.fa	1431	1430	99.9301	10.9567	11	1	0.0699	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SCBI-3-1-Ro	noeA.fa	1431	1416	98.9518	11.3969	11	15	1.0482	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
SERC-3-1-Ro	noeA.fa	1431	1416	98.9518	8.8896	9	15	1.0482	0	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
SERC-6-1-No	noeA.fa	1431	1431	100.0000	9.7897	9	0	0.0000	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
SRER-18-1-No	noeA.fa	1431	1401	97.9036	8.4039	9	30	2.0964	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
TALL-24-2-No	noeA.fa	1431	1428	99.7904	15.4011	15	3	0.2096	0	0.1000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-28-1-No	noeA.fa	1431	1426	99.6506	20.9329	21	5	0.3494	3	0.4500	20	10	5	0.2000	20	10	pass_single_dominant
TALL-28-1-Ro	noeA.fa	1431	1430	99.9301	12.8365	12	1	0.0699	0	0.4545	20	10	5	0.2000	20	10	pass_single_dominant
TALL-29-3-No	noeA.fa	1431	1415	98.8819	16.9776	17	16	1.1181	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
TALL-29-3-Rh	noeA.fa	1431	1430	99.9301	8.9986	9	1	0.0699	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-74-3-No	noeA.fa	1431	1418	99.0915	10.0363	9	13	0.9085	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
TALL-92-1-Ro	noeA.fa	1431	1395	97.4843	5.7254	6	36	2.5157	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
TEAK-1-2-Ro	noeA.fa	1431	1430	99.9301	12.5877	13	1	0.0699	0	0.4615	20	10	5	0.2000	20	10	pass_single_dominant
TEAK-3-1-Ro	noeA.fa	1431	1401	97.9036	8.6464	9	30	2.0964	0	0.2000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-10-Ro	noeA.fa	1431	1424	99.5108	10.6268	10	7	0.4892	0	0.4706	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-1-Rh	noeA.fa	1431	1428	99.7904	101.0000	6	3	0.2096	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-1-Ro	noeA.fa	1431	1430	99.9301	16.1705	13	1	0.0699	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
TOOL-25-Ro	noeA.fa	1431	1419	99.1614	12.3927	13	12	0.8386	1	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-36-1-No	noeA.fa	1431	1423	99.4410	6428.6094	6995	8	0.5590	2	0.3646	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Rh	noeA.fa	1431	1418	99.0915	21.6925	19	13	0.9085	2	0.4286	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-Ro	noeA.fa	1431	1428	99.7904	161.4745	101	3	0.2096	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-10-1-No	noeA.fa	1431	1430	99.9301	6094.2893	6243	1	0.0699	3	0.4788	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-Rh	noeA.fa	1431	1429	99.8602	51.7435	9	2	0.1398	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-Ro	noeA.fa	1431	1430	99.9301	9.0496	9	1	0.0699	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-No	noeA.fa	1431	1382	96.5758	587.5465	123	49	3.4242	0	0.0646	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-1-1-Ro	noeA.fa	1431	1429	99.8602	23.6450	19	2	0.1398	0	0.1111	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-11-1-No	noeA.fa	1431	1428	99.7904	6150.0287	6643	3	0.2096	1	0.2512	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Rh	noeA.fa	1431	1390	97.1349	24.6094	11	41	2.8651	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-12-Ro	noeA.fa	1431	1428	99.7904	8.7526	8	3	0.2096	0	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-2-2-Rh	noeA.fa	1431	1129	78.8959	1370.4207	3	302	21.1041	0	0.5000	20	10	5	0.2000	20	10	fail_high_N
WOOD-12-No	noeA.fa	1431	1431	100.0000	7010.4528	7373	0	0.0000	0	0.0167	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-Ro	noeA.fa	1431	1318	92.1034	130.8980	4	113	7.8966	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
