sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
CLBJ-19-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|GEC41725.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.579	881	57.1336	0.0	1168.0
CLBJ-2-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_azibense|CAO4004973.1	Rhizobium_azibense	Rhizobium	93.121	1541	99.9351	0.0	2333.0
CLBJ-21-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	95.175	601	38.9754	0.0	950.0
CLBJ-24-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_azibense|CAO4004973.1	Rhizobium_azibense	Rhizobium	93.773	546	35.4086	0.0	821.0
CLBJ-25-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	91.557	533	34.5655	0.0	737.0
CLBJ-25-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	86.167	600	38.9105	0.0	695.0
CLBJ-25-2-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	84.302	981	63.6187	0.0	1038.0
CLBJ-26-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	91.978	910	59.0143	0.0	1304.0
CLBJ-27-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	91.601	1524	98.8327	0.0	2137.0
CLBJ-27-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	90.511	548	35.5383	0.0	723.0
CLBJ-3-1-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_ruizarguesonis|XIE09846.1	Rhizobium_ruizarguesonis	Rhizobium	88.877	899	58.3009	0.0	1129.0
CLBJ-35-1-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_maamorense|XKI86423.1	Mesorhizobium_maamorense	Mesorhizobium	91.280	539	34.9546	0.0	736.0
CLBJ-36-1-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_aethiopicum|CAO3997634.1	Rhizobium_aethiopicum	Rhizobium	90.735	626	40.5966	0.0	835.0
CLBJ-37-1-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_aethiopicum|CAO3997634.1	Rhizobium_aethiopicum	Rhizobium	98.887	629	40.7912	0.0	1123.0
CLBJ-39-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	92.063	630	40.8560	0.0	887.0
CLBJ-4-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_mexicanum_(Ensifer_mexicanus)|QLL64453.1	Sinorhizobium_mexicanum_(Ensifer_mexicanus)	Sinorhizobium	93.187	910	59.0143	0.0	1369.0
CLBJ-40-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	89.756	1474	95.5901	0.0	1927.0
CLBJ-41-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QND30486.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	94.554	606	39.2996	0.0	965.0
CLBJ-42-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	94.822	618	40.0778	0.0	976.0
CLBJ-45-2-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.631	1473	95.5253	0.0	2012.0
CLBJ-46-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.457	1428	92.6070	0.0	1967.0
CLBJ-48-1-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	Rhizobium	87.621	824	53.4371	0.0	968.0
CLBJ-5-2-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.385	1542	100.0000	0.0	2303.0
CLBJ-50-3-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	92.122	622	40.3372	0.0	878.0
CLBJ-7-1-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	92.812	640	41.5045	0.0	935.0
CLBJ-8-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	92.189	909	58.9494	0.0	1319.0
CPER-1-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	96.134	595	38.5863	0.0	972.0
CPER-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.545	1540	99.8703	0.0	2817.0
CPER-3-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.930	1426	92.4773	0.0	2628.0
CPER-3-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.091	1541	99.9351	0.0	2767.0
CPER-3-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	98.328	1495	96.9520	0.0	2621.0
CPER-4-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.610	1540	99.8703	0.0	2809.0
CPER-5-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.546	1541	99.9351	0.0	2817.0
CPER-5-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.544	1535	99.5460	0.0	2808.0
DCFS-1-2-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_azibense|CAO4004973.1	Rhizobium_azibense	Rhizobium	92.170	894	57.9767	0.0	1269.0
DCFS-1-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.470	745	48.3139	0.0	1042.0
DCFS-2-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.546	1541	99.9351	0.0	2813.0
DCFS-3-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UDU22232.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.935	1539	99.8054	0.0	2837.0
DCFS-3-2-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	97.470	1423	92.2827	0.0	2495.0
DCFS-5-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.416	1541	99.9351	0.0	2796.0
DCFS-6-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.286	1541	99.9351	0.0	2787.0
DCFS-6-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.395	860	55.7717	0.0	1192.0
DCFS-7-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.472	1501	97.3411	0.0	2074.0
DCFS-8-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QQF06402.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	99.091	1541	99.9351	0.0	2780.0
DEJU-11-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	91.348	601	38.9754	0.0	822.0
DEJU-23-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	87.321	560	36.3165	0.0	638.0
DEJU-3-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	92.206	757	49.0921	0.0	1116.0
DEJU-37-No|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	89.273	550	35.6680	0.0	686.0
DEJU-42-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	88.946	588	38.1323	0.0	725.0
DEJU-55-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.423	1408	91.3100	0.0	1757.0
DEJU-63-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|GEC41725.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	95.491	754	48.8975	0.0	1251.0
DEJU-63-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|GEC41725.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	94.346	849	55.0584	0.0	1351.0
DELA-1-3-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	83.699	1503	97.4708	0.0	1428.0
DELA-2-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	87.485	807	52.3346	0.0	957.0
DELA-27-3-No|nifK|consensus50|strict_single_dominant	nifK|Microvirga_lotononidis|WQO30984.1	Microvirga_lotononidis	Microvirga	88.022	910	59.0143	0.0	1077.0
DELA-29-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_sp._ZK1|XON24429.1	Rhizobium_sp._ZK1	Rhizobium	92.225	746	48.3787	0.0	1055.0
DELA-9-1-No|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._RSM25|XKE00753.1	Microvirga_sp._RSM25	Microvirga	88.721	594	38.5214	0.0	726.0
DSNY-10-3-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	94.939	909	58.9494	0.0	1459.0
DSNY-101-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._RIZ17|XXB69636.1	Mesorhizobium_sp._RIZ17	Mesorhizobium	85.971	891	57.7821	0.0	1000.0
DSNY-13-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.732	853	55.3178	0.0	1242.0
DSNY-17-3-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	87.280	1533	99.4163	0.0	1775.0
DSNY-2-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_maamorense|XKI86423.1	Mesorhizobium_maamorense	Mesorhizobium	87.514	905	58.6900	0.0	1074.0
DSNY-3-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.214	1400	90.7912	0.0	1692.0
DSNY-5-1-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	92.991	642	41.6342	0.0	937.0
DSNY-5-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.692	1521	98.6381	0.0	1869.0
DSNY-6-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_muleiense|XPS09195.1	Mesorhizobium_muleiense	Mesorhizobium	88.362	885	57.3930	0.0	1098.0
DSNY-63-Ro|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	87.676	641	41.5694	0.0	793.0
DSNY-66-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	92.514	895	58.0415	0.0	1317.0
DSNY-67-3-Rh|nifK|consensus50|strict_single_dominant	nifK|Microvirga_lotononidis|WQO30984.1	Microvirga_lotononidis	Microvirga	85.795	887	57.5227	0.0	987.0
DSNY-7-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.889	774	50.1946	0.0	989.0
DSNY-72-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	84.574	564	36.5759	2.94e-171	595.0
DSNY-82-3-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	88.297	863	55.9663	0.0	1070.0
DSNY-84-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	97.804	592	38.3917	0.0	1035.0
DSNY-85-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.551	793	51.4267	0.0	1153.0
DSNY-85-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	94.574	774	50.1946	0.0	1210.0
DSNY-87-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	95.736	774	50.1946	0.0	1258.0
DSNY-92-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	94.712	851	55.1881	0.0	1354.0
DSNY-CLFR-60-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	96.970	462	29.9611	0.0	776.0
DSNY-CLFR-60-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	86.507	793	51.4267	0.0	907.0
DSNY-CRMA-35-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	86.483	836	54.2153	0.0	989.0
DSNY-GARE-35-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_fredii_GR64|WOS66938.1	Sinorhizobium_fredii_GR64	Sinorhizobium	92.481	532	34.5006	0.0	761.0
GUAN-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	88.901	910	59.0143	0.0	1221.0
GUAN-5-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_fredii_GR64|WOS66938.1	Sinorhizobium_fredii_GR64	Sinorhizobium	92.409	909	58.9494	0.0	1328.0
HARV-1-1-No|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_azibense|CAO4004973.1	Rhizobium_azibense	Rhizobium	94.737	570	36.9650	0.0	887.0
HARV-4-1-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	89.312	552	35.7977	0.0	693.0
HEAL-10-2-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	87.626	792	51.3619	0.0	931.0
HEAL-2-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	84.452	611	39.6239	0.0	640.0
HEAL-7-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	95.203	1501	97.3411	0.0	2429.0
JERC-1-2-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	87.912	910	59.0143	0.0	1086.0
JERC-1-2-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.114	639	41.4397	0.0	937.0
JERC-10-3-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	95.305	788	51.1025	0.0	1286.0
JERC-102-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	86.756	1495	96.9520	0.0	1727.0
JERC-102-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	93.302	1493	96.8223	0.0	2217.0
JERC-11-1-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	95.369	907	58.8197	0.0	1478.0
JERC-110-4-Ro|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_prairiense|WEJ08561.1	Sinorhizobium_prairiense	Sinorhizobium	84.359	780	50.5837	0.0	841.0
JERC-119-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	91.648	898	58.2361	0.0	1279.0
JERC-12-1-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.385	907	58.8197	0.0	1419.0
JERC-121-Rh|nifK|consensus50|strict_single_dominant	nifK|Rhizobium_aethiopicum|CAO3997634.1	Rhizobium_aethiopicum	Rhizobium	98.887	629	40.7912	0.0	1123.0
JERC-122-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	94.859	603	39.1051	0.0	944.0
JERC-126-4-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._WSM2240|XCG49717.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	91.715	857	55.5772	0.0	1234.0
JERC-127-2-Ro|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	92.587	715	46.3684	0.0	1057.0
JERC-128-2-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_maamorense|XKI86423.1	Mesorhizobium_maamorense	Mesorhizobium	91.833	551	35.7328	0.0	769.0
JERC-129-4-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	96.253	774	50.1946	0.0	1282.0
JERC-13-3-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	91.925	904	58.6252	0.0	1301.0
JERC-131-No|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_muleiense|XPS09195.1	Mesorhizobium_muleiense	Mesorhizobium	87.838	888	57.5875	0.0	1070.0
JERC-131-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QND30486.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	91.263	1259	81.6472	0.0	1773.0
JERC-132-3-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.277	708	45.9144	0.0	900.0
JERC-136-No|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.314	1262	81.8418	0.0	1849.0
JERC-138-Rh|nifK|consensus50|strict_single_dominant	nifK|Mesorhizobium_sp._AaZ16|XIK06013.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.854	602	39.0402	0.0	907.0
JERC-139-5-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QND30486.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.563	1155	74.9027	0.0	1587.0
JERC-140-No|nifK|consensus50|strict_single_dominant	nifK|Microvirga_sp._KLBC_81|PVE21515.1	Microvirga_sp._KLBC_81	Microvirga	84.088	817	52.9831	0.0	863.0
JERC-140-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.547	603	39.1051	0.0	806.0
JERC-141-Rh|nifK|consensus50|strict_single_dominant	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.260	924	59.9222	0.0	1266.0
