sample_id	best_reference_id	best_reference_taxon	best_reference_genus	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore
DEJU-47-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	87.257	1287	84.0078	0.0	1469.0
DEJU-48-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.947	1288	84.0731	0.0	1406.0
DEJU-51-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.439	789	51.5013	0.0	863.0
DEJU-54-Ro|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.962	1293	84.3995	0.0	1927.0
DELA-2-2-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	92.446	834	54.4386	0.0	1195.0
DELA-22-1-No|nifD|consensus50|strict_single_dominant	nifD|Bradyrhizobium_sp._PUT101|XYX37711.1	Bradyrhizobium_sp._PUT101	Bradyrhizobium	87.583	749	48.8903	0.0	859.0
DELA-9-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	89.237	1310	85.5091	0.0	1640.0
DSNY-10-3-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	89.939	1312	85.6397	0.0	1692.0
DSNY-2-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	90.756	1309	85.4439	0.0	1748.0
DSNY-49-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans|BFG68023.1	Azorhizobium_caulinodans	Azorhizobium	88.032	752	49.0862	0.0	878.0
DSNY-54-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	Microvirga	86.061	782	51.0444	0.0	883.0
DSNY-57-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.180	890	58.0940	0.0	1013.0
DSNY-58-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.098	820	53.5248	0.0	902.0
DSNY-59-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.136	779	50.8486	0.0	839.0
DSNY-59-Ro|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	86.728	761	49.6736	0.0	898.0
DSNY-67-3-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.596	1313	85.7050	0.0	1448.0
DSNY-68-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Bradyrhizobium_sp._PUT101|XYX37711.1	Bradyrhizobium_sp._PUT101	Bradyrhizobium	87.268	754	49.2167	0.0	846.0
DSNY-72-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.812	1311	85.5744	0.0	1408.0
DSNY-82-3-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	Microvirga	88.971	807	52.6762	0.0	998.0
DSNY-83-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	86.898	748	48.8251	0.0	852.0
DSNY-83-3-Ro|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	Methylobacterium_sp._CB376	Methylobacterium	85.185	756	49.3473	0.0	773.0
DSNY-84-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	97.171	1308	85.3786	0.0	2211.0
DSNY-87-1-No|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|YCL62640.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.504	674	43.9948	0.0	913.0
DSNY-96-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_lotononidis|WQO30063.1	Microvirga_lotononidis	Microvirga	87.557	1310	85.5091	0.0	1565.0
DSNY-CRMA-33-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.195	1312	85.6397	0.0	1519.0
DSNY-GARE-35-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_lotononidis|WQO30063.1	Microvirga_lotononidis	Microvirga	87.122	761	49.6736	0.0	863.0
DSNY-SEHE-60-No|nifD|consensus50|strict_single_dominant	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	Rhizobium	90.411	1314	85.7702	0.0	1744.0
DSNY-SEHE-60-Ro|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	87.200	750	48.9556	0.0	863.0
GRSM-1-No|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.598	776	50.6527	0.0	900.0
GUAN-6-3-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.567	804	52.4804	0.0	898.0
GUAN-8-No|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	Methylobacterium_sp._CB376	Methylobacterium	85.837	812	53.0026	0.0	852.0
HARV-4-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.786	1310	85.5091	0.0	1531.0
HEAL-1-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Ensifer_sp._MPMI2T|THK33397.1	Ensifer_sp._MPMI2T	Ensifer	83.501	794	51.8277	0.0	791.0
HEAL-11-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	85.323	1315	85.8355	0.0	1386.0
HEAL-14-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	Methylobacterium_sp._CB376	Methylobacterium	85.982	906	59.1384	0.0	959.0
HEAL-2-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	84.416	1309	85.4439	0.0	1339.0
JERC-1-2-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	90.651	1305	85.1828	0.0	1735.0
JERC-102-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.891	1297	84.6606	0.0	1376.0
JERC-11-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.220	1298	84.7258	0.0	1938.0
JERC-13-3-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	95.226	775	50.5875	0.0	1227.0
JERC-13-3-Ro|nifD|consensus50|strict_single_dominant	nifD|Rhizobium_ruizarguesonis|XIE09845.1	Rhizobium_ruizarguesonis	Rhizobium	92.590	1309	85.4439	0.0	1881.0
JERC-131-Rh|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.034	1296	84.5953	0.0	1408.0
JERC-131-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.714	1281	83.6162	0.0	1393.0
JERC-132-3-No|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.666	1309	85.4439	0.0	1899.0
JERC-139-5-Rh|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	88.633	1302	84.9869	0.0	1631.0
JERC-140-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	89.787	1312	85.6397	0.0	1683.0
JERC-141-Ro|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	92.661	1308	85.3786	0.0	1905.0
JERC-142-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	87.323	1270	82.8982	0.0	1485.0
JERC-147-Ro|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03454.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	86.369	895	58.4204	0.0	1002.0
JERC-148-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	Microvirga	86.483	836	54.5692	0.0	963.0
JERC-151-Rh|nifD|consensus50|strict_single_dominant	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	90.488	778	50.7833	0.0	1026.0
JERC-152-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	88.018	1302	84.9869	0.0	1550.0
JERC-155-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	86.890	1312	85.6397	0.0	1471.0
JERC-155-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.195	1312	85.6397	0.0	1493.0
JERC-158-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.957	1296	84.5953	0.0	1400.0
JERC-16-2-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	Microvirga	91.529	909	59.3342	0.0	1253.0
JERC-160-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.749	1306	85.2480	0.0	1528.0
JERC-161-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	87.414	1311	85.5744	0.0	1517.0
JERC-170-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM4083|XXN81637.1	Mesorhizobium_sp._WSM4083	Mesorhizobium	84.983	879	57.3760	0.0	931.0
JERC-177-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.252	808	52.7415	0.0	922.0
JERC-18-2-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	91.235	1312	85.6397	0.0	1786.0
JERC-180-5-Rh|nifD|consensus50|strict_single_dominant	nifD|Methylobacterium_sp._CB376|WFT77219.1	Methylobacterium_sp._CB376	Methylobacterium	86.927	742	48.4334	0.0	832.0
JERC-181-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Bradyrhizobium_sp._PUT101|XYX37711.1	Bradyrhizobium_sp._PUT101	Bradyrhizobium	84.780	749	48.8903	0.0	789.0
JERC-186-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.588	1281	83.6162	0.0	1485.0
JERC-198-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	Microvirga	90.909	1309	85.4439	0.0	1759.0
JERC-2-1-No|nifD|consensus50|strict_single_dominant	nifD|Rhizobium_sp._SU303|UFW81658.1	Rhizobium_sp._SU303	Rhizobium	94.118	1309	85.4439	0.0	1989.0
JERC-3-1-No|nifD|consensus50|strict_single_dominant	nifD|Rhizobium_sp._SU303|UFW81658.1	Rhizobium_sp._SU303	Rhizobium	92.950	1305	85.1828	0.0	1949.0
JERC-34-4-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	90.680	1309	85.4439	0.0	1742.0
JERC-48-3-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.056	873	56.9843	0.0	987.0
JERC-5-3-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	92.111	1293	84.3995	0.0	1823.0
JERC-54-2-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	88.030	802	52.3499	0.0	950.0
JERC-6-3-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	94.530	1298	84.7258	0.0	2054.0
JERC-8-2-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	94.534	1299	84.7911	0.0	2006.0
JERC-8-2-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	93.745	1295	84.5300	0.0	1940.0
JERC-88-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.067	1299	84.7911	0.0	1469.0
JERC-88-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.007	767	50.0653	0.0	826.0
JERC-94-1-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	91.241	1313	85.7050	0.0	1788.0
JERC-98-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	88.462	806	52.6110	0.0	998.0
JERC-98-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	89.397	1311	85.5744	0.0	1685.0
JERC-98-2-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	87.957	1312	85.6397	0.0	1548.0
JERC-99-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._AaZ16|XIK06012.1	Mesorhizobium_sp._AaZ16	Mesorhizobium	89.089	834	54.4386	0.0	1064.0
JERC-99-4-No|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	85.893	879	57.3760	0.0	981.0
JERC-AMFR-56-1-No|nifD|consensus50|strict_single_dominant	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	Mesorhizobium	90.542	1311	85.5744	0.0	1736.0
JERC-AMFU-71-1-Rh|nifD|consensus50|strict_single_dominant	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	Microvirga	84.621	1307	85.3133	0.0	1341.0
JERC-CHNI-69-4-Rh|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	85.870	828	54.0470	0.0	883.0
JERC-CRRO-70-1-Ro|nifD|consensus50|strict_single_dominant	nifD|Azorhizobium_caulinodans_ORS_571|BAF87038.1	Azorhizobium_caulinodans_ORS_571	Azorhizobium	87.200	750	48.9556	0.0	856.0
