sample_id	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	reference_coverage_percent	evalue	bitscore	closest_genus	blast_confidence	in_blast_table	tip_label_closest_taxon
OSBS-104-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-04|XYL77982.1	Bradyrhizobium_sp._SPXBL-04	89.181	684	77.2881	NA	0	846	Bradyrhizobium	moderate_identity85_qcov70	yes	OSBS-104-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-04 | 89.2% id | 77.3% qcov
DELA-25-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	88.889	558	63.0508	NA	0	754	Bradyrhizobium	low_or_uncertain	yes	DELA-25-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 88.9% id | 63.1% qcov
JERC-157-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	86.451	834	94.2373	NA	0	935	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-157-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 86.5% id | 94.2% qcov
CLBJ-34-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.941	827	92.5056	NA	0	929	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-34-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 92.5% qcov
LENO-6-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._RIZ17|XXB69634.1	Mesorhizobium_sp._RIZ17	85.558	824	92.17	NA	0	863	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-6-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._RIZ17 | 85.6% id | 92.2% qcov
CLBJ-30-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.172	641	72.4294	NA	0	830	Bradyrhizobium	moderate_identity85_qcov70	yes	CLBJ-30-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.2% id | 72.4% qcov
CLBJ-40-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.317	568	64.1808	NA	0	793	Bradyrhizobium	low_or_uncertain	yes	CLBJ-40-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.3% id | 64.2% qcov
JERC-STBI-63-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	97.15	386	43.6158	NA	0	652	Bradyrhizobium	low_or_uncertain	yes	JERC-STBI-63-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 97.2% id | 43.6% qcov
CLBJ-46-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	96.939	392	44.2938	NA	0	658	Bradyrhizobium	low_or_uncertain	yes	CLBJ-46-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 96.9% id | 44.3% qcov
DELA-21-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.388	645	72.8814	NA	0	841	Bradyrhizobium	moderate_identity85_qcov70	yes	DELA-21-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.4% id | 72.9% qcov
CLBJ-32-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	88.743	835	94.3503	NA	0	1011	Bradyrhizobium	moderate_identity85_qcov70	yes	CLBJ-32-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 88.7% id | 94.4% qcov
CLBJ-33-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	91.222	581	65.6497	NA	0	787	Bradyrhizobium	low_or_uncertain	yes	CLBJ-33-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 91.2% id | 65.6% qcov
LENO-8-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	89.875	642	72.5424	NA	0	819	Bradyrhizobium	moderate_identity85_qcov70	yes	LENO-8-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 89.9% id | 72.5% qcov
CLBJ-39-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.935	819	91.6107	NA	0	920	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-39-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 91.6% qcov
CLBJ-20-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.804	629	70.3579	NA	0	725	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-20-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.8% id | 70.4% qcov
DSNY-101-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PMVTL-01|XYL30502.1	Bradyrhizobium_sp._PMVTL-01	85.56	831	93.8983	NA	0	917	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-101-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PMVTL-01 | 85.6% id | 93.9% qcov
SERC-7-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_diazoefficiens|GAB9116018.1	Bradyrhizobium_diazoefficiens	98.374	369	41.6949	NA	0	649	Bradyrhizobium	low_or_uncertain	yes	SERC-7-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_diazoefficiens | 98.4% id | 41.7% qcov
DSNY-10-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.229	817	91.387	NA	0	1020	Mesorhizobium	moderate_identity85_qcov70	yes	DSNY-10-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.2% id | 91.4% qcov
LAJA-15-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-02|XYL93550.1	Bradyrhizobium_sp._SPXBL-02	87.575	837	94.5763	NA	0	974	Bradyrhizobium	moderate_identity85_qcov70	yes	LAJA-15-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-02 | 87.6% id | 94.6% qcov
JERC-88-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	95.902	366	41.3559	NA	7.18e-171	593	Bradyrhizobium	low_or_uncertain	yes	JERC-88-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 95.9% id | 41.4% qcov
DSNY-89-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	97.561	369	41.6949	NA	0	632	Bradyrhizobium	low_or_uncertain	yes	DSNY-89-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-03 | 97.6% id | 41.7% qcov
DELA-28-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	86.506	830	92.8412	NA	0	913	Rhizobium	moderate_identity85_qcov70	yes	DELA-28-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_binae | 86.5% id | 92.8% qcov
JERC-203-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.061	825	92.2819	NA	0	885	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-203-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.1% id | 92.3% qcov
KONA-1-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.48	821	91.8345	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.5% id | 91.8% qcov
SERC-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	87.348	656	74.1243	NA	0	747	Bradyrhizobium	moderate_identity85_qcov70	yes	SERC-4-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 87.3% id | 74.1% qcov
DSNY-31-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	87.455	829	92.7293	NA	0	952	Rhizobium	moderate_identity85_qcov70	yes	DSNY-31-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 87.5% id | 92.7% qcov
JERC-CRJU-86-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	87.026	817	91.387	NA	0	920	Microvirga	moderate_identity85_qcov70	yes	JERC-CRJU-86-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 87.0% id | 91.4% qcov
JERC-96-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.851	369	41.6949	NA	7.23e-166	577	Bradyrhizobium	low_or_uncertain	yes	JERC-96-2-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.9% id | 41.7% qcov
DELA-7-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.375	822	91.9463	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	DELA-7-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.4% id | 91.9% qcov
ORNL-25-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._SPXBL-02|XYL93550.1	Bradyrhizobium_sp._SPXBL-02	86.503	652	73.6723	NA	0	712	Bradyrhizobium	moderate_identity85_qcov70	yes	ORNL-25-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._SPXBL-02 | 86.5% id | 73.7% qcov
ORNL-25-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.938	689	77.0694	NA	0	774	Mesorhizobium	moderate_identity85_qcov70	yes	ORNL-25-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.9% id | 77.1% qcov
JERC-98-3-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._RIZ17|XXB69634.1	Mesorhizobium_sp._RIZ17	86.047	817	91.387	NA	0	876	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-98-3-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._RIZ17 | 86.0% id | 91.4% qcov
ORNL-13-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.098	820	91.7226	NA	0	881	Mesorhizobium	moderate_identity85_qcov70	yes	ORNL-13-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.1% id | 91.7% qcov
DELA-33-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	87.392	579	65.4237	NA	0	706	Bradyrhizobium	low_or_uncertain	yes	DELA-33-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 87.4% id | 65.4% qcov
N39-2-D-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	83.673	833	94.1243	NA	0	830	Bradyrhizobium	low_or_uncertain	yes	N39-2-D-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 83.7% id | 94.1% qcov
HARV-4-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	92.954	369	41.6949	NA	3.41e-154	538	Bradyrhizobium	low_or_uncertain	yes	HARV-4-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 93.0% id | 41.7% qcov
SCBI-11-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	91.342	462	52.2034	NA	0	632	Bradyrhizobium	low_or_uncertain	yes	SCBI-11-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 91.3% id | 52.2% qcov
DELA-8-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.022	368	41.5819	NA	2.62e-160	558	Bradyrhizobium	low_or_uncertain	yes	DELA-8-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.0% id | 41.6% qcov
DSNY-54-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	87.228	689	77.8531	NA	0	782	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-54-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 87.2% id | 77.9% qcov
GRSM-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.022	368	41.5819	NA	2.62e-160	558	Bradyrhizobium	low_or_uncertain	yes	GRSM-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.0% id | 41.6% qcov
GRSM-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	86.357	689	77.0694	NA	0	752	Mesorhizobium	moderate_identity85_qcov70	yes	GRSM-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.4% id | 77.1% qcov
SCBI-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.039	510	57.047	NA	1.54e-172	599	Sinorhizobium	low_or_uncertain	yes	SCBI-4-1-No|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 88.0% id | 57.0% qcov
SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._LjNodule214|CAN7751128.1	Mesorhizobium_sp._LjNodule214	85.766	829	92.7293	NA	0	874	Mesorhizobium	moderate_identity85_qcov70	yes	SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._LjNodule214 | 85.8% id | 92.7% qcov
HARV-3-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.022	368	41.5819	NA	2.62e-160	558	Bradyrhizobium	low_or_uncertain	yes	HARV-3-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.0% id | 41.6% qcov
SCBI-6-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	85.798	683	76.3982	NA	0	725	Mesorhizobium	moderate_identity85_qcov70	yes	SCBI-6-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 85.8% id | 76.4% qcov
SCBI-11-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_caraganae|CAN7239890.1	Mesorhizobium_caraganae	85.983	692	77.4049	NA	0	741	Mesorhizobium	moderate_identity85_qcov70	yes	SCBI-11-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_caraganae | 86.0% id | 77.4% qcov
KONZ-2-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	87.408	818	91.4989	NA	0	937	Rhizobium	moderate_identity85_qcov70	yes	KONZ-2-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 87.4% id | 91.5% qcov
HARV-4-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.296	795	88.9262	NA	0	909	Mesorhizobium	moderate_identity85_qcov70	yes	HARV-4-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.3% id | 88.9% qcov
LENO-10-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.558	796	89.038	NA	0	876	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-10-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 86.6% id | 89.0% qcov
LENO-4-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	84.356	831	93.8983	NA	0	854	Bradyrhizobium	low_or_uncertain	yes	LENO-4-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 84.4% id | 93.9% qcov
LENO-1-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.801	634	70.9172	NA	0	774	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-1-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.8% id | 70.9% qcov
LENO-13-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.408	824	92.17	NA	0	898	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-13-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 86.4% id | 92.2% qcov
SCBI-4-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.086	464	52.4294	NA	4.29e-173	601	Bradyrhizobium	low_or_uncertain	yes	SCBI-4-1-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.1% id | 52.4% qcov
SCBI-9-2-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.038	369	41.6949	NA	7.28e-161	560	Bradyrhizobium	low_or_uncertain	yes	SCBI-9-2-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.0% id | 41.7% qcov
ORNL-16-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	88.138	607	67.8971	NA	0	721	Microvirga	low_or_uncertain	yes	ORNL-16-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.1% id | 67.9% qcov
UKFS-52-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	93.59	390	44.0678	NA	1.55e-167	582	Bradyrhizobium	low_or_uncertain	yes	UKFS-52-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 93.6% id | 44.1% qcov
GRSM-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	94.022	368	41.5819	NA	2.62e-160	558	Bradyrhizobium	low_or_uncertain	yes	GRSM-3-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 94.0% id | 41.6% qcov
UKFS-5-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	84.194	639	72.2034	NA	0	708	Bradyrhizobium	low_or_uncertain	yes	UKFS-5-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 84.2% id | 72.2% qcov
UKFS-6-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	93.622	392	44.2938	NA	1.2e-168	586	Bradyrhizobium	low_or_uncertain	yes	UKFS-6-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 93.6% id | 44.3% qcov
BONA-5-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	92.603	365	41.2429	NA	2.66e-150	525	Bradyrhizobium	low_or_uncertain	yes	BONA-5-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 92.6% id | 41.2% qcov
BONA-9-No|nifH|consensus50|strict_single_dominant	nifH|Ensifer_sp|QHB50514.1	Ensifer_sp	88.542	672	93.7238	NA	0	813	Ensifer	moderate_identity85_qcov70	yes	BONA-9-No|nifH|consensus50|strict_single_dominant | closest: Ensifer_sp | 88.5% id | 93.7% qcov
TALL-86-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	84.351	639	72.2034	NA	0	669	Bradyrhizobium	low_or_uncertain	yes	TALL-86-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 84.4% id | 72.2% qcov
DSNY-25-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	91.003	389	43.9548	NA	2.66e-150	525	Bradyrhizobium	low_or_uncertain	yes	DSNY-25-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 91.0% id | 44.0% qcov
DEJU-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.509	448	50.6215	NA	4.35e-163	568	Bradyrhizobium	low_or_uncertain	yes	DEJU-2-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.5% id | 50.6% qcov
JERC-187-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	90.722	388	43.8418	NA	4.44e-148	518	Bradyrhizobium	low_or_uncertain	yes	JERC-187-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 90.7% id | 43.8% qcov
