DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST query coverage
TALL-35-1-Rh|nifH|consensus50|strict_single_dominant	41.8079
DSNY-71-1-Rh|nifH|consensus50|strict_single_dominant	52.4294
DSNY-44-1-Rh|nifH|consensus50|strict_single_dominant	44.4068
DSNY-50-1-Ro|nifH|consensus50|strict_single_dominant	64.9718
DSNY-56-1-Rh|nifH|consensus50|strict_single_dominant	43.5028
JERC-CRRO-64-1-Ro|nifH|consensus50|strict_single_dominant	74.0113
DSNY-83-2-Rh|nifH|consensus50|strict_single_dominant	92.0582
JERC-175-1-Ro|nifH|consensus50|strict_single_dominant	40.2260
KONZ-11-1-Rh|nifH|consensus50|strict_single_dominant	93.7853
JERC-178-2-No|nifH|consensus50|strict_single_dominant	91.6107
OSBS-109-4-Ro|nifH|consensus50|strict_single_dominant	41.6949
CLBJ-36-1-Rh|nifH|consensus50|strict_single_dominant	43.2768
JERC-185-3-Ro|nifH|consensus50|strict_single_dominant	41.8079
ORNL-21-No|nifH|consensus50|strict_single_dominant	43.5028
JERC-195-2-Rh|nifH|consensus50|strict_single_dominant	43.5028
DEJU-58-No|nifH|consensus50|strict_single_dominant	43.1638
DEJU-39-Rh|nifH|consensus50|strict_single_dominant	37.6271
DEJU-48-Rh|nifH|consensus50|strict_single_dominant	43.5028
DEJU-52-1-Ro|nifH|consensus50|strict_single_dominant	37.6271
JERC-172-2-Rh|nifH|consensus50|strict_single_dominant	93.8983
TALL-87-3-Rh|nifH|consensus50|strict_single_dominant	43.5028
DELA-5-1-Rh|nifH|consensus50|strict_single_dominant	52.4294
JERC-163-Ro|nifH|consensus50|strict_single_dominant	65.1977
TALL-33-1-Ro|nifH|consensus50|strict_single_dominant	35.4802
JERC-177-Ro|nifH|consensus50|strict_single_dominant	94.0113
JERC-185-3-Rh|nifH|consensus50|strict_single_dominant	65.1977
OAES-35-1-Rh|nifH|consensus50|strict_single_dominant	93.8983
JERC-184-3-Rh|nifH|consensus50|strict_single_dominant	43.6158
DSNY-61-4-Rh|nifH|consensus50|strict_single_dominant	91.6107
DSNY-83-5-Ro|nifH|consensus50|strict_single_dominant	74.2373
TALL-84-1-Rh|nifH|consensus50|strict_single_dominant	43.2768
UKFS-3-2-No|nifH|consensus50|strict_single_dominant	74.0113
JERC-CLMA-73-2-Ro|nifH|consensus50|strict_single_dominant	93.6723
JERC-CLMA-73-2-Rh|nifH|consensus50|strict_single_dominant	71.9774
TALL-7-2-Rh|nifH|consensus50|strict_single_dominant	39.6610
JERC-111-3-Rh|nifH|consensus50|strict_single_dominant	65.1977
TALL-46-2-Rh|nifH|consensus50|strict_single_dominant	43.1638
DELA-4-1-Rh|nifH|consensus50|strict_single_dominant	41.8079
TALL-89-1-Rh|nifH|consensus50|strict_single_dominant	39.7740
DEJU-36-Ro|nifH|consensus50|strict_single_dominant	41.8079
CLBJ-37-1-Rh|nifH|consensus50|strict_single_dominant	43.1638
DSNY-40-2-Rh|nifH|consensus50|strict_single_dominant	52.3164
JERC-187-1-Rh|nifH|consensus50|strict_single_dominant	41.8079
HEAL-7-1-Rh|nifH|consensus50|strict_single_dominant	74.2373
JERC-132-3-Rh|nifH|consensus50|strict_single_dominant	93.5593
DEJU-26-Rh|nifH|consensus50|strict_single_dominant	74.2729
DSNY-92-1-Ro|nifH|consensus50|strict_single_dominant	74.2373
WOOD-3-2-Rh|nifH|consensus50|strict_single_dominant	91.7226
JERC-89-1-Rh|nifH|consensus50|strict_single_dominant	51.3423
DEJU-58-Rh|nifH|consensus50|strict_single_dominant	74.2373
OSBS-67-1-Rh|nifH|consensus50|strict_single_dominant	52.6554
DEJU-34-Ro|nifH|consensus50|strict_single_dominant	37.5141
TALL-83-3-Rh|nifH|consensus50|strict_single_dominant	38.5311
WOOD-6-1-Rh|nifH|consensus50|strict_single_dominant	91.6107
WOOD-10-1-Ro|nifH|consensus50|strict_single_dominant	78.4116
DEJU-60-Rh|nifH|consensus50|strict_single_dominant	78.2998
DSNY-84-2-Ro|nifH|consensus50|strict_single_dominant	75.0559
TALL-20-1-Rh|nifH|consensus50|strict_single_dominant	75.7271
JERC-135-3-Rh|nifH|consensus50|strict_single_dominant	91.6107
JERC-91-1-Rh|nifH|consensus50|strict_single_dominant	80.7606
TALL-22-Ro|nifH|consensus50|strict_single_dominant	78.1879
OSBS-100-3-Rh|nifH|consensus50|strict_single_dominant	92.0582
HEAL-2-1-Rh|nifH|consensus50|strict_single_dominant	74.1243
HARV-1-3-Ro|nifH|consensus50|strict_single_dominant	35.5932
RMNP-4-Rh|nifH|consensus50|strict_single_dominant	91.9463
JERC-204-1-No|nifH|consensus50|strict_single_dominant	93.7853
OSBS-49-1-Rh|nifH|consensus50|strict_single_dominant	73.3781
CLBJ-38-1-Rh|nifH|consensus50|strict_single_dominant	65.4237
TALL-49-1-Rh|nifH|consensus50|strict_single_dominant	77.2931
DEJU-33-Ro|nifH|consensus50|strict_single_dominant	43.1638
JERC-180-5-Rh|nifH|consensus50|strict_single_dominant	42.8249
TALL-22-Rh|nifH|consensus50|strict_single_dominant	70.5085
JERC-96-2-Rh|nifH|consensus50|strict_single_dominant	52.3164
ORNL-19-Ro|nifH|consensus50|strict_single_dominant	43.3898
OSBS-80-2-Rh|nifH|consensus50|strict_single_dominant	65.3107
JERC-155-Rh|nifH|consensus50|strict_single_dominant	94.0113
DSNY-53-1-Ro|nifH|consensus50|strict_single_dominant	41.5819
GUAN-5-Rh|nifH|consensus50|strict_single_dominant	93.7853
OSBS-37-1-Rh|nifH|consensus50|strict_single_dominant	92.5056
OSBS-52-1-Rh|nifH|consensus50|strict_single_dominant	41.5819
JERC-99-3-Rh|nifH|consensus50|strict_single_dominant	63.3898
OSBS-66-1-Rh|nifH|consensus50|strict_single_dominant	93.7853
JERC-188-1-No|nifH|consensus50|strict_single_dominant	74.1243
DSNY-GARE-35-1-Rh|nifH|consensus50|strict_single_dominant	93.7853
OSBS-51-1-Rh|nifH|consensus50|strict_single_dominant	74.0113
KONZ-6-1-Rh|nifH|consensus50|strict_single_dominant	91.9463
DSNY-83-1-Rh|nifH|consensus50|strict_single_dominant	93.7853
GUAN-2-Rh|nifH|consensus50|strict_single_dominant	91.6107
ORNL-12-1-Ro|nifH|consensus50|strict_single_dominant	91.6107
KONZ-9-2-Rh|nifH|consensus50|strict_single_dominant	81.6555
OSBS-28-1-No|nifH|consensus50|strict_single_dominant	91.9463
TALL-12-2-Rh|nifH|consensus50|strict_single_dominant	68.4564
TALL-13-3-Ro|nifH|consensus50|strict_single_dominant	91.9463
TALL-7-2-Ro|nifH|consensus50|strict_single_dominant	40.9040
JERC-160-Rh|nifH|consensus50|strict_single_dominant	91.7226
JERC-197-1-No|nifH|consensus50|strict_single_dominant	91.9463
TOOL-8-Rh|nifH|consensus50|strict_single_dominant	91.9463
TOOL-5-No|nifH|consensus50|strict_single_dominant	91.3870
DSNY-30-1-No|nifH|consensus50|strict_single_dominant	91.6107
DSNY-28-1-Rh|nifH|consensus50|strict_single_dominant	42.8249
JERC-145-1-Rh|nifH|consensus50|strict_single_dominant	91.9463
DSNY-57-1-Rh|nifH|consensus50|strict_single_dominant	92.3937
DSNY-59-Ro|nifH|consensus50|strict_single_dominant	74.1243
DSNY-81-1-No|nifH|consensus50|strict_single_dominant	93.6723
DSNY-74-1-No|nifH|consensus50|strict_single_dominant	95.7062
HARV-1-2-Ro|nifH|consensus50|strict_single_dominant	35.4802
DSNY-28-1-Ro|nifH|consensus50|strict_single_dominant	91.9463
OSBS-71-1-Rh|nifH|consensus50|strict_single_dominant	91.6107
TALL-15-2-Rh|nifH|consensus50|strict_single_dominant	88.2550
TALL-8-2-Rh|nifH|consensus50|strict_single_dominant	68.4564
TALL-19-2-Ro|nifH|consensus50|strict_single_dominant	37.6271
OSBS-82-1-Ro|nifH|consensus50|strict_single_dominant	93.6723
N38-2-D-No|nifH|consensus50|strict_single_dominant	94.0113
N38-2-D-Ro|nifH|consensus50|strict_single_dominant	94.1243
ORNL-3-2-Ro|nifH|consensus50|strict_single_dominant	41.6949
DEJU-12-1-No|nifH|consensus50|strict_single_dominant	50.3955
JERC-161-Rh|nifH|consensus50|strict_single_dominant	91.9463
OSBS-21-2-No|nifH|consensus50|strict_single_dominant	91.9463
YELL-1-2-Rh|nifH|consensus50|strict_single_dominant	41.2429
LENO-1-1-Rh|nifH|consensus50|strict_single_dominant	74.1243
OSBS-12-1-No|nifH|consensus50|strict_single_dominant	68.5682
BONA-13-1-Rh|nifH|consensus50|strict_single_dominant	69.7987
DSNY-27-1-Ro|nifH|consensus50|strict_single_dominant	39.8870
DELA-2-2-No|nifH|consensus50|strict_single_dominant	69.6868
OSBS-8-5-Rh|nifH|consensus50|strict_single_dominant	70.6935
DEJU-58-Ro|nifH|consensus50|strict_single_dominant	41.2429
JERC-169-Rh|nifH|consensus50|strict_single_dominant	91.6107
TALL-26-3-Rh|nifH|consensus50|strict_single_dominant	92.0582
TOOL-5-Rh|nifH|consensus50|strict_single_dominant	91.0515
OSBS-81-1-Rh|nifH|consensus50|strict_single_dominant	93.7853
YELL-5-3-Ro|nifH|consensus50|strict_single_dominant	69.5749
CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant	91.9463
GUAN-10-Ro|nifH|consensus50|strict_single_dominant	69.9105
DELA-32-1-Rh|nifH|consensus50|strict_single_dominant	58.7248
LENO-8-3-Ro|nifH|consensus50|strict_single_dominant	52.4294
DELA-8-2-Rh|nifH|consensus50|strict_single_dominant	78.0761
DSNY-86-1-Rh|nifH|consensus50|strict_single_dominant	59.5480
CLBJ-14-1-Ro|nifH|consensus50|strict_single_dominant	51.3423
UNDE-1-2-Ro|nifH|consensus50|strict_single_dominant	68.5682
DSNY-27-1-Rh|nifH|consensus50|strict_single_dominant	41.3559
LENO-2-1-Rh|nifH|consensus50|strict_single_dominant	93.4463
DSNY-54-1-Rh|nifH|consensus50|strict_single_dominant	51.9774
CLBJ-7-1-No|nifH|consensus50|strict_single_dominant	91.6107
OSBS-20-1-Ro|nifH|consensus50|strict_single_dominant	91.6107
JERC-88-1-Rh|nifH|consensus50|strict_single_dominant	92.6174
OAES-37-2-Rh|nifH|consensus50|strict_single_dominant	92.0582
N38-2-D-Rh|nifH|consensus50|strict_single_dominant	91.7226
GUAN-7-1-Ro|nifH|consensus50|strict_single_dominant	69.7987
DEJU-10-1-Ro|nifH|consensus50|strict_single_dominant	94.6237
JERC-170-Rh|nifH|consensus50|strict_single_dominant	70.9172
DEJU-51-1-Ro|nifH|consensus50|strict_single_dominant	54.8098
JERC-127-2-Ro|nifH|consensus50|strict_single_dominant	92.1700
CLBJ-31-2-No|nifH|consensus50|strict_single_dominant	65.3107
DEJU-1-1-No|nifH|consensus50|strict_single_dominant	91.2752
DEJU-42-No|nifH|consensus50|strict_single_dominant	91.2752
DEJU-62-1-No|nifH|consensus50|strict_single_dominant	91.6107
DEJU-46-Ro|nifH|consensus50|strict_single_dominant	91.2752
DEJU-3-1-No|nifH|consensus50|strict_single_dominant	78.4116
DEJU-2-No|nifH|consensus50|strict_single_dominant	73.2884
DEJU-13-1-No|nifH|consensus50|strict_single_dominant	38.4181
DEJU-43-No|nifH|consensus50|strict_single_dominant	69.6868
DEJU-38-No|nifH|consensus50|strict_single_dominant	41.6949
DEJU-40-No|nifH|consensus50|strict_single_dominant	91.9463
DEJU-60-No|nifH|consensus50|strict_single_dominant	64.9718
DEJU-45-1-No|nifH|consensus50|strict_single_dominant	73.8983
DEJU-37-No|nifH|consensus50|strict_single_dominant	89.2617
DEJU-39-No|nifH|consensus50|strict_single_dominant	91.2752
DEJU-36-No|nifH|consensus50|strict_single_dominant	73.7374
SJER-1-1-No|nifH|consensus50|strict_single_dominant	77.9642
