tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
JERC-154-No|nifK|consensus50|strict_single_dominant	JERC-154-No	D03	Clitoria mariana	2/27/25	0	0	Quarter	JERC-154	dry	nodule	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.308	57.7821	0	1020
TOOL-8-Rh|nifK|consensus50|strict_single_dominant	TOOL-8-Rh	D18	Astragalus umbellatus	4/24/25	0	0	Quarter	TOOL-8	ethanol	rhizosphere	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.405	95.0713	0	2019
NOGP-7-2-Rh|nifK|consensus50|strict_single_dominant	NOGP-7-2-Rh	D09	Amorpha canescens	5/2/25	0	0	Quarter	NOGP-7	dry	rhizosphere	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.436	46.4332	0	1074
NOGP-4-1-Rh|nifK|consensus50|strict_single_dominant	NOGP-4-1-Rh	D09	Medicago lupulina	5/2/25	0	0	Quarter	NOGP-4	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.436	86.2516	0	2104
WOOD-12-Ro|nifK|consensus50|strict_single_dominant	WOOD-12-Ro	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.686	50.3243	0	1190
CLBJ-45-2-Ro|nifK|consensus50|strict_single_dominant	CLBJ-45-2-Ro	D11	Lespedeza virginica	2/19/25	1.89	90.72	Quarter	CLBJ-45	dry	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.631	95.5253	0	2012
JERC-157-2-Rh|nifK|consensus50|strict_single_dominant	JERC-157-2-Rh	D03	Chamaecrista fasciculata	2/26/25	0	0	Quarter	JERC-157	dry	rhizosphere	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.513	45.8495	0	985
JERC-131-Rh|nifK|consensus50|strict_single_dominant	JERC-131-Rh	D03	Dalea carnea	4/8/25	0	0	Quarter	JERC-131	dry	rhizosphere	Fabaceae	JERC	Dalea	Amorpheae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.263	81.6472	0	1773
JERC-150-Ro|nifK|consensus50|strict_single_dominant	JERC-150-Ro	D03	Desmodium obtusum?	5/14/25	0	0	Quarter	JERC-150	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.154	94.2283	0	2065
JERC-158-Ro|nifK|consensus50|strict_single_dominant	JERC-158-Ro	D03	Chamaecrista fasciculata	2/27/25	0.109	5.232	Quarter	JERC-158	dry	root	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.284	56.5499	0	1203
ORNL-14-1-Ro|nifK|consensus50|strict_single_dominant	ORNL-14-1-Ro	D07	Medicago lupulina	2/25/24	0	0	Quarter	ORNL-14	dry	root	Fabaceae	ORNL	Medicago	Trifolieae	ORNL_047	Anderson	TN	no	35.952222	-84.219444	7/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.761	56.5499	0	1079
JERC-CRJU-86-1-Rh|nifK|consensus50|strict_single_dominant	JERC-CRJU-86-1-Rh	D03	Crotalaria juncea	5/14/25	0	0	Quarter	JERC-CRJU-86	dry	rhizosphere	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_030R	Baker County	Georgia	no	31.18563333	-84.4785	20240624	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.619	56.4851	0	1216
OSBS-37-1-Rh|nifK|consensus50|strict_single_dominant	OSBS-37-1-Rh	D03	Chapmannia floridana	2/26/25	0	0	Quarter	OSBS-37	NA	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_029	Putnam	FL	yes	NA	NA	20240617	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.409	55.4475	0	1138
WOOD-3-2-Ro|nifK|consensus50|strict_single_dominant	WOOD-3-2-Ro	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-3	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.274	54.9935	0	1168
OSBS-106-1-Rh|nifK|consensus50|strict_single_dominant	OSBS-106-1-Rh	D03	Lespedeza hirta	2/26/25	0.0595	2.856	Quarter	OSBS-106	NA	rhizosphere	Fabaceae	OSBS	Lespedeza	Desmodieae	OSBS_070	Putnam	Fl	yes	NA	NA	20241008	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.209	57.1984	0	1064
OSBS-35-2-Rh|nifK|consensus50|strict_single_dominant	OSBS-35-2-Rh	D03	Chapmannia floridana	2/26/25	0.054	2.592	Quarter	OSBS-35	dry	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.599	57.5875	0	994
MLBS-2-1-No|nifK|consensus50|strict_single_dominant	MLBS-2-1-No	D07	Amphicarpaea bracteata	5/14/25	0	0	Quarter	MLBS-2	dry	nodule	Fabaceae	MLBS	Amphicarpaea	Phaseoleae	MLBS_075	Giles	VA	yes	37.373889	-80.523611	8/28/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.787	96.1089	0	1764
TOOL-13-Rh|nifK|consensus50|strict_single_dominant	TOOL-13-Rh	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-13	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.511	96.3684	0	1977
TOOL-7-Rh|nifK|consensus50|strict_single_dominant	TOOL-7-Rh	D18	Dryas octopetala	4/24/25	0	0	Quarter	TOOL-7	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	Microvirga	Microvirga_lotononidis	86.763	49.4812	0	863
WOOD-1-1-Rh|nifK|consensus50|strict_single_dominant	WOOD-1-1-Rh	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-1	ethanol	rhizosphere	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.323	56.4851	0	1129
JERC-54-2-Ro|nifK|consensus50|strict_single_dominant	JERC-54-2-Ro	D03	Orbexilum lupinellum	12/4/24	0.076	3.648	Quarter	JERC-54	dry	root	Fabaceae	JERC	Orbexilum	Psoraleeae	JERC_057	Baker County	Georgia	yes	31.12.137	-84.28.195	20240611	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.552	33.0091	0	704
JERC-204-1-No|nifK|consensus50|strict_single_dominant	JERC-204-1-No	D03	Lespedeza stuevei	4/8/25	0	0	Quarter	JERC-204	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_005	Baker County	Georgia	yes	NA	NA	20241029	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.542	46.6278	0	1003
DEJU-63-Rh|nifK|consensus50|strict_single_dominant	DEJU-63-Rh	D19	Lupinus arcticus	4/15/25	0	0	Quarter	DEJU-63	ethanol	rhizosphere	Fabaceae	DEJU	Lupinus	Genisteae	DEJU_045	NA	Unknown	yes	NA	NA	NA	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.346	55.0584	0	1351
TALL-67-1-Rh|nifK|consensus50|strict_single_dominant	TALL-67-1-Rh	D08	Lespedeza repens	4/8/25	0	0	Quarter	TALL-67	dry	rhizosphere	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_055	Bibb County	AL	yes	32.948748	-87.398587	9/3/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.937	35.9922	0	931
WOOD-5-1-Rh|nifK|consensus50|strict_single_dominant	WOOD-5-1-Rh	D09	Dalea candida	4/24/25	0	0	Quarter	WOOD-5	ethanol	rhizosphere	Fabaceae	WOOD	Dalea	Amorpheae	BARR_027	Stutsman	ND	yes	47.13	99.24	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.866	100	0	2294
TOOL-35-1-Rh|nifK|consensus50|strict_single_dominant	TOOL-35-1-Rh	D18	Dryas octopetala	5/23/25	0	0	Quarter	TOOL-35	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.629	91.7639	0	2202
WOOD-11-1-Rh|nifK|consensus50|strict_single_dominant	WOOD-11-1-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.452	92.3476	0	2248
YELL-5-3-Rh|nifK|consensus50|strict_single_dominant	YELL-5-3-Rh	D12	Astragalus miser	4/4/25	0	0	Quarter	YELL-5	ethanol	rhizosphere	Fabaceae	YELL	Astragalus	Galegeae	YELL_016	Park County	WY	yes	NA	NA	7/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.928	50.1946	0	1181
WOOD-11-1-Ro|nifK|consensus50|strict_single_dominant	WOOD-11-1-Ro	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.833	97.7951	0	2292
TALL-17-2-Rh|nifK|consensus50|strict_single_dominant	TALL-17-2-Rh	D08	Desmodium rotundifolium	4/8/25	0	0	Quarter	TALL-17	ethanol	rhizosphere	Fabaceae	TALL	Desmodium	Desmodieae	TALL_002	Hale County	AL	yes	32.922291	-87.428794	8/22/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.795	90.9209	0	2165
JERC-139-5-Rh|nifK|consensus50|strict_single_dominant	JERC-139-5-Rh	D03	Mimosa quadrivalvus	4/8/25	0	0	Quarter	JERC-139	dry	rhizosphere	Fabaceae	JERC	Mimosa	Mimosoideae	JERC_031	Baker County	Georgia	yes	NA	NA	20240821	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.563	74.9027	0	1587
CLBJ-41-1-No|nifK|consensus50|strict_single_dominant	CLBJ-41-1-No	D11	Lespedeza cuneata	4/10/25	1.62	77.76	Quarter	CLBJ-41	ethanol	nodule	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.554	39.2996	0	965
CPER-2-No|nifK|consensus50|strict_single_dominant	CPER-2-No	D10	Melilotus officinalis	4/24/25	0	0	Quarter	CPER-2	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.545	99.8703	0	2817
CPER-4-No|nifK|consensus50|strict_single_dominant	CPER-4-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-4	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.61	99.8703	0	2809
WOOD-10-1-No|nifK|consensus50|strict_single_dominant	WOOD-10-1-No	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.088	99.546	0	2776
OAES-36-2-No|nifK|consensus50|strict_single_dominant	OAES-36-2-No	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.546	99.9351	0	2819
WOOD-6-1-No|nifK|consensus50|strict_single_dominant	WOOD-6-1-No	D09	Medicago lupulina	4/24/25	0.7205	34.584	Quarter	WOOD-6	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.481	99.9351	0	2811
CPER-5-1-No|nifK|consensus50|strict_single_dominant	CPER-5-1-No	D10	Melilotus officinalis	5/23/25	0.4335	20.808	Quarter	CPER-5	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.546	99.9351	0	2817
NOGP-4-1-Ro|nifK|consensus50|strict_single_dominant	NOGP-4-1-Ro	D09	Medicago lupulina	5/2/25	0.069	3.312	Quarter	NOGP-4	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.546	99.9351	0	2819
NOGP-5-2-No|nifK|consensus50|strict_single_dominant	NOGP-5-2-No	D09	Medicago lupulina	5/2/25	0.057	2.736	Quarter	NOGP-5	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.546	99.9351	0	2817
CPER-5-1-Rh|nifK|consensus50|strict_single_dominant	CPER-5-1-Rh	D10	Melilotus officinalis	5/23/25	2.535	121.68	Quarter	CPER-5	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.544	99.546	0	2808
DCFS-3-2-No|nifK|consensus50|strict_single_dominant	DCFS-3-2-No	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.935	99.8054	0	2837
OAES_19-2-No|nifK|consensus50|strict_single_dominant	OAES-19-2-No	D11	Melilotus officinalis	6/4/24	0.1345	26.631	Quarter	OAES-19	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.87	99.9351	0	2837
OAES-36-3-No|nifK|consensus50|strict_single_dominant	OAES-36-3-No	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.929	91.8288	0	2612
NOGP-3-2-No|nifK|consensus50|strict_single_dominant	NOGP-3-2-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.416	99.9351	0	2811
OAES-14-1-No|nifK|consensus50|strict_single_dominant	OAES-14-1-No	D11	Melilotus officinalis	8/19/24	2.005	96.24	Quarter	OAES-14	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.416	100	0	2808
WOOD-11-1-No|nifK|consensus50|strict_single_dominant	WOOD-11-1-No	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.09	99.8054	0	2772
WOOD-3-2-No|nifK|consensus50|strict_single_dominant	WOOD-3-2-No	D09	Melilotus officinalis	5/2/25	0.221	10.608	Quarter	WOOD-3	ethanol	nodule	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.481	99.9351	0	2813
WOOD-6-1-Ro|nifK|consensus50|strict_single_dominant	WOOD-6-1-Ro	D09	Medicago lupulina	4/24/25	0.0745	3.576	Quarter	WOOD-6	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.439	92.4773	0	2601
DCFS-2-2-No|nifK|consensus50|strict_single_dominant	DCFS-2-2-No	D09	Medicago lupulina	5/23/25	0.061	2.928	Quarter	DCFS-2	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.546	99.9351	0	2813
WOOD-12-No|nifK|consensus50|strict_single_dominant	WOOD-12-No	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.86	92.4773	0	2623
