tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
OAES_19-2-Rh|noeB|consensus50|pass_single_dominant	OAES-19-2-Rh	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
WOOD-11-1-No|noeB|consensus50|pass_single_dominant	WOOD-11-1-No	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
OSBS-36-1-Ro|noeB|consensus50|pass_single_dominant	OSBS-36-1-Ro	D03	Tephrosia virginiana	2/26/25	0.151	7.248	Quarter	OSBS-36	dry	root	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
NOGP-6-3-Ro|noeB|consensus50|pass_single_dominant	NOGP-6-3-Ro	D09	Medicago sativa	5/2/25	1.105	53.04	Quarter	NOGP-6	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
OAES-36-3-No|noeB|consensus50|pass_single_dominant	OAES-36-3-No	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
NOGP-3-2-Ro|noeB|consensus50|pass_single_dominant	NOGP-3-2-Ro	D09	Medicago lupulina	4/23/25	0.473	22.704	Quarter	NOGP-3	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
NOGP-3-2-No|noeB|consensus50|pass_single_dominant	NOGP-3-2-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
WOOD-3-2-No|noeB|consensus50|pass_single_dominant	WOOD-3-2-No	D09	Melilotus officinalis	5/2/25	0.221	10.608	Quarter	WOOD-3	ethanol	nodule	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
DSNY-14-1-Rh|noeB|consensus50|pass_single_dominant	DSNY-14-1-Rh	D03	Crotalaria pallida var. obovata	8/19/24	0	0	Quarter	DSNY-CRPA-14	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.699	99.2832	0	3046
JORN-3-1-Rh|noeB|consensus50|pass_single_dominant	JORN-3-1-Rh	D14	Dalea nana	8/19/24	0.173	8.304	Quarter	JORN-3	dry	rhizosphere	Fabaceae	JORN	Dalea	Amorpheae	JORN_044	Dona Ana	New Mexico	yes	32.35367	-106.50498	4/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3053
OAES-14-1-Ro|noeB|consensus50|pass_single_dominant	OAES-14-1-Ro	D11	Melilotus officinalis	8/19/24	0.5675	27.24	Quarter	OAES-14	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3053
KONZ-1-Ro|noeB|consensus50|pass_single_dominant	KONZ-1-Ro	D06	Lespedeza capitata	8/29/24	0.873	41.904	Quarter	KONZ-1	dry	root	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_046	Riley	KS	yes	39.103	-96.56374	20240703	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3053
OAES-14-1-Rh|noeB|consensus50|pass_single_dominant	OAES-14-1-Rh	D11	Melilotus officinalis	8/19/24	0.192	9.216	Quarter	OAES-14	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.1637	0	3049
OAES-15-No|noeB|consensus50|pass_single_dominant	OAES-15-No	D11	Astragalus crassicarpus var. crassicarpus	8/19/24	0.0855	4.104	Quarter	OAES-15	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41182	-99.07327	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.759	99.2832	0	3049
OAES-14-1-No|noeB|consensus50|pass_single_dominant	OAES-14-1-No	D11	Melilotus officinalis	8/19/24	2.005	96.24	Quarter	OAES-14	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3053
OAES-36-3-Rh|noeB|consensus50|pass_single_dominant	OAES-36-3-Rh	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.578	84.9462	0	2601
NOGP-4-1-Ro|noeB|consensus50|pass_mixed_possible_multitemplate	NOGP-4-1-Ro	D09	Medicago lupulina	5/2/25	0.069	3.312	Quarter	NOGP-4	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.292	99.2832	0	2902
NOGP-6-3-No|noeB|consensus50|pass_single_dominant	NOGP-6-3-No	D09	Medicago sativa	5/2/25	0	0	Quarter	NOGP-6	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3061
DCFS-2-2-No|noeB|consensus50|pass_single_dominant	DCFS-2-2-No	D09	Medicago lupulina	5/23/25	0.061	2.928	Quarter	DCFS-2	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3059
TOOL-10-Ro|noeB|consensus50|pass_single_dominant	TOOL-10-Ro	D18	Astragalus umbellatus	5/2/25	4.65	223.2	Quarter	TOOL-10	ethanol	root	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3055
DCFS-2-2-Rh|noeB|consensus50|pass_single_dominant	DCFS-2-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-2	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	31.362	0	970
DCFS-3-2-Rh|noeB|consensus50|pass_single_dominant	DCFS-3-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.514	85.9618	0	2623
DCFS-2-2-Ro|noeB|consensus50|pass_single_dominant	DCFS-2-2-Ro	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-2	dry	root	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.73	44.2055	0	1356
DCFS-8-1-No|noeB|consensus50|pass_single_dominant	DCFS-8-1-No	D09	Melilotus officinalis	4/23/25	0	0	Quarter	DCFS-8	dry	nodule	Fabaceae	DCFS	Melilotus	Trifolieae	DCFS_067	Stutsman	ND	no	47.16087	99.11052	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	99.2832	0	3070
DCFS-8-1-Ro|noeB|consensus50|pass_single_dominant	DCFS-8-1-Ro	D09	Melilotus officinalis	4/23/25	0.165	7.92	Quarter	DCFS-8	dry	root	Fabaceae	DCFS	Melilotus	Trifolieae	DCFS_067	Stutsman	ND	no	47.16087	99.11052	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	99.2832	0	3070
NOGP-2-1-Rh|noeB|consensus50|pass_single_dominant	NOGP-2-1-Rh	D09	Medicago sativa	4/23/25	0.414	19.872	Quarter	NOGP-2	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.639	99.2832	0	3048
DCFS-8-1-Rh|noeB|consensus50|pass_single_dominant	DCFS-8-1-Rh	D09	Melilotus officinalis	4/23/25	0	0	Quarter	DCFS-8	dry	rhizosphere	Fabaceae	DCFS	Melilotus	Trifolieae	DCFS_067	Stutsman	ND	no	47.16087	99.11052	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2234	0	3057
DEJU-59-No|noeB|consensus50|pass_single_dominant	DEJU-59-No	D19	Alnus viridis	4/15/25	21.3	1022.4	Half	DEJU-59	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.933	88.9486	0	2747
NOGP-1-1-Rh|noeB|consensus50|pass_single_dominant	NOGP-1-1-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.398	99.2832	0	3020
DELA-26-3-Ro|noeB|consensus50|pass_single_dominant	DELA-26-3-Ro	D08	Sesbania herbacea	4/4/25	35	1680	Half	DELA-26	dry	root	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_025	Green County	AL	yes	32.5371	-87.80995	8/15/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3061
LENO-15-2-No|noeB|consensus50|pass_single_dominant	LENO-15-2-No	D08	Elaeagnus umbellata	3/20/25	43.9	2107.2	Half	LENO-15	dry	nodule	Elaeagnaceae	LENO	Elaeagnus	actinorhizal	LENO_029	Choctaw County	AL	no	31.831293	-88.171122	7/3/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.94	99.2832	0	3064
NOGP-6-3-Rh|noeB|consensus50|pass_single_dominant	NOGP-6-3-Rh	D09	Medicago sativa	5/2/25	0	0	Quarter	NOGP-6	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3055
DSNY-15-1-Ro|noeB|consensus50|pass_single_dominant	DSNY-15-1-Ro	D03	Morella cerifera	8/19/24	1.0595	50.856	Quarter	DSNY-MOCE-15	dry	root	Myricaceae	DSNY	Morella	actinorhizal	DSNY _042	Osceola	Florida	yes	NA	NA	20240401	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.158	99.2832	0	3014
TOOL-25-Ro|noeB|consensus50|pass_single_dominant	TOOL-25-Ro	D18	Oxytropis campestris	5/23/25	0	0	Quarter	TOOL-25	ethanol	root	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.2832	0	3053
OAES-6-1-No|noeB|consensus50|pass_single_dominant	OAES-6-1-No	D11	Astragalus nuttallianus var. austrinus	6/25/24	32.4	1555.2	Half	OAES-6	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.278	99.2832	0	3024
OAES-7-1-Rh|noeB|consensus50|pass_single_dominant	OAES-7-1-Rh	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	0	0	Quarter	OAES-7	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.218	99.2832	0	3020
OAES_24-3-No|noeB|consensus50|pass_single_dominant	OAES-24-3-No	D11	Astragalus nuttallianus var. austrinus	6/4/24	0.5235	103.653	Quarter	OAES-24	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.639	99.2832	0	3046
OAES-37-2-Ro|noeB|consensus50|pass_single_dominant	OAES-37-2-Ro	D11	Dalea purpurea	5/14/25	0.3255	15.624	Quarter	OAES-37	ethanol	root	Fabaceae	OAES	Dalea	Amorpheae	OAES_003_R	Washita	OK	yes	35.41178	-99.06994	8/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.88	99.2832	0	3061
SCBI-1-1-Ro|noeB|consensus50|pass_single_dominant	SCBI-1-1-Ro	D02	Lespedeza cuneata	4/23/25	0.748	35.904	Quarter	SCBI-1	ethanol	root	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.797	97.6105	0	2878
OAES-27-2-Ro|noeB|consensus50|pass_single_dominant	OAES-27-2-Ro	D11	Oxytropis lambertii	6/10/24	0	0	Quarter	OAES-27	ethanol	root	Fabaceae	OAES	Oxytropis	Galegeae	OAES_006_R	Washita	OK	yes	35.420259	-99.048669	4/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.579	99.2832	0	3033
OAES_19-2-No|noeB|consensus50|pass_mixed_possible_multitemplate	OAES-19-2-No	D11	Melilotus officinalis	6/4/24	0.1345	26.631	Quarter	OAES-19	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.315	99.2832	0	2964
OAES-6-1-Ro|noeB|consensus50|pass_single_dominant	OAES-6-1-Ro	D11	Astragalus nuttallianus var. austrinus	6/25/24	0.655	31.44	Quarter	OAES-6	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.278	99.2832	0	3022
DCFS-4-No|noeB|consensus50|pass_single_dominant	DCFS-4-No	D09	Oxytropis lambertii	4/23/25	1.045	50.16	Quarter	DCFS-4	dry	nodule	Fabaceae	DCFS	Oxytropis	Galegeae	DCFS_004	Stutsman	ND	yes	47.171157	99.05145	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.218	99.2832	0	3018
DCFS-4-Ro|noeB|consensus50|pass_single_dominant	DCFS-4-Ro	D09	Oxytropis lambertii	4/23/25	0	0	Quarter	DCFS-4	dry	root	Fabaceae	DCFS	Oxytropis	Galegeae	DCFS_004	Stutsman	ND	yes	47.171157	99.05145	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.977	99.2832	0	2996
NOGP-5-2-Rh|noeB|consensus50|pass_single_dominant	NOGP-5-2-Rh	D09	Medicago lupulina	5/2/25	0.159	7.632	Quarter	NOGP-5	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.158	99.2832	0	3001
WOOD-1-1-No|noeB|consensus50|pass_single_dominant	WOOD-1-1-No	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-1	ethanol	nodule	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.037	99.2832	0	2996
WOOD-3-2-Ro|noeB|consensus50|pass_single_dominant	WOOD-3-2-Ro	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-3	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.654	88.7694	0	2663
OAES_19-2-Ro|noeB|consensus50|pass_single_dominant	OAES-19-2-Ro	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.496	99.2832	0	2976
OAES-6-1-Rh|noeB|consensus50|pass_single_dominant	OAES-6-1-Rh	D11	Astragalus nuttallianus var. austrinus	6/25/24	0.4705	22.584	Quarter	OAES-6	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.556	99.2832	0	2979
OAES-7-1-No|noeB|consensus50|pass_single_dominant	OAES-7-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	3.24	155.52	Quarter	OAES-7	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.278	99.2832	0	3005
OAES_24-3-Ro|noeB|consensus50|pass_single_dominant	OAES-24-3-Ro	D11	Astragalus nuttallianus var. austrinus	6/4/24	0.105	20.79	Quarter	OAES-24	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.375	99.2832	0	2957
DCFS-4-Rh|noeB|consensus50|pass_single_dominant	DCFS-4-Rh	D09	Oxytropis lambertii	4/23/25	0	0	Quarter	DCFS-4	dry	rhizosphere	Fabaceae	DCFS	Oxytropis	Galegeae	DCFS_004	Stutsman	ND	yes	47.171157	99.05145	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.338	99.2832	0	3013
