tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
OSBS-TEVI-61-4-No|nifD|consensus50|strict_single_dominant	OSBS-TEVI-61-4-No	D03	Tephrosia virginiana	4/10/25	0	0	Quarter	OSBS-61	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.566	58.812	0	1236
ORNL-25-1-No|nifD|consensus50|strict_single_dominant	ORNL-25-1-No	D07	Albizia julibrissin	4/17/25	0.6925	33.24	Quarter	ORNL-25	dry	nodule	Fabaceae	ORNL	Albizia	Mimosoideae	ORNL_002	Anderson	TN	no	35.98	-84.211667	8/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.098	43.9948	0	950
OAES-36-3-Ro|nifD|consensus50|strict_single_dominant	OAES-36-3-Ro	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.195	85.1828	0	1624
DSNY-87-1-No|nifD|consensus50|strict_single_dominant	DSNY-87-1-No	D03	Tephrosia mysteriosa	4/4/25	0	0	Quarter	DSNY-87	dry	nodule	Fabaceae	DSNY	Tephrosia	Millettieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.504	43.9948	0	913
TOOL-35-1-Rh|nifD|consensus50|strict_single_dominant	TOOL-35-1-Rh	D18	Dryas octopetala	5/23/25	0	0	Quarter	TOOL-35	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.096	54.5039	0	1177
RMNP-4-No|nifD|consensus50|strict_single_dominant	RMNP-4-No	D10	Oxytropis multiceps	4/24/25	0	0	Quarter	RMNP-4	dry	nodule	Fabaceae	RMNP	Oxytropis	Galegeae	RMNP_016	Boulder	CO	yes	NA	NA	6/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.156	84.3995	0	1437
RMNP-4-Rh|nifD|consensus50|strict_single_dominant	RMNP-4-Rh	D10	Oxytropis multiceps	4/24/25	0	0	Quarter	RMNP-4	dry	rhizosphere	Fabaceae	RMNP	Oxytropis	Galegeae	RMNP_016	Boulder	CO	yes	NA	NA	6/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.546	50.718	0	976
WOOD-12-Rh|nifD|consensus50|strict_single_dominant	WOOD-12-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.724	43.9948	0	837
YELL-5-3-Rh|nifD|consensus50|strict_single_dominant	YELL-5-3-Rh	D12	Astragalus miser	4/4/25	0	0	Quarter	YELL-5	ethanol	rhizosphere	Fabaceae	YELL	Astragalus	Galegeae	YELL_016	Park County	WY	yes	NA	NA	7/11/24	Ensifer	Ensifer_sp._MPMI2T	82.809	85.0522	0	1234
DCFS-1-2-No|nifD|consensus50|strict_single_dominant	DCFS-1-2-No	D09	Astragalus flexuosus	5/23/25	0	0	Quarter	DCFS-1	dry	nodule	Fabaceae	DCFS	Astragalus	Galegeae	DCFS_006	Stutsman	ND	yes	47.17336	99.05106	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	95.381	28.2637	0	689
DCFS-7-1-Rh|nifD|consensus50|strict_single_dominant	DCFS-7-1-Rh	D09	Amorpha canescens	4/23/25	0	0	Quarter	DCFS-7	dry	rhizosphere	Fabaceae	DCFS	Amorpha	Amorpheae	DCFS_067	Stutsman	ND	yes	47.16096	99.11051	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.874	85.0522	0	1550
OSBS-37-1-Rh|nifD|consensus50|strict_single_dominant	OSBS-37-1-Rh	D03	Chapmannia floridana	2/26/25	0	0	Quarter	OSBS-37	NA	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_029	Putnam	FL	yes	NA	NA	20240617	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.806	84.5953	0	1476
HEAL-1-2-Rh|nifD|consensus50|strict_single_dominant	HEAL-1-2-Rh	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-1	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87736 N	149.26331 W	20240723	Ensifer	Ensifer_sp._MPMI2T	83.501	51.8277	0	791
SCBI-12-1-Rh|nifD|consensus50|strict_single_dominant	SCBI-12-1-Rh	D02	Amphicarpaea bracteata	4/24/25	0	0	Quarter	SCBI-12	ethanol	rhizosphere	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-011	Warren	VA	yes	38.878901	-78.139749	7/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.465	49.6736	0	863
JERC-131-Rh|nifD|consensus50|strict_single_dominant	JERC-131-Rh	D03	Dalea carnea	4/8/25	0	0	Quarter	JERC-131	dry	rhizosphere	Fabaceae	JERC	Dalea	Amorpheae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.034	84.5953	0	1408
OSBS-107-Ro|nifD|consensus50|strict_single_dominant	OSBS-107-Ro	D03	Desmodium obtusum	4/15/25	0.9225	44.28	Quarter	OSBS-107	dry	root	Fabaceae	OSBS	Desmodium	Desmodieae	OSBS_070	Putnam	Fl	yes	NA	NA	20241008	Microvirga	Microvirga_sp._KLBC_81	82.214	85.5091	0	1208
JERC-158-Ro|nifD|consensus50|strict_single_dominant	JERC-158-Ro	D03	Chamaecrista fasciculata	2/27/25	0.109	5.232	Quarter	JERC-158	dry	root	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Microvirga	Microvirga_sp._KLBC_81	85.957	84.5953	0	1400
WOOD-3-2-Rh|nifD|consensus50|strict_single_dominant	WOOD-3-2-Rh	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-3	ethanol	rhizosphere	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Microvirga	Microvirga_sp._KLBC_81	86.283	59.0078	0	983
HEAL-2-1-Rh|nifD|consensus50|strict_single_dominant	HEAL-2-1-Rh	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-2	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87736 N	149.26331 W	20240723	Microvirga	Microvirga_sp._KLBC_81	84.416	85.4439	0	1339
JERC-DEFL-31-5-Rh|nifD|consensus50|strict_single_dominant	JERC-DEFL-31-5-Rh	D03	Desmodium cf. floridanum	12/4/24	0	0	Quarter	JERC-31	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Microvirga	Microvirga_sp._KLBC_81	86.204	85.6397	0	1421
WOOD-1-1-Rh|nifD|consensus50|strict_single_dominant	WOOD-1-1-Rh	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-1	ethanol	rhizosphere	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	Microvirga	Microvirga_sp._KLBC_81	83.881	85.4439	0	1330
CLBJ-36-1-No|nifD|consensus50|strict_single_dominant	CLBJ-36-1-No	D11	Trifolium arvense	3/6/25	0	0	Quarter	CLBJ-36	ethanol	nodule	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	Azorhizobium	Azorhizobium_caulinodans	86.951	49.0209	0	832
HEAL-14-1-Rh|nifD|consensus50|strict_single_dominant	HEAL-14-1-Rh	D19	Alnus viridis	3/3/25	0	0	Quarter	HEAL-14	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_001	Denali Borough	Alaska	yes	63.88836 N	149.20340 W	20240725	Methylobacterium	Methylobacterium_sp._CB376	85.982	59.1384	0	959
OSBS-46-1-Rh|nifD|consensus50|strict_single_dominant	OSBS-46-1-Rh	D03	Crotalaria maritima	3/6/25	0	0	Quarter	OSBS-46	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_002	Putnam	FL	yes	NA	NA	20240617	Microvirga	Microvirga_sp._KLBC_81	85.231	84.8564	0	1360
DEJU-51-1-Rh|nifD|consensus50|strict_single_dominant	DEJU-51-1-Rh	D19	Alnus viridis	2/17/25	0	0	Quarter	DEJU-51	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_002	NA	Alaska	yes	NA	NA	NA	Microvirga	Microvirga_sp._KLBC_81	86.439	51.5013	0	863
N13-2-D-Rh|nifD|consensus50|strict_single_dominant	N13-2-D-Rh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microvirga	Microvirga_sp._KLBC_81	85.98	52.611	0	861
SCBI-7-1-No|nifD|consensus50|strict_single_dominant	SCBI-7-1-No	D02	Trifolium repens	4/24/25	0	0	Quarter	SCBI-7	ethanol	nodule	Fabaceae	SCBI	Trifolium	Trifolieae	SCBI-062	Warren	VA	no	38.895336	-78.138062	6/26/24	Rhizobium	Rhizobium_beringeri	91.677	52.5457	0	1110
OSBS-81-1-Rh|nifD|consensus50|strict_single_dominant	OSBS-81-1-Rh	D03	Chamaecrista nictitans	1/28/25	0	0	Quarter	OSBS-81	dry	rhizosphere	Fabaceae	OSBS	Chamaecrista	Cassieae	OSBS_004	Putnam	FL	yes	NA	NA	20240822	Microvirga	Microvirga_sp._RSM25	87.403	83.9426	0	1483
DSNY-83-3-Ro|nifD|consensus50|strict_single_dominant	DSNY-83-3-Ro	D03	Alysicarpus vaginalis	3/6/25	0	0	Quarter	DSNY-83	dry	root	Fabaceae	DSNY	Alysicarpus	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Methylobacterium	Methylobacterium_sp._CB376	85.185	49.3473	0	773
JERC-LEST-78-5-Rh|nifD|consensus50|strict_single_dominant	JERC-LEST-78-5-Rh	D03	Lespedeza stuevei	12/4/24	0	0	Quarter	JERC-78	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Mesorhizobium	Mesorhizobium_sp._WSM4083	83.955	52.4804	0	819
JERC-LEHI-82-3-Ro|nifD|consensus50|strict_single_dominant	JERC-LEHI-82-3-Ro	D03	Lespedeza hirta	12/4/24	0.1935	9.288	Quarter	JERC-82	dry	root	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_008	Baker County	Georgia	yes	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	84.247	85.7702	0	1314
JERC-LEST-78-5-No|nifD|consensus50|strict_single_dominant	JERC-LEST-78-5-No	D03	Lespedeza stuevei	12/4/24	0	0	Quarter	JERC-78	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Azorhizobium	Azorhizobium_caulinodans	87.469	52.611	0	915
JERC-LEST-78-5-Ro|nifD|consensus50|strict_single_dominant	JERC-LEST-78-5-Ro	D03	Lespedeza stuevei	12/4/24	0	0	Quarter	JERC-78	dry	root	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Azorhizobium	Azorhizobium_caulinodans	87.345	52.611	0	909
HEAL-11-1-Rh|nifD|consensus50|strict_single_dominant	HEAL-11-1-Rh	D19	Alnus viridis	3/3/25	0	0	Quarter	HEAL-11	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_001	Denali Borough	Alaska	yes	63.88839 N	149.20410 W	20240725	Azorhizobium	Azorhizobium_caulinodans_ORS_571	85.323	85.8355	0	1386
JERC-AMFU-71-1-Rh|nifD|consensus50|strict_single_dominant	JERC-AMFU-71-1-Rh	D03	Amorpha fruticosa	12/4/24	0	0	Quarter	JERC-71	dry	rhizosphere	Fabaceae	JERC	Amorpha	Amorpheae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	84.621	85.3133	0	1341
JERC-CRRO-70-1-Ro|nifD|consensus50|strict_single_dominant	JERC-CRRO-70-1-Ro	D03	Crotalaria rotundifolia	12/4/24	0	0	Quarter	JERC-70	dry	root	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Azorhizobium	Azorhizobium_caulinodans_ORS_571	87.2	48.9556	0	856
JERC-DESM-74-1-No|nifD|consensus50|strict_single_dominant	JERC-DESM-74-1-No	D03	Desmodium sp	12/4/24	0	0	Quarter	JERC-74	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	85.958	84.1384	0	1378
KONZ-11-1-Rh|nifD|consensus50|strict_single_dominant	KONZ-11-1-Rh	D06	Amorpha canescens	9/25/24	0.087	4.176	Quarter	KONZ-11	dry	rhizosphere	Fabaceae	KONZ	Amorpha	Amorpheae	KONZ_001	Riley	KS	yes	39.0752	-96.55571	20240711	Azorhizobium	Azorhizobium_caulinodans_ORS_571	87.2	48.9556	0	854
JERC-DEFL-75-3-Rh|nifD|consensus50|strict_single_dominant	JERC-DEFL-75-3-Rh	D03	Desmodium floridanum	12/4/24	0	0	Quarter	JERC-75	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	86.268	84.1384	0	1399
DSNY-72-1-Ro|nifD|consensus50|strict_single_dominant	DSNY-72-1-Ro	D03	Galactia elliottii	2/24/25	0	0	Quarter	DSNY-72	dry	root	Fabaceae	DSNY	Galactia	Diocleae	DSNY_043	Polk	Florida	yes	28.1252617	-81.4363446	20240904	Microvirga	Microvirga_sp._KLBC_81	85.812	85.5744	0	1408
DELA-22-1-No|nifD|consensus50|strict_single_dominant	DELA-22-1-No	D08	Albizia julibrissin	4/4/25	0	0	Quarter	DELA-22	dry	nodule	Fabaceae	DELA	Albizia	Mimosoideae	DELA_041	Green County	AL	no	32.53927	-87.80968	8/14/24	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.583	48.8903	0	859
DSNY-58-Rh|nifD|consensus50|strict_single_dominant	DSNY-58-Rh	D03	Sesbania vesicaria	2/25/25	0	0	Quarter	DSNY-58	dry	rhizosphere	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_005	Polk	Florida	yes	28.040514	-81.400406	20240723	Microvirga	Microvirga_sp._KLBC_81	86.098	53.5248	0	902
DSNY-59-Rh|nifD|consensus50|strict_single_dominant	DSNY-59-Rh	D03	Sesbania vesicaria	2/25/25	0	0	Quarter	DSNY-59	dry	rhizosphere	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_081Q	Polk	Florida	yes	28.074618	-81.411575	20240724	Microvirga	Microvirga_sp._KLBC_81	86.136	50.8486	0	839
DSNY-SEHE-60-Ro|nifD|consensus50|strict_single_dominant	DSNY-SEHE-60-Ro	D03	Sesbania herbacea	2/25/25	0	0	Quarter	DSNY-SEHE-60	dry	root	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_081Q	Polk	Florida	yes	28.074618	-81.411575	20240724	Azorhizobium	Azorhizobium_caulinodans_ORS_571	87.2	48.9556	0	863
JERC-GAVO-33-1-Ro|nifD|consensus50|strict_single_dominant	JERC-GAVO-33-1-Ro	D03	Galactia volubilis	12/4/24	0	0	Quarter	JERC-33	dry	root	Fabaceae	JERC	Galactia	Diocleae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Azorhizobium	Azorhizobium_caulinodans_ORS_571	86.957	54.047	0	915
JERC-177-Ro|nifD|consensus50|strict_single_dominant	JERC-177-Ro	D03	Desmodium floridanum	2/26/25	0	0	Quarter	JERC-177	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20241028	Microvirga	Microvirga_sp._KLBC_81	87.252	52.7415	0	922
JERC-GAVO-33-1-Rh|nifD|consensus50|strict_single_dominant	JERC-GAVO-33-1-Rh	D03	Galactia volubilis	12/4/24	0	0	Quarter	JERC-33	dry	rhizosphere	Fabaceae	JERC	Galactia	Diocleae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Microvirga	Microvirga_sp._KLBC_81	86.433	85.6397	0	1437
KONZ-15-1-Rh|nifD|consensus50|strict_single_dominant	KONZ-15-1-Rh	D06	Ceanothus herbaceus	2/25/25	0	0	Quarter	KONZ-15	dry	rhizosphere	Rhamnaceae	KONZ	Ceanothus	actinorhizal	KONZ_001	Riley	KS	yes	39.07479	-96.55559	20241002	Microvirga	Microvirga_sp._KLBC_81	86.433	85.6397	0	1437
JERC-181-1-Rh|nifD|consensus50|strict_single_dominant	JERC-181-1-Rh	D03	Desmodium strictum	4/3/25	0	0	Quarter	JERC-181	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20241028	Bradyrhizobium	Bradyrhizobium_sp._PUT101	84.78	48.8903	0	789
DSNY-83-2-Rh|nifD|consensus50|strict_single_dominant	DSNY-83-2-Rh	D03	Alysicarpus vaginalis	3/6/25	0	0	Quarter	DSNY-83	dry	rhizosphere	Fabaceae	DSNY	Alysicarpus	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Azorhizobium	Azorhizobium_caulinodans_ORS_571	86.898	48.8251	0	852
JERC-DEFL-75-3-Ro|nifD|consensus50|strict_single_dominant	JERC-DEFL-75-3-Ro	D03	Desmodium floridanum	12/4/24	0	0	Quarter	JERC-75	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	83.708	84.1384	0	1301
UKFS-3-2-No|nifD|consensus50|strict_single_dominant	UKFS-3-2-No	D06	Hylodesmum glutinosum	9/25/24	0	0	Quarter	UKFS-3	dry	nodule	Fabaceae	UKFS	Desmodium	Desmodieae	UKFS_001	Douglas	KS	yes	39.03776	-95.1971	6/27/24	Microvirga	Microvirga_sp._KLBC_81	84.872	84.1384	0	1345
JERC-DEST-68-4-Rh|nifD|consensus50|strict_single_dominant	JERC-DEST-68-4-Rh	D03	Desmodium strictum	12/4/24	0.068	3.264	Quarter	JERC-68	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Bradyrhizobium	Bradyrhizobium_sp._RDT10	84.687	49.0209	0	774
JERC-DEST-32-1-Ro|nifD|consensus50|strict_single_dominant	JERC-DEST-32-1-Ro	D03	Desmodium cf. strictum	12/4/24	0	0	Quarter	JERC-32	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Microvirga	Microvirga_sp._KLBC_81	87.129	85.705	0	1487
JERC-LEVI-79-2-Rh|nifD|consensus50|strict_single_dominant	JERC-LEVI-79-2-Rh	D03	Lespedeza virginica	12/4/24	0	0	Quarter	JERC-79	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	Azorhizobium	Azorhizobium_caulinodans	87.467	48.9556	0	878
DSNY-67-3-Rh|nifD|consensus50|strict_single_dominant	DSNY-67-3-Rh	D03	Desmodium triflorum	2/24/25	0	0	Quarter	DSNY-67	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_021	Polk	Florida	yes	28.0490055	-81.4001861	20240821	Microvirga	Microvirga_sp._KLBC_81	86.596	85.705	0	1448
DSNY-68-1-Rh|nifD|consensus50|strict_single_dominant	DSNY-68-1-Rh	D03	Desmodium triflorum	2/24/25	0	0	Quarter	DSNY-68	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_043	Polk	Florida	yes	28.1252617	-81.4363446	20240904	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.268	49.2167	0	846
JERC-CHNI-69-4-Rh|nifD|consensus50|strict_single_dominant	JERC-CHNI-69-4-Rh	D03	Chamaecrista nictitans	12/4/24	0	0	Quarter	JERC-69	dry	rhizosphere	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Azorhizobium	Azorhizobium_caulinodans_ORS_571	85.87	54.047	0	883
OSBS-67-1-No|nifD|consensus50|strict_single_dominant	OSBS-67-1-No	D03	Rhynchosia reniformis	2/26/25	0	0	Quarter	OSBS-67	dry	nodule	Fabaceae	OSBS	Rhynchosia	Phaseoleae	OSBS_008	Putnam	FL	yes	NA	NA	20240723	Azorhizobium	Azorhizobium_caulinodans	86.621	85.3786	0	1413
JERC-DEST-32-1-Rh|nifD|consensus50|strict_single_dominant	JERC-DEST-32-1-Rh	D03	Desmodium cf. strictum	12/4/24	0	0	Quarter	JERC-32	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Microvirga	Microvirga_sp._KLBC_81	84.692	85.705	0	1365
N38-2-D-Ro|nifD|consensus50|strict_single_dominant	N38-2-D-Ro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mesorhizobium	Mesorhizobium_sp._WSM4083	84.367	52.611	0	833
JERC-54-2-Ro|nifD|consensus50|strict_single_dominant	JERC-54-2-Ro	D03	Orbexilum lupinellum	12/4/24	0.076	3.648	Quarter	JERC-54	dry	root	Fabaceae	JERC	Orbexilum	Psoraleeae	JERC_057	Baker County	Georgia	yes	31.12.137	-84.28.195	20240611	Microvirga	Microvirga_sp._KLBC_81	88.03	52.3499	0	950
OSBS-59-1-Rh|nifD|consensus50|strict_single_dominant	OSBS-59-1-Rh	D03	Galactia regularis	2/26/25	0	0	Quarter	OSBS-59	dry	rhizosphere	Fabaceae	OSBS	Galactia	Diocleae	OSBS_004	Putnam	FL	#N/A	NA	NA	20240618	Microvirga	Microvirga_sp._KLBC_81	85.29	85.6397	0	1428
