tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
DSNY-5-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-5-1-Rh	D03	Crotalaria maritima	8/14/24	0.066	3.168	Quarter	DSNY-CRMA-5	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_006	Osceola	Florida	yes	28.09298025 N, -81.39932663 W. WGS84.	NA	20240312	Mesorhizobium	Mesorhizobium_sp._AaZ16	85.12	84.6606	0	1472
NOGP-3-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	NOGP-3-2-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.55	85.3786	0	1528
DSNY-13-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-13-1-Ro	D03	Crotalaria pallida var. obovata	8/19/24	0.599	28.752	Quarter	DSNY-CRPA-13	dry	root	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.041	50.718	0	876
DSNY-14-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-14-1-Ro	D03	Crotalaria pallida var. obovata	8/19/24	0.5255	25.224	Quarter	DSNY-CRPA-14	dry	root	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.098	85.3786	0	1358
TEAK-3-1-Rh|nifD|consensus50|pass_single_dominant	TEAK-3-1-Rh	D17	Acmispon americanus	4/15/25	14.85	712.8	Half	TEAK-3	dry	rhizosphere	Fabaceae	TEAK	Acmispon	Loteae	NA	Fresno	CA	yes	37.009052	-119.008213	#N/A	Ensifer	Ensifer_aridi	83.844	85.248	0	1356
BLAN-2-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Rh	D02	Desmodium sp.	4/23/25	0	0	Quarter	BLAN-2	ethanol	rhizosphere	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.34	85.1175	0	1692
DSNY-85-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-85-1-Rh	D03	Desmodium triflorum	4/4/25	0	0	Quarter	DSNY-85	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.49	85.0522	0	1591
DEJU-54-Ro|nifD|consensus50|pass_single_dominant	DEJU-54-Ro	D19	Alnus viridis	5/23/25	3.785	181.68	Quarter	DEJU-54	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.487	84.3995	0	1857
BLAN-4-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	BLAN-4-1-Rh	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	BLAN-4	ethanol	rhizosphere	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.605	50.718	0	1103
JERC-102-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-102-1-Ro	D03	Ceanothus americanus	5/14/25	0.335	16.08	Quarter	JERC-102	dry	root	Rhamnaceae	JERC	Ceanothus	actinorhizal	JERC_019	Baker County	Georgia	yes	NA	NA	20240626	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.047	84.6606	0	1639
OAES-4-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OAES-4-1-Rh	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	0	0	Quarter	OAES-4	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_042_T	Washita	OK	yes	35.40889	-99.05649	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.876	85.0522	0	1561
SERC-6-1-Rh|nifD|consensus50|pass_single_dominant	SERC-6-1-Rh	D02	Glycine max	4/15/25	0	0	Quarter	SERC-6	ethanol	rhizosphere	Fabaceae	SERC	Glycine	Glycininae	SERC_018	Anne Arundel	MD	no	38.872901	-76.531642	9/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.635	84.4648	0	1591
SCBI-8-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	SCBI-8-2-Ro	D02	Elaeagnus umbellata	4/24/25	0.569	27.312	Quarter	SCBI-8	ethanol	root	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-021	Warren	VA	no	38.900867	-78.152966	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.685	50.718	0	822
WOOD-2-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-2-2-Ro	D09	Melilotus officinalis	5/2/25	1.885	90.48	Quarter	WOOD-2	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.833	50.718	0	1096
WOOD-11-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-11-1-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.248	50.718	0	1079
CLBJ-40-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-40-1-Ro	D11	Lespedeza cuneata	4/10/25	0	0	Quarter	CLBJ-40	ethanol	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.458	85.4439	0	1724
CLBJ-41-1-No|nifD|consensus50|pass_single_dominant	CLBJ-41-1-No	D11	Lespedeza cuneata	4/10/25	1.62	77.76	Quarter	CLBJ-41	ethanol	nodule	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.466	50.718	0	1218
JERC-106-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-106-1-No	D03	Chamaecrista nictitans	5/23/25	0.269	12.912	Quarter	JERC-106	dry	nodule	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_048	Baker County	Georgia	yes	31.19645727	-84.46191333	20240709	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.723	50.718	0	1214
JERC-143-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-No	D03	Desmodium viridiflorum	5/14/25	0.6625	31.8	Quarter	JERC-143	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.795	21.671	2.2799999999999997e-172	599
OSBS-109-4-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-109-4-No	D03	Crotalaria spectabilis	4/15/25	7.87	377.76	Half	OSBS-109	dry	nodule	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_017	Putnam	Fl	no	29.704875	-81.990736	20241028	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.932	50.718	0	1051
CLBJ-42-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	CLBJ-42-1-No	D11	Chamaecrista fasciculata	4/10/25	0	0	Quarter	CLBJ-42	ethanol	nodule	Fabaceae	CLBJ	Chamaecrista	Cassieae	CLBJ_034	Wise	TX	yes	33.2369	-97.34128	9/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.315	85.3786	0	1561
OSBS-TEVI-61-4-No|nifD|consensus50|pass_single_dominant	OSBS-TEVI-61-4-No	D03	Tephrosia virginiana	4/10/25	0	0	Quarter	OSBS-61	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.566	58.812	0	1236
TALL-28-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-No	D08	Desmodium sp.	4/17/25	1.515	72.72	Quarter	TALL-28	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_008	Hale County	AL	yes	32.92293	-87.43434	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.098	85.3786	0	1548
TALL-29-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-29-3-No	D08	Lespedeza cuneata	4/17/25	2.2	105.6	Quarter	TALL-29	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	no	32.8941	-87.41688	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.398	85.3786	0	1555
TALL-28-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-28-1-Ro	D08	Desmodium sp.	4/17/25	0.5085	24.408	Quarter	TALL-28	dry	root	Fabaceae	TALL	Desmodium	Desmodieae	TALL_008	Hale County	AL	yes	32.92293	-87.43434	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.703	85.3786	0	1633
JERC-148-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-148-Ro	D03	Lespedeza virginica	5/14/25	0.7835	37.608	Quarter	JERC-148	dry	root	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.889	32.8982	0	641
JERC-149-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-149-Ro	D03	Desmodium ciliare	5/14/25	0.148	7.104	Quarter	JERC-149	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.098	84.9869	0	1626
DCFS-2-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DCFS-2-2-Ro	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-2	dry	root	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.222	85.4439	0	1836
DSNY-87-1-No|nifD|consensus50|pass_single_dominant	DSNY-87-1-No	D03	Tephrosia mysteriosa	4/4/25	0	0	Quarter	DSNY-87	dry	nodule	Fabaceae	DSNY	Tephrosia	Millettieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.504	43.9948	0	913
OSBS-TEVI-61-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-TEVI-61-4-Rh	D03	Tephrosia virginiana	4/10/25	0	0	Quarter	OSBS-61	dry	rhizosphere	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.13	50.718	0	963
JERC-143-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-143-Ro	D03	Desmodium viridiflorum	5/14/25	0.1515	7.272	Quarter	JERC-143	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.303	50.7833	0	965
OSBS-97-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-97-2-Rh	D03	Mimosa quadrivalvus	5/14/25	0	0	Quarter	OSBS-97	dry	rhizosphere	Fabaceae	OSBS	Mimosa	Mimosoideae	OSBS_007	Putman	Fl	yes	NA	NA	20240918	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.25	84.9869	0	1592
HEAL-7-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	HEAL-7-1-Ro	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-7	ethanol	root	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_004	Denali Borough	Alaska	yes	63.86378 N	149.27284 W	20240723	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.476	50.718	0	1110
YELL-10-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-10-1-No	D12	Astragalus sp.	4/1/25	6.92	332.16	Half	YELL-10	ethanol	nodule	Fabaceae	YELL	Astragalus	Galegeae	YELL_050	Park County	WY	yes	NA	NA	9/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	84.574	85.0522	0	1517
OSBS-99-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-99-Ro	D03	Tephrosia chrysophylla	4/17/25	1.12	53.76	Quarter	OSBS-99	dry	root	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_007	Putnam	Fl	yes	NA	NA	20240919	Sinorhizobium	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	88.532	85.3786	0	1703
SERC-3-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	SERC-3-1-Ro	D02	Amphicarpaea bracteata	4/15/25	0.6055	29.064	Quarter	SERC-3	ethanol	root	Fabaceae	SERC	Amphicarpaea	Phaseoleae	SERC_016	Anne Arundel	MD	yes	38.899477	-76.547521	8/14/24	Sinorhizobium	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	91.248	50.718	0	1116
BLAN-2-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	BLAN-2-1-Ro	D02	Desmodium sp.	4/23/25	0.1405	6.744	Quarter	BLAN-2	ethanol	root	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.514	85.3786	0	1958
NOGP-7-2-Ro|nifD|consensus50|pass_single_dominant	NOGP-7-2-Ro	D09	Amorpha canescens	5/2/25	2.395	114.96	Quarter	NOGP-7	dry	root	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.787	50.7833	0	1330
DCFS-3-2-Rh|nifD|consensus50|pass_single_dominant	DCFS-3-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-3	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_004	Stutsman	ND	no	47.17138	99.05135	6/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.395	84.9869	0	1945
CLBJ-46-1-Ro|nifD|consensus50|pass_single_dominant	CLBJ-46-1-Ro	D11	Galactia volubilis	4/10/25	0	0	Quarter	CLBJ-46	ethanol	root	Fabaceae	CLBJ	Galactia	Diocleae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.13	50.718	0	929
DSNY-15-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-15-1-Rh	D03	Morella cerifera	8/19/24	1.175	56.4	Quarter	DSNY-MOCE-15	dry	rhizosphere	Myricaceae	DSNY	Morella	actinorhizal	DSNY _042	Osceola	Florida	yes	NA	NA	20240401	Ensifer	Ensifer_canadensis	89.25	84.3995	0	1694
TALL-72-1-Rh|nifD|consensus50|pass_single_dominant	TALL-72-1-Rh	D08	Alnus serrulata	4/8/25	1.99	95.52	Quarter	TALL-72	dry	rhizosphere	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.751	49.7389	0	1186
OAES_19-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	OAES-19-2-Ro	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	85.073	84.3995	0	1613
SCBI-3-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	SCBI-3-1-Rh	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	SCBI-3	ethanol	rhizosphere	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	95.882	50.718	0	1271
TOOL-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-1-Ro	D18	Dryas integrifolia	4/24/25	0.6625	31.8	Quarter	TOOL-1	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_041	North Slope Borough	Alaska	yes	NA	NA	20240704	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.782	50.718	0	1343
CPER-2-No|nifD|consensus50|pass_single_dominant	CPER-2-No	D10	Melilotus officinalis	4/24/25	0	0	Quarter	CPER-2	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.777	85.3786	0	2338
OAES-2-1-Ro|nifD|consensus50|pass_single_dominant	OAES-2-1-Ro	D11	Medicago minima	6/25/24	0.1695	8.136	Quarter	OAES-2	ethanol	root	Fabaceae	OAES	Medicago	Trifolieae	OAES_055_T	Washita	OK	no	35.41368	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.072	84.3995	0	2326
DCFS-2-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DCFS-2-2-Rh	D09	Medicago lupulina	5/23/25	0	0	Quarter	DCFS-2	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_006	Stutsman	ND	no	47.17333	99.05103	6/6/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.503	84.3995	0	1991
DCFS-6-1-No|nifD|consensus50|pass_single_dominant	DCFS-6-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-6	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.93	85.3786	0	2348
CPER-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CPER-2-Ro	D10	Melilotus officinalis	4/24/25	0.0745	3.576	Quarter	CPER-2	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	95.978	84.3995	0	2180
CPER-4-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	CPER-4-Rh	D10	Melilotus officinalis	5/23/25	0.165	7.92	Quarter	CPER-4	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.404	85.705	0	1940
CPER-4-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	CPER-4-Ro	D10	Melilotus officinalis	5/23/25	0.571	27.408	Quarter	CPER-4	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.407	85.3786	0	2220
CPER-3-1-No|nifD|consensus50|pass_single_dominant	CPER-3-1-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-3	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.847	85.3786	0	2405
NOGP-2-1-No|nifD|consensus50|pass_single_dominant	NOGP-2-1-No	D09	Medicago sativa	4/23/25	0	0	Quarter	NOGP-2	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.693	84.9869	0	2385
NOGP-2-1-Ro|nifD|consensus50|pass_single_dominant	NOGP-2-1-Ro	D09	Medicago sativa	4/23/25	1.14	54.72	Quarter	NOGP-2	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.849	84.9869	0	2290
WOOD-10-1-No|nifD|consensus50|pass_single_dominant	WOOD-10-1-No	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.694	85.3786	0	2399
CPER-5-1-No|nifD|consensus50|pass_single_dominant	CPER-5-1-No	D10	Melilotus officinalis	5/23/25	0.4335	20.808	Quarter	CPER-5	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.159	85.3786	0	2374
CPER-3-1-Rh|nifD|consensus50|pass_single_dominant	CPER-3-1-Rh	D10	Melilotus officinalis	5/23/25	0.093	4.464	Quarter	CPER-3	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.847	85.3786	0	2407
