tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
HEAL-5-1-No|nifJ|consensus50|strict_single_dominant	HEAL-5-1-No	D19	Alnus viridis	7/8/25	15.1	724.8	Half	HEAL-5	ethanol	nodule	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87738 N	149.26297 W	20240723	Candidatus	Candidatus_Frankia_alpina	95.431	33.5034	0	1884
TALL-72-1-No|nifJ|consensus50|strict_single_dominant	TALL-72-1-No	D08	Alnus serrulata	4/8/25	11.25	540	Half	TALL-72	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Candidatus	Candidatus_Frankia_alpina	89.708	20.3798	0	953
TALL-72-2-No|nifJ|consensus50|strict_single_dominant	TALL-72-2-No	D08	Alnus serrulata	10/31/25	31.15	1495.2	Half	TALL-72	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Candidatus	Candidatus_Frankia_alpina	93.196	23.3277	0	1210
TALL-72-3-No|nifJ|consensus50|strict_single_dominant	TALL-72-3-No	D08	Alnus serrulata	10/30/25	6.36	305.28	Half	TALL-72	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Candidatus	Candidatus_Frankia_alpina	89.814	35.0624	0	1677
TALL-72-3-Rh|nifJ|consensus50|strict_single_dominant	TALL-72-3-Rh	D08	Alnus serrulata	10/30/25	2.96	142.08	Quarter	TALL-72	dry	rhizosphere	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Candidatus	Candidatus_Frankia_alpina	89.827	29.5351	0	1399
DEJU-48-No|nifJ|consensus50|strict_single_dominant	DEJU-48-No	D19	Alnus viridis	2/20/25	16.2	777.6	Half	DEJU-48	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_002	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	87.456	48.5828	0	2001
HARV-1-2-No|nifJ|consensus50|strict_single_dominant	HARV-1-2-No	D01	Comptonia peregrina	7/14/25	1.045	50.16	Quarter	HARV-1	dry	nodule	Myricaceae	HARV	Comptonia	actinorhizal	HARV_004	Worcester	MA	yes	42.42709	-72.22974	5/2/24	Candidatus	Candidatus_Frankia_alpina	86.179	52.2959	0	2104
JERC-26-5-No|nifJ|consensus50|strict_single_dominant	JERC-26-5-No	D03	Centrosema virginiana	10/2/24	5.77	276.96	Half	JERC-26	dry	nodule	Fabaceae	JERC	Centrosema	Phaseoleae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Candidatus	Candidatus_Frankia_alpina	87.039	52.2676	0	2182
HARV-1-2-Ro|nifJ|consensus50|strict_single_dominant	HARV-1-2-Ro	D01	Comptonia peregrina	7/14/25	2.145	102.96	Quarter	HARV-1	dry	root	Myricaceae	HARV	Comptonia	actinorhizal	HARV_004	Worcester	MA	yes	42.42709	-72.22974	5/2/24	Candidatus	Candidatus_Frankia_alpina	89.444	24.9717	0	1147
JERC-90-1-Rh|nifJ|consensus50|strict_single_dominant	JERC-90-1-Rh	D03	Ceanothus americanus	5/14/25	0.1575	7.56	Quarter	JERC-90	dry	rhizosphere	Rhamnaceae	JERC	Ceanothus	actinorhizal	JERC_050	Baker County	Georgia	yes	31.1963	-84.4678	20240625	Candidatus	Candidatus_Frankia_alpina	89.871	35.2608	0	1600
TALL-93-1-No|nifJ|consensus50|strict_single_dominant	TALL-93-1-No	D08	Alnus serrulata	7/15/25	0.1545	7.416	Quarter	TALL-93	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale County	AL	yes	32.910379	-87.420687	9/19/24	Candidatus	Candidatus_Frankia_alpina	89.865	35.7993	0	1624
DSNY-20-1-No|nifJ|consensus50|strict_single_dominant	DSNY-20-1-No	D03	Morella cerifera	9/25/24	8.035	385.68	Half	DSNY-MOCE-20	dry	nodule	Myricaceae	DSNY	Morella	actinorhizal	DSNY_009	Polk	Florida	yes	NA	NA	20240401	Candidatus	Candidatus_Frankia_alpina	91.545	52.2959	0	2614
DSNY-4-1-No|nifJ|consensus50|strict_single_dominant	DSNY-4-1-No	D03	Morella cerifera	8/14/24	29.25	1404	Half	DSNY-MOCE-4	dry	nodule	Myricaceae	DSNY	Morella	actinorhizal	DSNY_043	Osceola	Florida	yes	28.1232 N, -81.434871 W. WGS84.	NA	20240312	Candidatus	Candidatus_Frankia_alpina	91.914	21.0317	0	1085
OSBS-52-2-No|nifJ|consensus50|strict_single_dominant	OSBS-52-2-No	D03	Morella cerifera	3/6/25	4.69	225.12	Quarter	OSBS-52	dry	nodule	Myricaceae	OSBS	Morella	actinorhizal	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Candidatus	Candidatus_Frankia_alpina	91.142	26.559	0	1291
OAES-13-2-No|nifJ|consensus50|strict_single_dominant	OAES-13-2-No	D11	Ceanothus herbaceus	7/15/25	4.17	200.16	Quarter	OAES-13	ethanol	nodule	Rhamnaceae	OAES	Ceanothus	actinorhizal	OAES_005	Washita	OK	yes	35.39246	-99.10002	4/10/24	Candidatus	Candidatus_Frankia_alpina	92.611	17.2619	0	876
OSBS-52-3-No|nifJ|consensus50|strict_single_dominant	OSBS-52-3-No	D03	Morella cerifera	10/31/25	6.66	319.68	Half	OSBS-52	dry	nodule	Myricaceae	OSBS	Morella	actinorhizal	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Candidatus	Candidatus_Frankia_alpina	93.543	34.2404	0	1836
OSBS-52-5-No|nifJ|consensus50|strict_single_dominant	OSBS-52-5-No	D03	Morella cerifera	10/31/25	10.6	508.8	Half	OSBS-52	dry	nodule	Myricaceae	OSBS	Morella	actinorhizal	OSBS_004	Putnam	FL	yes	NA	NA	20240618	Candidatus	Candidatus_Frankia_alpina	91.304	29.9887	0	1469
OSBS-4-3-No|nifJ|consensus50|strict_single_dominant	OSBS-4-3-No	D03	Morella cerifera	8/14/24	9.745	467.76	Half	OSBS-MOCE-4	dry	nodule	Myricaceae	OSBS	Morella	actinorhizal	OSBS_048	Putnam	FL	yes	NA	NA	20240424	Candidatus	Candidatus_Frankia_alpina	95.088	24.2347	0	1347
TALL-92-2-Ro|nifJ|consensus50|strict_single_dominant	TALL-92-2-Ro	D08	Morella caroliniensis	7/14/25	2.42	116.16	Quarter	TALL-92	dry	root	Myricaceae	TALL	Morella	actinorhizal	TALL_030	Bibb County	AL	yes	32.954599	-87.403549	9/19/24	Candidatus	Candidatus_Frankia_alpina	91.251	25.5952	0	1262
TALL-90-2-Ro|nifJ|consensus50|strict_single_dominant	TALL-90-2-Ro	D08	Morella caroliniensis	7/14/25	3.42	164.16	Quarter	TALL-90	dry	root	Myricaceae	TALL	Morella	actinorhizal	TALL_032	Hale County	AL	yes	32.910379	-87.420687	9/19/24	Candidatus	Candidatus_Frankia_alpina	91.586	29.3084	0	1469
TALL-73-1-No|nifJ|consensus50|strict_single_dominant	TALL-73-1-No	D08	Morella cerifera	10/31/25	31.75	1524	Half	TALL-73	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_R_022	Bibb County	AL	yes	32.906455	-87.390317	9/4/24	Candidatus	Candidatus_Frankia_alpina	92.412	52.2959	0	2671
TALL-73-3-No|nifJ|consensus50|strict_single_dominant	TALL-73-3-No	D08	Morella cerifera	10/30/25	26.4	1267.2	Half	TALL-73	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_R_022	Bibb County	AL	yes	32.906455	-87.390317	9/4/24	Candidatus	Candidatus_Frankia_alpina	92.737	52.2959	0	2695
TALL-73-2-No|nifJ|consensus50|strict_single_dominant	TALL-73-2-No	D08	Morella cerifera	4/8/25	36.55	1754.4	Half	TALL-73	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_R_022	Bibb County	AL	yes	32.906455	-87.390317	9/4/24	Candidatus	Candidatus_Frankia_alpina	91.974	30.017	0	1485
TALL-8-1-No|nifJ|consensus50|strict_single_dominant	TALL-8-1-No	D08	Alnus serrulata	7/14/25	0.5345	25.656	Quarter	TALL-8	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_051	Bibb County	AL	yes	32.950269	-87.397402	2024-Apr-16	Candidatus	Candidatus_Frankia_alpina	89.707	30.017	0	1399
TALL-8-2-No|nifJ|consensus50|strict_single_dominant	TALL-8-2-No	D08	Alnus serrulata	3/28/25	0	0	Quarter	TALL-8	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_051	Bibb County	AL	yes	32.950269	-87.397402	2024-Apr-16	Candidatus	Candidatus_Frankia_alpina	90.654	30.3288	0	1502
TALL-8-3-No|nifJ|consensus50|strict_single_dominant	TALL-8-3-No	D08	Alnus serrulata	10/30/25	1.03	49.44	Quarter	TALL-8	dry	nodule	Betulaceae	TALL	Alnus	actinorhizal	TALL_051	Bibb County	AL	yes	32.950269	-87.397402	2024-Apr-16	Candidatus	Candidatus_Frankia_alpina	90.408	29.8469	0	1421
TALL-9-2-No|nifJ|consensus50|strict_single_dominant	TALL-9-2-No	D08	Morella cerifera	3/28/25	4.99	239.52	Quarter	TALL-9	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_058	Bibb County	AL	yes	32.946864	-87.396457	2024-Apr-29	Candidatus	Candidatus_Frankia_alpina	90.459	30.8957	0	1520
TALL-9-1-No|nifJ|consensus50|strict_single_dominant	TALL-9-1-No	D08	Morella cerifera	10/30/25	20.1	964.8	Half	TALL-9	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_058	Bibb County	AL	yes	32.946864	-87.396457	2024-Apr-29	Candidatus	Candidatus_Frankia_alpina	90.467	30.924	0	1524
TALL-9-3-Ro|nifJ|consensus50|strict_single_dominant	TALL-9-3-Ro	D08	Morella cerifera	7/14/25	8.905	427.44	Half	TALL-9	dry	root	Myricaceae	TALL	Morella	actinorhizal	TALL_058	Bibb County	AL	yes	32.946864	-87.396457	2024-Apr-29	Candidatus	Candidatus_Frankia_alpina	91.022	27.466	0	1345
TALL-82-1-No|nifJ|consensus50|strict_single_dominant	TALL-82-1-No	D08	Morella cerifera	10/30/25	3.065	147.12	Quarter	TALL-82	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_020	Hale County	AL	yes	32.95591	-87.42683	9/11/24	Candidatus	Candidatus_Frankia_alpina	92.125	29.8753	0	1561
TALL-90-3-No|nifJ|consensus50|strict_single_dominant	TALL-90-3-No	D08	Morella caroliniensis	10/30/25	8.92	428.16	Half	TALL-90	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_032	Hale County	AL	yes	32.910379	-87.420687	9/19/24	Candidatus	Candidatus_Frankia_alpina	94.205	34.2404	0	1912
TALL-72-2-Ro|nifJ|consensus50|strict_single_dominant	TALL-72-2-Ro	D08	Alnus serrulata	10/31/25	14.6	700.8	Half	TALL-72	dry	root	Betulaceae	TALL	Alnus	actinorhizal	TALL_032	Hale county	AL	yes	32.911661	-87.430302	9/4/24	Candidatus	Candidatus_Frankia_alpina	92.688	29.8469	0	1550
TALL-90-3-Ro|nifJ|consensus50|strict_single_dominant	TALL-90-3-Ro	D08	Morella caroliniensis	10/30/25	0	0	Quarter	TALL-90	dry	root	Myricaceae	TALL	Morella	actinorhizal	TALL_032	Hale County	AL	yes	32.910379	-87.420687	9/19/24	Candidatus	Candidatus_Frankia_alpina	99.133	19.6145	0	1245
OAES-30-3-Ro|nifJ|consensus50|strict_single_dominant	OAES-30-3-Ro	D11	Ceanothus herbaceus	7/15/25	0.307	14.736	Quarter	OAES-30	ethanol	root	Rhamnaceae	OAES	Ceanothus	actinorhizal	OAES_006_R	Washita	OK	yes	35.25165	-99.2881	4/23/24	Candidatus	Candidatus_Frankia_alpina	95.941	51.6723	0	3011
DEJU-5-2-Ro|nifJ|consensus50|strict_single_dominant	DEJU-5-2-Ro	D19	Alnus viridis	7/15/25	5.295	254.16	Half	DEJU-5	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_047	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	97.722	52.2676	0	3210
OSBS-44-1-No|nifJ|consensus50|strict_single_dominant	OSBS-44-1-No	D03	Pediomelum canescens	3/6/25	0	0	Quarter	OSBS-44	dry	nodule	Fabaceae	OSBS	Pediomelum	Psoraleeae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	Candidatus	Candidatus_Frankia_alpina	98.93	42.3753	0	2673
DEJU-17-2-Ro|nifJ|consensus50|strict_single_dominant	DEJU-17-2-Ro	D19	Alnus viridis	7/15/25	5.71	274.08	Half	DEJU-17	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_046	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	96.657	20.3515	0	1229
LENO-9-2-No|nifJ|consensus50|strict_single_dominant	LENO-9-2-No	D08	Amorpha fruticosa	2/5/25	16.6	796.8	Half	LENO-9	ethanol	nodule	Fabaceae	LENO	Amorpha	Amorpheae	LENO_002	Choctaw County	AL	yes	31.806911	-88.193998	7/2/24	Candidatus	Candidatus_Frankia_alpina	99.62	52.1825	0	3362
YELL-1-2-No|nifJ|consensus50|strict_single_dominant	YELL-1-2-No	D12	Lupinus sericieus	3/6/25	0.077	3.696	Quarter	YELL-1	ethanol	nodule	Fabaceae	YELL	Lupinus	Genisteae	YELL_004	Park County	WY	yes	44.962834	-110.593234	6/17/24	Candidatus	Candidatus_Frankia_alpina	98.697	52.2109	0	3301
YELL-1-2-Rh|nifJ|consensus50|strict_single_dominant	YELL-1-2-Rh	D12	Lupinus sericieus	3/6/25	0	0	Quarter	YELL-1	ethanol	rhizosphere	Fabaceae	YELL	Lupinus	Genisteae	YELL_004	Park County	WY	yes	44.962834	-110.593234	6/17/24	Candidatus	Candidatus_Frankia_alpina	98.006	29.8469	0	1860
MC-1|nifJ|consensus50|strict_single_dominant	MC-1	NA	ZymoBIOMICS mock community	3/19/25	100	2000	Half	Mock community	NA	Mock community	NA	Unknown	NA	NA	NA	NA	Unknown	0	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	99.674	52.2392	0	3371
HEAL-13-2-Ro|nifJ|consensus50|strict_single_dominant	HEAL-13-2-Ro	D19	Alnus viridis	7/8/25	5.885	282.48	Half	HEAL-13	ethanol	root	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_001	Denali Borough	Alaska	yes	63.88839 N	149.20410 W	20240725	Candidatus	Candidatus_Frankia_alpina	99.675	52.3243	0	3376
DEJU-24-1-Rh|nifJ|consensus50|strict_single_dominant	DEJU-24-1-Rh	D19	Alnus viridis	4/10/25	0	0	Quarter	DEJU-24	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_046	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	98.585	52.0975	0	3284
DEJU-6-2-No|nifJ|consensus50|strict_single_dominant	DEJU-6-2-No	D19	Alnus viridis	7/15/25	1.715	82.32	Quarter	DEJU-6	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_047	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	99.674	52.1825	0	3367
DEJU-29-1-Rh|nifJ|consensus50|strict_single_dominant	DEJU-29-1-Rh	D19	Alnus viridis	4/15/25	0.3895	18.696	Quarter	DEJU-29	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	99.675	52.3243	0	3376
DEJU-55-Ro|nifJ|consensus50|strict_single_dominant	DEJU-55-Ro	D19	Alnus viridis	5/23/25	4.515	216.72	Quarter	DEJU-55	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	99.674	52.2392	0	3371
BONA-10-Rh|nifJ|consensus50|strict_single_dominant	BONA-10-Rh	D19	Alnus viridis	3/6/25	0	0	Quarter	BONA-10	ethanol	rhizosphere	Betulaceae	BONA	Alnus	actinorhizal	BONA_003	NA	Alaska	yes	NA	NA	20240909	Candidatus	Candidatus_Frankia_alpina	98.643	52.2109	0	3299
BONA-14-Ro|nifJ|consensus50|strict_single_dominant	BONA-14-Ro	D19	Alnus viridis	3/6/25	3.14	150.72	Quarter	BONA-14	ethanol	root	Betulaceae	BONA	Alnus	actinorhizal	BONA_003	NA	Alaska	yes	NA	NA	20240909	Candidatus	Candidatus_Frankia_alpina	97.662	52.1259	0	3212
LAJA-22-2-Ro|nifJ|consensus50|strict_single_dominant	LAJA-22-2-Ro	D04	Desmanthus pernambucanus	3/19/25	1.175	56.4	Quarter	LAJA-22	dry	root	Fabaceae	LAJA	Desmanthus	Mimosoideae	LAJA_023	LAJA	P.R	yes	18.03577	-67.06951	10/7/24	Candidatus	Candidatus_Frankia_alpina	99.075	52.0692	0	3317
LAJA-21-1-Ro|nifJ|consensus50|strict_single_dominant	LAJA-21-1-Ro	D04	Aeschynomene americana	3/19/25	0	0	Quarter	LAJA-21	dry	root	Fabaceae	LAJA	Aeschynomene	Dalbergieae	LAJA_023	LAJA	P.R	yes	18.03581	-67.0696	10/7/24	Candidatus	Candidatus_Frankia_alpina	98.699	52.2959	0	3306
BONA-10-Ro|nifJ|consensus50|strict_single_dominant	BONA-10-Ro	D19	Alnus viridis	3/6/25	2.915	139.92	Quarter	BONA-10	ethanol	root	Betulaceae	BONA	Alnus	actinorhizal	BONA_003	NA	Alaska	yes	NA	NA	20240909	Candidatus	Candidatus_Frankia_alpina	99.843	18.0272	0	1170
DEJU-58-Ro|nifJ|consensus50|strict_single_dominant	DEJU-58-Ro	D19	Alnus viridis	4/15/25	1.08	51.84	Quarter	DEJU-58	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	Candidatus	Candidatus_Frankia_alpina	99.775	25.1984	0	1631
DSNY-78-1-No|nifJ|consensus50|strict_single_dominant	DSNY-78-1-No	D03	Sesbania herbacea	3/3/25	9.14	438.72	Half	DSNY-78	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_010	Polk	Florida	yes	28.1137669	-81.4352667	20240904	Candidatus	Candidatus_Frankia_alpina	99.619	52.0125	0	3352
