tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
SCBI-12-1-No|nodL|consensus50|strict_single_dominant	SCBI-12-1-No	D02	Amphicarpaea bracteata	4/24/25	0.4335	20.808	Quarter	SCBI-12	ethanol	nodule	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-011	Warren	VA	yes	38.878901	-78.139749	7/10/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.433	86.4379	0	961
SCBI-4-1-Rh|nodL|consensus50|strict_single_dominant	SCBI-4-1-Rh	D02	Amphicarpaea bracteata	4/23/25	0	0	Quarter	SCBI-4	ethanol	rhizosphere	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-047	Warren	VA	yes	38.894252	-78.137193	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.817	89.0523	0	1002
TALL-74-3-No|nodL|consensus50|strict_single_dominant	TALL-74-3-No	D08	Desmodium viridiflorum	4/8/25	0.2585	12.408	Quarter	TALL-74	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_005	Hale County	AL	yes	32.896946	-87.397281	9/4/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.819	90.1961	0	1014
OAES-2-1-No|nodL|consensus50|strict_single_dominant	OAES-2-1-No	D11	Medicago minima	6/25/24	2.38	114.24	Quarter	OAES-2	ethanol	nodule	Fabaceae	OAES	Medicago	Trifolieae	OAES_055_T	Washita	OK	no	35.41368	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	90.1961	0	1020
OSBS-106-1-Ro|nodL|consensus50|strict_single_dominant	OSBS-106-1-Ro	D03	Lespedeza hirta	4/15/25	0.1815	8.712	Quarter	OSBS-106	dry	root	Fabaceae	OSBS	Lespedeza	Desmodieae	OSBS_070	Putnam	Fl	yes	NA	NA	20241008	Sinorhizobium	Sinorhizobium_meliloti_Rm41	100	90.1961	0	1020
LAJA-25-1-No|nodL|consensus50|strict_single_dominant	LAJA-25-1-No	D04	Desmodium incanum	4/4/25	2.14	102.72	Quarter	LAJA-25	dry	nodule	Fabaceae	LAJA	Desmodium	Desmodieae	LAJA_026	LAJA	P.R	yes	18.03547	-67.06755	11/13/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	100	89.2157	0	1009
CPER-2-Ro|nodL|consensus50|strict_single_dominant	CPER-2-Ro	D10	Melilotus officinalis	4/24/25	0.0745	3.576	Quarter	CPER-2	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	100	90.1961	0	1020
TALL-24-2-No|nodL|consensus50|strict_single_dominant	TALL-24-2-No	D08	Strophostyles umbellata	4/8/25	0.0925	4.44	Quarter	TALL-24	dry	nodule	Fabaceae	TALL	Strophostyles	Phaseoleae	TALL_006	Hale County	AL	yes	32.90006	-87.44547	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	100	90.1961	0	1020
CPER-4-No|nodL|consensus50|strict_single_dominant	CPER-4-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-4	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	100	90.1961	0	1020
NOGP-3-2-Rh|nodL|consensus50|strict_single_dominant	NOGP-3-2-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.819	90.1961	0	1014
BLAN-1-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-1-1-Ro	D02	Trifolium repens	4/23/25	0.053	2.544	Quarter	BLAN-1	ethanol	root	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.819	90.1961	0	1014
WOOD-5-1-Ro|nodL|consensus50|strict_single_dominant	WOOD-5-1-Ro	D09	Dalea candida	4/24/25	0	0	Quarter	WOOD-5	ethanol	root	Fabaceae	WOOD	Dalea	Amorpheae	BARR_027	Stutsman	ND	yes	47.13	99.24	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.819	90.1961	0	1014
CPER-3-1-Rh|nodL|consensus50|strict_single_dominant	CPER-3-1-Rh	D10	Melilotus officinalis	5/23/25	0.093	4.464	Quarter	CPER-3	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.819	90.1961	0	1014
BLAN-3-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-3-1-Ro	D02	Kummerowia striata	4/23/25	0.0685	3.288	Quarter	BLAN-3	ethanol	root	Fabaceae	BLAN	Kummerowia	Desmodieae	BLAN_020	Clarke	VA	no	39.100957	-77.980777	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	98.37	90.1961	0	970
NIWO-1-No|nodL|consensus50|strict_single_dominant	NIWO-1-No	D13	Lupinus argenteus	5/23/25	0	0	Quarter	NIWO-1	NA	nodule	Fabaceae	NIWO	Lupinus	Genisteae	NIWO_017	Boulder	CO	yes	NA	NA	7/31/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.076	88.3987	0	972
BLAN-2-1-No|nodL|consensus50|strict_single_dominant	BLAN-2-1-No	D02	Desmodium sp.	4/23/25	3.94	189.12	Quarter	BLAN-2	ethanol	nodule	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.635	89.5425	0	1002
SCBI-2-1-No|nodL|consensus50|strict_single_dominant	SCBI-2-1-No	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-2	ethanol	nodule	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	NA	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.638	90.1961	0	1009
CPER-4-Ro|nodL|consensus50|strict_single_dominant	CPER-4-Ro	D10	Melilotus officinalis	5/23/25	0.571	27.408	Quarter	CPER-4	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_kummerowiae_(Ensifer_kummerowiae)	100	90.1961	0	1020
BLAN-2-1-Rh|nodL|consensus50|strict_single_dominant	BLAN-2-1-Rh	D02	Desmodium sp.	4/23/25	0	0	Quarter	BLAN-2	ethanol	rhizosphere	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	90.1961	0	1014
WOOD-7-1-Rh|nodL|consensus50|strict_single_dominant	WOOD-7-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-7	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	90.1961	0	1014
WOOD-8-Ro|nodL|consensus50|strict_single_dominant	WOOD-8-Ro	D09	Medicago lupulina	4/24/25	1.675	80.4	Quarter	WOOD-8	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	90.1961	0	1014
WOOD-5-1-Rh|nodL|consensus50|strict_single_dominant	WOOD-5-1-Rh	D09	Dalea candida	4/24/25	0	0	Quarter	WOOD-5	ethanol	rhizosphere	Fabaceae	WOOD	Dalea	Amorpheae	BARR_027	Stutsman	ND	yes	47.13	99.24	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	90.1961	0	1014
WOOD-10-1-Rh|nodL|consensus50|strict_single_dominant	WOOD-10-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	90.1961	0	1014
CPER-2-Rh|nodL|consensus50|strict_single_dominant	CPER-2-Rh	D10	Melilotus officinalis	4/24/25	0	0	Quarter	CPER-2	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
WOOD-9-Rh|nodL|consensus50|strict_single_dominant	WOOD-9-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-9	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12498	99.23862	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.913	90.1961	0	987
OAES-23-1-Rh|nodL|consensus50|strict_single_dominant	OAES-23-1-Rh	D11	Astragalus lotiflorus	6/4/24	0	0	Quarter	OAES-23	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.814	88.0719	0	990
WOOD-8-Rh|nodL|consensus50|strict_single_dominant	WOOD-8-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-8	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.813	87.5817	0	985
CLBJ-26-1-Rh|nodL|consensus50|strict_single_dominant	CLBJ-26-1-Rh	D11	Strophostyles leiosperma	9/18/24	0	0	Quarter	CLBJ-26	ethanol	rhizosphere	Fabaceae	CLBJ	Strophostyles	Phaseoleae	CLBJ_035_R	Wise	TX	yes	33.32974	-97.5792	6/4/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	95.471	90.1961	0	881
DSNY-13-1-Rh|nodL|consensus50|strict_single_dominant	DSNY-13-1-Rh	D03	Crotalaria pallida var. obovata	8/19/24	0.228	10.944	Quarter	DSNY-CRPA-13	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	90.1961	0	998
JERC-RHTO-58-1-Ro|nodL|consensus50|strict_single_dominant	JERC-RHTO-58-1-Ro	D03	Rhynchosia tomentosa	12/4/24	0	0	Quarter	JERC-58	dry	root	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.558	90.1961	0	915
OAES-9-1-Rh|nodL|consensus50|strict_single_dominant	OAES-9-1-Rh	D11	Astragalus missouriensis	7/9/24	0.505	24.24	Quarter	OAES-9	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_044_T	Washita	OK	yes	35.24131	-99.33629	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.732	90.1961	0	981
OAES-15-No|nodL|consensus50|strict_single_dominant	OAES-15-No	D11	Astragalus crassicarpus var. crassicarpus	8/19/24	0.0855	4.104	Quarter	OAES-15	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41182	-99.07327	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.457	90.1961	0	1003
OAES-15-Rh|nodL|consensus50|strict_single_dominant	OAES-15-Rh	D11	Astragalus crassicarpus var. crassicarpus	8/19/24	0.133	6.384	Quarter	OAES-15	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41182	-99.07327	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.451	89.2157	0	994
DSNY-15-1-Ro|nodL|consensus50|strict_single_dominant	DSNY-15-1-Ro	D03	Morella cerifera	8/19/24	1.0595	50.856	Quarter	DSNY-MOCE-15	dry	root	Myricaceae	DSNY	Morella	actinorhizal	DSNY _042	Osceola	Florida	yes	NA	NA	20240401	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
OAES-36-3-Rh|nodL|consensus50|strict_single_dominant	OAES-36-3-Rh	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
KONZ-1-Ro|nodL|consensus50|strict_single_dominant	KONZ-1-Ro	D06	Lespedeza capitata	8/29/24	0.873	41.904	Quarter	KONZ-1	dry	root	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_046	Riley	KS	yes	39.103	-96.56374	20240703	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
JORN-3-1-Rh|nodL|consensus50|strict_single_dominant	JORN-3-1-Rh	D14	Dalea nana	8/19/24	0.173	8.304	Quarter	JORN-3	dry	rhizosphere	Fabaceae	JORN	Dalea	Amorpheae	JORN_044	Dona Ana	New Mexico	yes	32.35367	-106.50498	4/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
NOGP-5-2-Rh|nodL|consensus50|strict_single_dominant	NOGP-5-2-Rh	D09	Medicago lupulina	5/2/25	0.159	7.632	Quarter	NOGP-5	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
JERC-2-1-Ro|nodL|consensus50|strict_single_dominant	JERC-2-1-Ro	D03	Vicia sativa	7/15/24	1.215	58.32	Quarter	JERC-VISA-2	dry	root	Fabaceae	JERC	Vicia	Fabeae	JERC_012	Baker County	Georgia	no	31.189973	-84.446402	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
OAES-13-1-Rh|nodL|consensus50|strict_single_dominant	OAES-13-1-Rh	D11	Ceanothus herbaceus	8/19/24	0.1	4.8	Quarter	OAES-13	ethanol	rhizosphere	Rhamnaceae	OAES	Ceanothus	actinorhizal	OAES_005	Washita	OK	yes	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
OAES-14-1-Ro|nodL|consensus50|strict_single_dominant	OAES-14-1-Ro	D11	Melilotus officinalis	8/19/24	0.5675	27.24	Quarter	OAES-14	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
OAES-14-1-No|nodL|consensus50|strict_single_dominant	OAES-14-1-No	D11	Melilotus officinalis	8/19/24	2.005	96.24	Quarter	OAES-14	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	90.1961	0	1009
CLBJ-35-1-No|nodL|consensus50|strict_single_dominant	CLBJ-35-1-No	D11	Rhynchosia latifolia	2/26/25	0	0	Quarter	CLBJ-35	ethanol	nodule	Fabaceae	CLBJ	Rhynchosia	Phaseoleae	CLBJ_036_R	Wise	TX	yes	33.397578	-97.57995	6/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.464	90.1961	0	942
DEJU-63-Rh|nodL|consensus50|strict_single_dominant	DEJU-63-Rh	D19	Lupinus arcticus	4/15/25	0	0	Quarter	DEJU-63	ethanol	rhizosphere	Fabaceae	DEJU	Lupinus	Genisteae	DEJU_045	NA	Unknown	yes	NA	NA	NA	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.551	90.1961	0	976
RMNP-1-Rh|nodL|consensus50|strict_single_dominant	RMNP-1-Rh	D10	Thermopsis divaricarpa	4/24/25	0	0	Quarter	RMNP-1	dry	rhizosphere	Fabaceae	RMNP	Thermopsis	Sophoreae	RMNP_019	Boulder	CO	yes	NA	NA	7/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.732	90.1961	0	981
YELL-5-3-Rh|nodL|consensus50|strict_single_dominant	YELL-5-3-Rh	D12	Astragalus miser	4/4/25	0	0	Quarter	YELL-5	ethanol	rhizosphere	Fabaceae	YELL	Astragalus	Galegeae	YELL_016	Park County	WY	yes	NA	NA	7/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.701	88.0719	0	957
JERC-131-Rh|nodL|consensus50|strict_single_dominant	JERC-131-Rh	D03	Dalea carnea	4/8/25	0	0	Quarter	JERC-131	dry	rhizosphere	Fabaceae	JERC	Dalea	Amorpheae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.776	80.0654	0	872
JERC-132-3-Rh|nodL|consensus50|strict_single_dominant	JERC-132-3-Rh	D03	Desmodium marilandicum	4/8/25	0	0	Quarter	JERC-132	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.074	88.2353	0	970
TALL-18-1-Rh|nodL|consensus50|strict_single_dominant	TALL-18-1-Rh	D08	Desmodium viridiflorum	4/8/25	0	0	Quarter	TALL-18	ethanol	rhizosphere	Fabaceae	TALL	Desmodium	Desmodieae	TALL_047	Bibb County	AL	yes	32.951506	-87.398919	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.094	90.1961	0	992
JERC-154-No|nodL|consensus50|strict_single_dominant	JERC-154-No	D03	Clitoria mariana	2/27/25	0	0	Quarter	JERC-154	dry	nodule	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.377	90.1961	0	933
JERC-154-Rh|nodL|consensus50|strict_single_dominant	JERC-154-Rh	D03	Clitoria mariana	2/27/25	0	0	Quarter	JERC-154	dry	rhizosphere	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.899	89.0523	0	974
OSBS-35-2-Rh|nodL|consensus50|strict_single_dominant	OSBS-35-2-Rh	D03	Chapmannia floridana	2/26/25	0.054	2.592	Quarter	OSBS-35	dry	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.204	81.8627	0	880
TALL-24-2-Rh|nodL|consensus50|strict_single_dominant	TALL-24-2-Rh	D08	Strophostyles umbellata	4/8/25	0	0	Quarter	TALL-24	dry	rhizosphere	Fabaceae	TALL	Strophostyles	Phaseoleae	TALL_006	Hale County	AL	yes	32.90006	-87.44547	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.732	90.1961	0	981
OSBS-110-1-Rh|nodL|consensus50|strict_single_dominant	OSBS-110-1-Rh	D03	Crotalaria incana	2/26/25	0.054	2.592	Quarter	OSBS-110	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_062	Putnam	FL	yes	NA	NA	20241202	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.901	85.6209	0	917
HEAL-5-2-Rh|nodL|consensus50|strict_single_dominant	HEAL-5-2-Rh	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-5	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87738 N	149.26297 W	20240723	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.71	50.6536	4.179999999999999e-159	551
TOOL-35-1-Rh|nodL|consensus50|strict_single_dominant	TOOL-35-1-Rh	D18	Dryas octopetala	5/23/25	0	0	Quarter	TOOL-35	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.464	90.1961	0	959
NOGP-1-1-Rh|nodL|consensus50|strict_single_dominant	NOGP-1-1-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	90.1961	0	998
JERC-204-1-No|nodL|consensus50|strict_single_dominant	JERC-204-1-No	D03	Lespedeza stuevei	4/8/25	0	0	Quarter	JERC-204	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_005	Baker County	Georgia	yes	NA	NA	20241029	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.208	84.6405	0	833
OAES-27-2-Ro|nodL|consensus50|strict_single_dominant	OAES-27-2-Ro	D11	Oxytropis lambertii	6/10/24	0	0	Quarter	OAES-27	ethanol	root	Fabaceae	OAES	Oxytropis	Galegeae	OAES_006_R	Washita	OK	yes	35.420259	-99.048669	4/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.913	90.1961	0	987
ORNL-14-1-Ro|nodL|consensus50|strict_single_dominant	ORNL-14-1-Ro	D07	Medicago lupulina	2/25/24	0	0	Quarter	ORNL-14	dry	root	Fabaceae	ORNL	Medicago	Trifolieae	ORNL_047	Anderson	TN	no	35.952222	-84.219444	7/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.37	90.1961	0	977
NOGP-7-2-No|nodL|consensus50|strict_single_dominant	NOGP-7-2-No	D09	Amorpha canescens	5/2/25	0	0	Quarter	NOGP-7	dry	nodule	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.99	80.8824	0	887
