gene	tree_set	alignment_file	prefix	treefile	contree	iqtree_report	log	input_alignment_sequences	alignment_length	iqtree_taxa_or_tips	best_model	tree_length	final_bootstrap_correlation	bootstrap_status	treefile_exists	contree_exists	iqtree_report_exists	log_exists	tree_set_label	gene_group
nolG	strict	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/02_alignment/nolG_consensus50_strict_single_dominant.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/03_tree_strict_nm5000/nolG_consensus50_strict_single_dominant_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/03_tree_strict_nm5000/nolG_consensus50_strict_single_dominant_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/03_tree_strict_nm5000/nolG_consensus50_strict_single_dominant_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/03_tree_strict_nm5000/nolG_consensus50_strict_single_dominant_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/03_tree_strict_nm5000/nolG_consensus50_strict_single_dominant_nm5000.log	201	3198	176	TPM3u+F+R4	0.17	0.992	converged	TRUE	TRUE	TRUE	TRUE	Strict single-dominant	nod/nol/noe
nolG	iupac	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/02_alignment/nolG_consensus50_iupac_all_pass.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/04_tree_iupac_nm5000/nolG_consensus50_iupac_all_pass_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/04_tree_iupac_nm5000/nolG_consensus50_iupac_all_pass_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/04_tree_iupac_nm5000/nolG_consensus50_iupac_all_pass_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/04_tree_iupac_nm5000/nolG_consensus50_iupac_all_pass_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolG/04_tree_iupac_nm5000/nolG_consensus50_iupac_all_pass_nm5000.log	229	3198	218	TIM3+F+I+G4	0.162	0.915	not_converged	TRUE	TRUE	TRUE	TRUE	Mixed-IUPAC	nod/nol/noe
nolF	strict	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/02_alignment/nolF_consensus50_strict_single_dominant.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/03_tree_strict_nm5000/nolF_consensus50_strict_single_dominant_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/03_tree_strict_nm5000/nolF_consensus50_strict_single_dominant_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/03_tree_strict_nm5000/nolF_consensus50_strict_single_dominant_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/03_tree_strict_nm5000/nolF_consensus50_strict_single_dominant_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/03_tree_strict_nm5000/nolF_consensus50_strict_single_dominant_nm5000.log	208	1110	176	HKY+F+R3	0.181	0.991	converged	TRUE	TRUE	TRUE	TRUE	Strict single-dominant	nod/nol/noe
nolF	iupac	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/02_alignment/nolF_consensus50_iupac_all_pass.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/04_tree_iupac_nm5000/nolF_consensus50_iupac_all_pass_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/04_tree_iupac_nm5000/nolF_consensus50_iupac_all_pass_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/04_tree_iupac_nm5000/nolF_consensus50_iupac_all_pass_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/04_tree_iupac_nm5000/nolF_consensus50_iupac_all_pass_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nolF/04_tree_iupac_nm5000/nolF_consensus50_iupac_all_pass_nm5000.log	209	1110	202	HKY+F+I+G4	0.112	0.975	not_converged	TRUE	TRUE	TRUE	TRUE	Mixed-IUPAC	nod/nol/noe
noeA	strict	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/02_alignment/noeA_consensus50_strict_single_dominant.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/03_tree_strict_nm5000/noeA_consensus50_strict_single_dominant_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/03_tree_strict_nm5000/noeA_consensus50_strict_single_dominant_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/03_tree_strict_nm5000/noeA_consensus50_strict_single_dominant_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/03_tree_strict_nm5000/noeA_consensus50_strict_single_dominant_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/03_tree_strict_nm5000/noeA_consensus50_strict_single_dominant_nm5000.log	193	1431	176	HKY+I+G4	0.11	0.991	converged	TRUE	TRUE	TRUE	TRUE	Strict single-dominant	nod/nol/noe
noeA	iupac	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/02_alignment/noeA_consensus50_iupac_all_pass.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/04_tree_iupac_nm5000/noeA_consensus50_iupac_all_pass_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/04_tree_iupac_nm5000/noeA_consensus50_iupac_all_pass_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/04_tree_iupac_nm5000/noeA_consensus50_iupac_all_pass_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/04_tree_iupac_nm5000/noeA_consensus50_iupac_all_pass_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/04_tree_iupac_nm5000/noeA_consensus50_iupac_all_pass_nm5000.log	195	1431	194	HKY+I	0.076	0.993	converged	TRUE	TRUE	TRUE	TRUE	Mixed-IUPAC	nod/nol/noe
noeB	strict	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/02_alignment/noeB_consensus50_strict_single_dominant.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/03_tree_strict_nm5000/noeB_consensus50_strict_single_dominant_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/03_tree_strict_nm5000/noeB_consensus50_strict_single_dominant_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/03_tree_strict_nm5000/noeB_consensus50_strict_single_dominant_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/03_tree_strict_nm5000/noeB_consensus50_strict_single_dominant_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/03_tree_strict_nm5000/noeB_consensus50_strict_single_dominant_nm5000.log	132	1674	105	TPM3u+I+G4	0.248	0.994	converged	TRUE	TRUE	TRUE	TRUE	Strict single-dominant	nod/nol/noe
noeB	iupac	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/02_alignment/noeB_consensus50_iupac_all_pass.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/04_tree_iupac_nm5000/noeB_consensus50_iupac_all_pass_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/04_tree_iupac_nm5000/noeB_consensus50_iupac_all_pass_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/04_tree_iupac_nm5000/noeB_consensus50_iupac_all_pass_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/04_tree_iupac_nm5000/noeB_consensus50_iupac_all_pass_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeB/04_tree_iupac_nm5000/noeB_consensus50_iupac_all_pass_nm5000.log	149	1674	134	TPM3u+I+G4	0.207	0.991	converged	TRUE	TRUE	TRUE	TRUE	Mixed-IUPAC	nod/nol/noe
nodX	strict	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/02_alignment/nodX_consensus50_strict_single_dominant.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/03_tree_strict_nm5000/nodX_consensus50_strict_single_dominant_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/03_tree_strict_nm5000/nodX_consensus50_strict_single_dominant_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/03_tree_strict_nm5000/nodX_consensus50_strict_single_dominant_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/03_tree_strict_nm5000/nodX_consensus50_strict_single_dominant_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/03_tree_strict_nm5000/nodX_consensus50_strict_single_dominant_nm5000.log	129	1121	102	HKY+F+R3	0.358	0.996	converged	TRUE	TRUE	TRUE	TRUE	Strict single-dominant	nod/nol/noe
nodX	iupac	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/02_alignment/nodX_consensus50_iupac_all_pass.mafft.fasta	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/04_tree_iupac_nm5000/nodX_consensus50_iupac_all_pass_nm5000	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/04_tree_iupac_nm5000/nodX_consensus50_iupac_all_pass_nm5000.treefile	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/04_tree_iupac_nm5000/nodX_consensus50_iupac_all_pass_nm5000.contree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/04_tree_iupac_nm5000/nodX_consensus50_iupac_all_pass_nm5000.iqtree	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodX/04_tree_iupac_nm5000/nodX_consensus50_iupac_all_pass_nm5000.log	133	1121	109	HKY+F+R3	0.319	0.992	converged	TRUE	TRUE	TRUE	TRUE	Mixed-IUPAC	nod/nol/noe
