tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
TALL-18-1-Rh|nifK|consensus50|strict_single_dominant	TALL-18-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.437	847	54.9287	0	1131	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TALL-18-1-Rh|nifK|consensus50|strict_single_dominant	TALL-18-1-Rh	D08	Desmodium viridiflorum	4/8/25	0	0	Quarter	TALL-18	ethanol	rhizosphere	Fabaceae	TALL	Desmodium	Desmodieae	TALL_047	Bibb County	AL	yes	32.951506	-87.398919	8/21/24	rhizosphere	Desmodium	Desmodieae	yes
CLBJ-46-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-46-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.457	1428	92.607	0	1967	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-46-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-46-1-Ro	D11	Galactia volubilis	4/10/25	0	0	Quarter	CLBJ-46	ethanol	root	Fabaceae	CLBJ	Galactia	Diocleae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	root	Galactia	Diocleae	yes
JERC-CRJU-86-1-No|nifK|consensus50|strict_single_dominant	JERC-CRJU-86-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.873	683	44.2931	0	850	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-CRJU-86-1-No|nifK|consensus50|strict_single_dominant	JERC-CRJU-86-1-No	D03	Crotalaria juncea	5/14/25	1.295	62.16	Quarter	JERC-CRJU-86	dry	nodule	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_030R	Baker County	Georgia	no	31.18563333	-84.4785	20240624	nodule	Crotalaria	Crotalarieae	no
DSNY-85-1-Rh|nifK|consensus50|strict_single_dominant	DSNY-85-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.574	774	50.1946	0	1210	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-85-1-Rh|nifK|consensus50|strict_single_dominant	DSNY-85-1-Rh	D03	Desmodium triflorum	4/4/25	0	0	Quarter	DSNY-85	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	rhizosphere	Desmodium	Desmodieae	yes
SCBI-1-1-Rh|nifK|consensus50|strict_single_dominant	SCBI-1-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.474	1425	92.4125	0	2170	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-1-1-Rh|nifK|consensus50|strict_single_dominant	SCBI-1-1-Rh	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-1	ethanol	rhizosphere	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	rhizosphere	Lespedeza	Desmodieae	no
NOGP-3-2-Rh|nifK|consensus50|strict_single_dominant	NOGP-3-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.416	1379	89.4293	0	2139	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-3-2-Rh|nifK|consensus50|strict_single_dominant	NOGP-3-2-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	rhizosphere	Medicago	Trifolieae	no
CLBJ-40-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-40-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.756	1474	95.5901	0	1927	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-40-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-40-1-Ro	D11	Lespedeza cuneata	4/10/25	0	0	Quarter	CLBJ-40	ethanol	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	root	Lespedeza	Desmodieae	no
JERC-136-No|nifK|consensus50|strict_single_dominant	JERC-136-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.314	1262	81.8418	0	1849	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-136-No|nifK|consensus50|strict_single_dominant	JERC-136-No	D03	Stylosanthes biflora	4/8/25	0	0	Quarter	JERC-136	dry	nodule	Fabaceae	JERC	Stylosanthes	Dalbergieae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	nodule	Stylosanthes	Dalbergieae	yes
DCFS-7-1-No|nifK|consensus50|strict_single_dominant	DCFS-7-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.472	1501	97.3411	0	2074	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DCFS-7-1-No|nifK|consensus50|strict_single_dominant	DCFS-7-1-No	D09	Amorpha canescens	4/23/25	0	0	Quarter	DCFS-7	dry	nodule	Fabaceae	DCFS	Amorpha	Amorpheae	DCFS_067	Stutsman	ND	yes	47.16096	99.11051	6/20/24	nodule	Amorpha	Amorpheae	yes
JERC-154-No|nifK|consensus50|strict_single_dominant	JERC-154-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.308	891	57.7821	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-154-No|nifK|consensus50|strict_single_dominant	JERC-154-No	D03	Clitoria mariana	2/27/25	0	0	Quarter	JERC-154	dry	nodule	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	nodule	Clitoria	Phaseoleae	yes
TOOL-8-Rh|nifK|consensus50|strict_single_dominant	TOOL-8-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.405	1466	95.0713	0	2019	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TOOL-8-Rh|nifK|consensus50|strict_single_dominant	TOOL-8-Rh	D18	Astragalus umbellatus	4/24/25	0	0	Quarter	TOOL-8	ethanol	rhizosphere	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	rhizosphere	Astragalus	Galegeae	yes
NOGP-7-2-Rh|nifK|consensus50|strict_single_dominant	NOGP-7-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QND30486.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.436	716	46.4332	0	1074	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-7-2-Rh|nifK|consensus50|strict_single_dominant	NOGP-7-2-Rh	D09	Amorpha canescens	5/2/25	0	0	Quarter	NOGP-7	dry	rhizosphere	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	rhizosphere	Amorpha	Amorpheae	yes
NOGP-4-1-Rh|nifK|consensus50|strict_single_dominant	NOGP-4-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.436	1330	86.2516	0	2104	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-4-1-Rh|nifK|consensus50|strict_single_dominant	NOGP-4-1-Rh	D09	Medicago lupulina	5/2/25	0	0	Quarter	NOGP-4	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	rhizosphere	Medicago	Trifolieae	no
WOOD-12-Ro|nifK|consensus50|strict_single_dominant	WOOD-12-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.686	776	50.3243	0	1190	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	WOOD-12-Ro|nifK|consensus50|strict_single_dominant	WOOD-12-Ro	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	root	Medicago	Trifolieae	no
CLBJ-45-2-Ro|nifK|consensus50|strict_single_dominant	CLBJ-45-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.631	1473	95.5253	0	2012	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-45-2-Ro|nifK|consensus50|strict_single_dominant	CLBJ-45-2-Ro	D11	Lespedeza virginica	2/19/25	1.89	90.72	Quarter	CLBJ-45	dry	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	root	Lespedeza	Desmodieae	yes
JERC-157-2-Rh|nifK|consensus50|strict_single_dominant	JERC-157-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.513	707	45.8495	0	985	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-157-2-Rh|nifK|consensus50|strict_single_dominant	JERC-157-2-Rh	D03	Chamaecrista fasciculata	2/26/25	0	0	Quarter	JERC-157	dry	rhizosphere	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	rhizosphere	Chamaecrista	Cassieae	yes
