tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
SCBI-12-1-No|nodL|consensus50|strict_single_dominant	SCBI-12-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.433	529	86.4379	0	961	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-12-1-No|nodL|consensus50|strict_single_dominant	SCBI-12-1-No	D02	Amphicarpaea bracteata	4/24/25	0.4335	20.808	Quarter	SCBI-12	ethanol	nodule	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-011	Warren	VA	yes	38.878901	-78.139749	7/10/24	nodule	Amphicarpaea	Phaseoleae	yes
SCBI-4-1-Rh|nodL|consensus50|strict_single_dominant	SCBI-4-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.817	545	89.0523	0	1002	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-4-1-Rh|nodL|consensus50|strict_single_dominant	SCBI-4-1-Rh	D02	Amphicarpaea bracteata	4/23/25	0	0	Quarter	SCBI-4	ethanol	rhizosphere	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-047	Warren	VA	yes	38.894252	-78.137193	6/26/24	rhizosphere	Amphicarpaea	Phaseoleae	yes
TALL-74-3-No|nodL|consensus50|strict_single_dominant	TALL-74-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.819	552	90.1961	0	1014	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TALL-74-3-No|nodL|consensus50|strict_single_dominant	TALL-74-3-No	D08	Desmodium viridiflorum	4/8/25	0.2585	12.408	Quarter	TALL-74	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_005	Hale County	AL	yes	32.896946	-87.397281	9/4/24	nodule	Desmodium	Desmodieae	yes
OAES-2-1-No|nodL|consensus50|strict_single_dominant	OAES-2-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nodL|Sinorhizobium_meliloti_(Rhizobium_meliloti)|AAC44090.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	552	90.1961	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-2-1-No|nodL|consensus50|strict_single_dominant	OAES-2-1-No	D11	Medicago minima	6/25/24	2.38	114.24	Quarter	OAES-2	ethanol	nodule	Fabaceae	OAES	Medicago	Trifolieae	OAES_055_T	Washita	OK	no	35.41368	-99.05573	3/27/24	nodule	Medicago	Trifolieae	no
OSBS-106-1-Ro|nodL|consensus50|strict_single_dominant	OSBS-106-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	100	552	90.1961	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OSBS-106-1-Ro|nodL|consensus50|strict_single_dominant	OSBS-106-1-Ro	D03	Lespedeza hirta	4/15/25	0.1815	8.712	Quarter	OSBS-106	dry	root	Fabaceae	OSBS	Lespedeza	Desmodieae	OSBS_070	Putnam	Fl	yes	NA	NA	20241008	root	Lespedeza	Desmodieae	yes
LAJA-25-1-No|nodL|consensus50|strict_single_dominant	LAJA-25-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	100	546	89.2157	0	1009	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	LAJA-25-1-No|nodL|consensus50|strict_single_dominant	LAJA-25-1-No	D04	Desmodium incanum	4/4/25	2.14	102.72	Quarter	LAJA-25	dry	nodule	Fabaceae	LAJA	Desmodium	Desmodieae	LAJA_026	LAJA	P.R	yes	18.03547	-67.06755	11/13/24	nodule	Desmodium	Desmodieae	yes
CPER-2-Ro|nodL|consensus50|strict_single_dominant	CPER-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	100	552	90.1961	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-2-Ro|nodL|consensus50|strict_single_dominant	CPER-2-Ro	D10	Melilotus officinalis	4/24/25	0.0745	3.576	Quarter	CPER-2	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_002	Weld	CO	no	NA	NA	6/14/24	root	Melilotus	Trifolieae	no
TALL-24-2-No|nodL|consensus50|strict_single_dominant	TALL-24-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	100	552	90.1961	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TALL-24-2-No|nodL|consensus50|strict_single_dominant	TALL-24-2-No	D08	Strophostyles umbellata	4/8/25	0.0925	4.44	Quarter	TALL-24	dry	nodule	Fabaceae	TALL	Strophostyles	Phaseoleae	TALL_006	Hale County	AL	yes	32.90006	-87.44547	8/26/24	nodule	Strophostyles	Phaseoleae	yes
CPER-4-No|nodL|consensus50|strict_single_dominant	CPER-4-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	100	552	90.1961	0	1020	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-4-No|nodL|consensus50|strict_single_dominant	CPER-4-No	D10	Melilotus officinalis	5/23/25	0	0	Quarter	CPER-4	dry	nodule	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	nodule	Melilotus	Trifolieae	no
NOGP-3-2-Rh|nodL|consensus50|strict_single_dominant	NOGP-3-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.819	552	90.1961	0	1014	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NOGP-3-2-Rh|nodL|consensus50|strict_single_dominant	NOGP-3-2-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	rhizosphere	Medicago	Trifolieae	no
BLAN-1-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-1-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.819	552	90.1961	0	1014	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-1-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-1-1-Ro	D02	Trifolium repens	4/23/25	0.053	2.544	Quarter	BLAN-1	ethanol	root	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	root	Trifolium	Trifolieae	no
WOOD-5-1-Ro|nodL|consensus50|strict_single_dominant	WOOD-5-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.819	552	90.1961	0	1014	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	WOOD-5-1-Ro|nodL|consensus50|strict_single_dominant	WOOD-5-1-Ro	D09	Dalea candida	4/24/25	0	0	Quarter	WOOD-5	ethanol	root	Fabaceae	WOOD	Dalea	Amorpheae	BARR_027	Stutsman	ND	yes	47.13	99.24	9/23/24	root	Dalea	Amorpheae	yes
CPER-3-1-Rh|nodL|consensus50|strict_single_dominant	CPER-3-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.819	552	90.1961	0	1014	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-3-1-Rh|nodL|consensus50|strict_single_dominant	CPER-3-1-Rh	D10	Melilotus officinalis	5/23/25	0.093	4.464	Quarter	CPER-3	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	rhizosphere	Melilotus	Trifolieae	no
BLAN-3-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-3-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	98.37	552	90.1961	0	970	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-3-1-Ro|nodL|consensus50|strict_single_dominant	BLAN-3-1-Ro	D02	Kummerowia striata	4/23/25	0.0685	3.288	Quarter	BLAN-3	ethanol	root	Fabaceae	BLAN	Kummerowia	Desmodieae	BLAN_020	Clarke	VA	no	39.100957	-77.980777	8/13/24	root	Kummerowia	Desmodieae	no
NIWO-1-No|nodL|consensus50|strict_single_dominant	NIWO-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.076	541	88.3987	0	972	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	NIWO-1-No|nodL|consensus50|strict_single_dominant	NIWO-1-No	D13	Lupinus argenteus	5/23/25	0	0	Quarter	NIWO-1	NA	nodule	Fabaceae	NIWO	Lupinus	Genisteae	NIWO_017	Boulder	CO	yes	NA	NA	7/31/24	nodule	Lupinus	Genisteae	yes
BLAN-2-1-No|nodL|consensus50|strict_single_dominant	BLAN-2-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.635	548	89.5425	0	1002	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-2-1-No|nodL|consensus50|strict_single_dominant	BLAN-2-1-No	D02	Desmodium sp.	4/23/25	3.94	189.12	Quarter	BLAN-2	ethanol	nodule	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	nodule	Desmodium	Desmodieae	yes
SCBI-2-1-No|nodL|consensus50|strict_single_dominant	SCBI-2-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nodL/05_blast_taxon_annotation/nodL_strict_best_reference_hit_with_taxon.tsv	nodL_strict_best_reference_hit_with_taxon.tsv	strict	nodL	Sinorhizobium_meliloti_Rm41	Sinorhizobium	nodL|Sinorhizobium_meliloti_Rm41|CCM70491.1	Sinorhizobium_meliloti_Rm41	99.638	552	90.1961	0	1009	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-2-1-No|nodL|consensus50|strict_single_dominant	SCBI-2-1-No	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-2	ethanol	nodule	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	NA	nodule	Lespedeza	Desmodieae	no
