tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
JERC-46-1-Rh|nolF|consensus50|strict_single_dominant	JERC-46-1-Rh	D03	Dalea carnea	12/4/24	0.111	5.328	Quarter	JERC-46	dry	rhizosphere	Fabaceae	JERC	Dalea	Amorpheae	JERC_005	Baker County	Georgia	yes	NA	NA	20240604	rhizosphere	Dalea	Amorpheae	yes	Sinorhizobium	Sinorhizobium_meliloti_Rm41	99.908	97.6577	0	1997
BLAN-2-1-No|nolF|consensus50|strict_single_dominant	BLAN-2-1-No	D02	Desmodium sp.	4/23/25	3.94	189.12	Quarter	BLAN-2	ethanol	nodule	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	nodule	Desmodium	Desmodieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.439	96.3063	0	1943
DCFS-5-1-Ro|nolF|consensus50|strict_single_dominant	DCFS-5-1-Ro	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-5	dry	root	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	root	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.638	99.4595	0	2017
CPER-5-1-Rh|nolF|consensus50|strict_single_dominant	CPER-5-1-Rh	D10	Melilotus officinalis	5/23/25	2.535	121.68	Quarter	CPER-5	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	rhizosphere	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
TEAK-1-2-Ro|nolF|consensus50|strict_single_dominant	TEAK-1-2-Ro	D17	Astragalus bolanderi	4/15/25	5.245	251.76	Half	TEAK-1	dry	root	Fabaceae	TEAK	Astragalus	Galegeae	NA	Fresno	CA	yes	37.00469	-119.004015	#N/A	root	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
OAES-36-3-No|nolF|consensus50|strict_single_dominant	OAES-36-3-No	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	nodule	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
OAES_19-2-Rh|nolF|consensus50|strict_single_dominant	OAES-19-2-Rh	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	rhizosphere	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
NOGP-6-3-No|nolF|consensus50|strict_single_dominant	NOGP-6-3-No	D09	Medicago sativa	5/2/25	0	0	Quarter	NOGP-6	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	nodule	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
DEJU-28-2-No|nolF|consensus50|strict_single_dominant	DEJU-28-2-No	D19	Alnus viridis	4/10/25	16.15	775.2	Half	DEJU-28	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	99.0991	0	2015
OAES-6-1-Ro|nolF|consensus50|strict_single_dominant	OAES-6-1-Ro	D11	Astragalus nuttallianus var. austrinus	6/25/24	0.655	31.44	Quarter	OAES-6	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	root	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	99.0991	0	2015
OAES-7-1-Ro|nolF|consensus50|strict_single_dominant	OAES-7-1-Ro	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	2.01	96.48	Quarter	OAES-7	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	root	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	99.0991	0	2015
OAES-6-1-No|nolF|consensus50|strict_single_dominant	OAES-6-1-No	D11	Astragalus nuttallianus var. austrinus	6/25/24	32.4	1555.2	Half	OAES-6	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	nodule	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	99.0991	0	2015
DELA-32-1-No|nolF|consensus50|strict_single_dominant	DELA-32-1-No	D08	Amorpha fruticosa	4/4/25	58	2784	Half	DELA-32	dry	nodule	Fabaceae	DELA	Amorpha	Amorpheae	DELA_012	Green County	AL	yes	32.531129	-87.816662	8/15/24	nodule	Amorpha	Amorpheae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	99.0991	0	2015
TALL-29-3-No|nolF|consensus50|strict_single_dominant	TALL-29-3-No	D08	Lespedeza cuneata	4/17/25	2.2	105.6	Quarter	TALL-29	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	no	32.8941	-87.41688	8/26/24	nodule	Lespedeza	Desmodieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.2793	0	2019
JERC-149-Ro|nolF|consensus50|strict_single_dominant	JERC-149-Ro	D03	Desmodium ciliare	5/14/25	0.148	7.104	Quarter	JERC-149	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	root	Desmodium	Desmodieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.3694	0	2021
WOOD-4-1-Rh|nolF|consensus50|strict_single_dominant	WOOD-4-1-Rh	D09	Elaeagnus commutata	5/2/25	0	0	Quarter	WOOD-4	ethanol	rhizosphere	Elaeagnaceae	WOOD	Elaeagnus	actinorhizal	BARR_027	Stutsman	ND	no	47.14	99.24	9/23/24	rhizosphere	Elaeagnus	actinorhizal	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.275	99.3694	0	2002
DEJU-59-Ro|nolF|consensus50|strict_single_dominant	DEJU-59-Ro	D19	Alnus viridis	4/15/25	10.95	525.6	Half	DEJU-59	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	root	Alnus	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.715	94.955	0	1930
NOGP-7-2-No|nolF|consensus50|strict_single_dominant	NOGP-7-2-No	D09	Amorpha canescens	5/2/25	0	0	Quarter	NOGP-7	dry	nodule	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	nodule	Amorpha	Amorpheae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.615	93.6937	0	1899
WOOD-3-2-Rh|nolF|consensus50|strict_single_dominant	WOOD-3-2-Rh	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-3	ethanol	rhizosphere	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	rhizosphere	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.295	93.2432	0	1803
WOOD-1-1-Ro|nolF|consensus50|strict_single_dominant	WOOD-1-1-Ro	D09	Melilotus officinalis	5/2/25	0.286	13.728	Quarter	WOOD-1	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	root	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.719	96.036	0	1953
TALL-22-Ro|nolF|consensus50|strict_single_dominant	TALL-22-Ro	D08	Galactia volubilis	4/8/25	0.8085	38.808	Quarter	TALL-22	NA	root	Fabaceae	TALL	Galactia	Diocleae	TALL_002	Hale County	AL	yes	32.922291	-87.428794	8/22/24	root	Galactia	Diocleae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.719	96.036	0	1953
OAES_24-3-No|nolF|consensus50|strict_single_dominant	OAES-24-3-No	D11	Astragalus nuttallianus var. austrinus	6/4/24	0.5235	103.653	Quarter	OAES-24	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	nodule	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.722	97.1171	0	1975
OAES-6-1-Rh|nolF|consensus50|strict_single_dominant	OAES-6-1-Rh	D11	Astragalus nuttallianus var. austrinus	6/25/24	0.4705	22.584	Quarter	OAES-6	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	rhizosphere	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.725	98.3784	0	2001
TOOL-25-Ro|nolF|consensus50|strict_single_dominant	TOOL-25-Ro	D18	Oxytropis campestris	5/23/25	0	0	Quarter	TOOL-25	ethanol	root	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	root	Oxytropis	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.726	98.6486	0	2006
JERC-204-1-Ro|nolF|consensus50|strict_single_dominant	JERC-204-1-Ro	D03	Lespedeza stuevei	4/8/25	9.58	459.84	Half	JERC-204	dry	root	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_005	Baker County	Georgia	yes	NA	NA	20241029	root	Lespedeza	Desmodieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.727	98.8288	0	2010
NOGP-6-3-Ro|nolF|consensus50|strict_single_dominant	NOGP-6-3-Ro	D09	Medicago sativa	5/2/25	1.105	53.04	Quarter	NOGP-6	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.91555	6/27/24	root	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
NOGP-3-2-Ro|nolF|consensus50|strict_single_dominant	NOGP-3-2-Ro	D09	Medicago lupulina	4/23/25	0.473	22.704	Quarter	NOGP-3	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	root	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
OSBS-36-1-Ro|nolF|consensus50|strict_single_dominant	OSBS-36-1-Ro	D03	Tephrosia virginiana	2/26/25	0.151	7.248	Quarter	OSBS-36	dry	root	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	root	Tephrosia	Millettieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
OAES-7-1-No|nolF|consensus50|strict_single_dominant	OAES-7-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	3.24	155.52	Quarter	OAES-7	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	nodule	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
DCFS-5-1-No|nolF|consensus50|strict_single_dominant	DCFS-5-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-5	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	nodule	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
WOOD-3-2-No|nolF|consensus50|strict_single_dominant	WOOD-3-2-No	D09	Melilotus officinalis	5/2/25	0.221	10.608	Quarter	WOOD-3	ethanol	nodule	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	nodule	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
OSBS-36-1-No|nolF|consensus50|strict_single_dominant	OSBS-36-1-No	D03	Tephrosia virginiana	2/26/25	0	0	Quarter	OSBS-36	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	nodule	Tephrosia	Millettieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
WOOD-11-1-No|nolF|consensus50|strict_single_dominant	WOOD-11-1-No	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	nodule	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
NOGP-3-2-No|nolF|consensus50|strict_single_dominant	NOGP-3-2-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
DEJU-59-No|nolF|consensus50|strict_single_dominant	DEJU-59-No	D19	Alnus viridis	4/15/25	21.3	1022.4	Half	DEJU-59	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.814	97.027	0	1978
NOGP-7-2-Rh|nolF|consensus50|strict_single_dominant	NOGP-7-2-Rh	D09	Amorpha canescens	5/2/25	0	0	Quarter	NOGP-7	dry	rhizosphere	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	rhizosphere	Amorpha	Amorpheae	yes	Sinorhizobium	Sinorhizobium_meliloti_SM11	99.865	66.7568	0	1363
JERC-94-1-No|nolF|consensus50|strict_single_dominant	JERC-94-1-No	D03	Robinia pseudoacacia	3/26/25	14.9	715.2	Half	JERC-94	dry	nodule	Fabaceae	JERC	Robinia	Robinieae	JERC_034	Baker County	Georgia	yes	31.26805556	-84.58777778	20240625	nodule	Robinia	Robinieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.2793	0	2021
OAES-14-1-Ro|nolF|consensus50|strict_single_dominant	OAES-14-1-Ro	D11	Melilotus officinalis	8/19/24	0.5675	27.24	Quarter	OAES-14	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	root	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.3694	0	2026
OSBS-102-1-No|nolF|consensus50|strict_single_dominant	OSBS-102-1-No	D03	Desmodium strictum	4/17/25	5.73	275.04	Half	OSBS-102	dry	nodule	Fabaceae	OSBS	Desmodium	Desmodieae	OSBS_005	Putnam	Fl	yes	29.6958648	-82.0266737	20240919	nodule	Desmodium	Desmodieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.3694	0	2026
OAES_19-2-Ro|nolF|consensus50|strict_single_dominant	OAES-19-2-Ro	D11	Melilotus officinalis	6/4/24	0	0	Quarter	OAES-19	ethanol	root	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	root	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.725	98.3784	0	2001
OAES_24-3-Rh|nolF|consensus50|strict_single_dominant	OAES-24-3-Rh	D11	Astragalus nuttallianus var. austrinus	6/4/24	0	0	Quarter	OAES-24	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	rhizosphere	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.4595	0	2028
OAES-36-3-Rh|nolF|consensus50|strict_single_dominant	OAES-36-3-Rh	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	rhizosphere	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.146	97.2072	0	1914
NOGP-4-1-Ro|nolF|consensus50|strict_single_dominant	NOGP-4-1-Ro	D09	Medicago lupulina	5/2/25	0.069	3.312	Quarter	NOGP-4	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	root	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.4595	0	2028
TOOL-17-Ro|nolF|consensus50|strict_single_dominant	TOOL-17-Ro	D18	Dryas integrifolia	5/14/25	0.303	14.544	Quarter	TOOL-17	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	root	Dryas	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_SM11	99.819	99.3694	0	2026
NOGP-5-2-No|nolF|consensus50|strict_single_dominant	NOGP-5-2-No	D09	Medicago lupulina	5/2/25	0.057	2.736	Quarter	NOGP-5	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	nodule	Medicago	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
OAES_19-2-No|nolF|consensus50|strict_single_dominant	OAES-19-2-No	D11	Melilotus officinalis	6/4/24	0.1345	26.631	Quarter	OAES-19	ethanol	nodule	Fabaceae	OAES	Melilotus	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	nodule	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.728	99.4595	0	2023
DEJU-29-1-No|nolF|consensus50|strict_single_dominant	DEJU-29-1-No	D19	Alnus viridis	4/15/25	29.2	1401.6	Half	DEJU-29	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.816	97.8378	0	1995
JERC-150-Ro|nolF|consensus50|strict_single_dominant	JERC-150-Ro	D03	Desmodium obtusum?	5/14/25	0	0	Quarter	JERC-150	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	root	Desmodium	Desmodieae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.818	99.1892	0	2023
WOOD-1-1-Rh|nolF|consensus50|strict_single_dominant	WOOD-1-1-Rh	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-1	ethanol	rhizosphere	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	rhizosphere	Melilotus	Trifolieae	no	Sinorhizobium	Sinorhizobium_meliloti_SM11	99.729	66.5766	0	1354
JERC-89-1-No|nolF|consensus50|strict_single_dominant	JERC-89-1-No	D03	Ceanothus americanus	5/14/25	3.21	154.08	Quarter	JERC-89	dry	nodule	Rhamnaceae	JERC	Ceanothus	actinorhizal	JERC_050	Baker County	Georgia	yes	NA	NA	20240625	nodule	Ceanothus	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.3694	0	2026
TOOL-16-No|nolF|consensus50|strict_single_dominant	TOOL-16-No	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-16	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	nodule	Dryas	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.3694	0	2026
SERC-6-1-No|nolF|consensus50|strict_single_dominant	SERC-6-1-No	D02	Glycine max	4/15/25	13.55	650.4	Half	SERC-6	ethanol	nodule	Fabaceae	SERC	Glycine	Glycininae	SERC_018	Anne Arundel	MD	no	38.872901	-76.531642	9/25/24	nodule	Glycine	Glycininae	no	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.815	97.4775	0	1988
TOOL-4-No|nolF|consensus50|strict_single_dominant	TOOL-4-No	D18	Dryas octopetala	4/24/25	0	0	Quarter	TOOL-4	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Dryas	actinorhizal	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.813	96.4865	0	1967
OAES_24-3-Ro|nolF|consensus50|strict_single_dominant	OAES-24-3-Ro	D11	Astragalus nuttallianus var. austrinus	6/4/24	0.105	20.79	Quarter	OAES-24	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_012_R	Washita	OK	yes	35.402943	-99.064829	4/16/24	root	Astragalus	Galegeae	yes	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.819	99.4595	0	2028
