tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
BLAN-1-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-1-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.93	1428	99.7904	0	2632	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-1-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-1-1-Ro	D02	Trifolium repens	4/23/25	0.053	2.544	Quarter	BLAN-1	ethanol	root	Fabaceae	BLAN	Trifolium	Trifolieae	BLAN_020	Clarke	VA	no	39.101131	-77.980227	8/13/24	root	Trifolium	Trifolieae	no
BLAN-3-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-3-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.929	1418	99.0915	0	2614	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-3-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-3-1-Ro	D02	Kummerowia striata	4/23/25	0.0685	3.288	Quarter	BLAN-3	ethanol	root	Fabaceae	BLAN	Kummerowia	Desmodieae	BLAN_020	Clarke	VA	no	39.100957	-77.980777	8/13/24	root	Kummerowia	Desmodieae	no
BLAN-4-1-No|noeA|consensus50|strict_single_dominant	BLAN-4-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.856	1398	97.6939	0	2519	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-4-1-No|noeA|consensus50|strict_single_dominant	BLAN-4-1-No	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	BLAN-4	ethanol	nodule	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	nodule	Elaeagnus	actinorhizal	no
BLAN-2-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-2-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1419	99.1614	0	2621	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-2-1-Ro|noeA|consensus50|strict_single_dominant	BLAN-2-1-Ro	D02	Desmodium sp.	4/23/25	0.1405	6.744	Quarter	BLAN-2	ethanol	root	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	root	Desmodium	Desmodieae	yes
BLAN-3-1-No|noeA|consensus50|strict_single_dominant	BLAN-3-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1418	99.0915	0	2619	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	BLAN-3-1-No|noeA|consensus50|strict_single_dominant	BLAN-3-1-No	D02	Kummerowia striata	4/23/25	0.09	4.32	Quarter	BLAN-3	ethanol	nodule	Fabaceae	BLAN	Kummerowia	Desmodieae	BLAN_020	Clarke	VA	no	39.100957	-77.980777	8/13/24	nodule	Kummerowia	Desmodieae	no
CLBJ-40-1-Ro|noeA|consensus50|strict_single_dominant	CLBJ-40-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1418	99.0915	0	2619	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-40-1-Ro|noeA|consensus50|strict_single_dominant	CLBJ-40-1-Ro	D11	Lespedeza cuneata	4/10/25	0	0	Quarter	CLBJ-40	ethanol	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_034	Wise	TX	no	33.23685	-97.34119	9/2/24	root	Lespedeza	Desmodieae	no
CLBJ-5-2-No|noeA|consensus50|strict_single_dominant	CLBJ-5-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1407	98.3229	0	2599	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-5-2-No|noeA|consensus50|strict_single_dominant	CLBJ-5-2-No	D11	Astragalus lotiflorus	7/9/24	2.79	133.92	Quarter	CLBJ-5	dry	nodule	Fabaceae	CLBJ	Astragalus	Galegeae	CLBJ_036R	Wise	TX	yes	33.32951	-97.58059	3/21/24	nodule	Astragalus	Galegeae	yes
LAJA-25-1-No|noeA|consensus50|strict_single_dominant	LAJA-25-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1367	95.5276	0	2525	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	LAJA-25-1-No|noeA|consensus50|strict_single_dominant	LAJA-25-1-No	D04	Desmodium incanum	4/4/25	2.14	102.72	Quarter	LAJA-25	dry	nodule	Fabaceae	LAJA	Desmodium	Desmodieae	LAJA_026	LAJA	P.R	yes	18.03547	-67.06755	11/13/24	nodule	Desmodium	Desmodieae	yes
DSNY-91-1-Rh|noeA|consensus50|strict_single_dominant	DSNY-91-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1405	98.1831	0	2595	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-91-1-Rh|noeA|consensus50|strict_single_dominant	DSNY-91-1-Rh	D03	Chamaecrista fasciculata	4/4/25	0	0	Quarter	DSNY-91	dry	rhizosphere	Fabaceae	DSNY	Chamaecrista	Cassieae	DSNY_001	Polk	Florida	yes	28.1019698	-81.4240004	20240904	rhizosphere	Chamaecrista	Cassieae	yes
JERC-DEST-32-1-No|noeA|consensus50|strict_single_dominant	JERC-DEST-32-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1407	98.3229	0	2599	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-DEST-32-1-No|noeA|consensus50|strict_single_dominant	JERC-DEST-32-1-No	D03	Desmodium cf. strictum	12/4/24	4.455	213.84	Quarter	JERC-32	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	nodule	Desmodium	Desmodieae	yes
SCBI-3-1-Ro|noeA|consensus50|strict_single_dominant	SCBI-3-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1416	98.9518	0	2615	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SCBI-3-1-Ro|noeA|consensus50|strict_single_dominant	SCBI-3-1-Ro	D02	Elaeagnus umbellata	4/23/25	0.224	10.752	Quarter	SCBI-3	ethanol	root	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	root	Elaeagnus	actinorhizal	no
SERC-3-1-Ro|noeA|consensus50|strict_single_dominant	SERC-3-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1416	98.9518	0	2615	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	SERC-3-1-Ro|noeA|consensus50|strict_single_dominant	SERC-3-1-Ro	D02	Amphicarpaea bracteata	4/15/25	0.6055	29.064	Quarter	SERC-3	ethanol	root	Fabaceae	SERC	Amphicarpaea	Phaseoleae	SERC_016	Anne Arundel	MD	yes	38.899477	-76.547521	8/14/24	root	Amphicarpaea	Phaseoleae	yes
TALL-74-3-No|noeA|consensus50|strict_single_dominant	TALL-74-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.93	1419	99.1614	0	2617	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	TALL-74-3-No|noeA|consensus50|strict_single_dominant	TALL-74-3-No	D08	Desmodium viridiflorum	4/8/25	0.2585	12.408	Quarter	TALL-74	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_005	Hale County	AL	yes	32.896946	-87.397281	9/4/24	nodule	Desmodium	Desmodieae	yes
HEAL-7-1-Ro|noeA|consensus50|strict_single_dominant	HEAL-7-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1427	99.7205	0	2636	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	HEAL-7-1-Ro|noeA|consensus50|strict_single_dominant	HEAL-7-1-Ro	D19	Alnus viridis	4/4/25	0	0	Quarter	HEAL-7	ethanol	root	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_004	Denali Borough	Alaska	yes	63.86378 N	149.27284 W	20240723	root	Alnus	actinorhizal	yes
CPER-5-1-Ro|noeA|consensus50|strict_single_dominant	CPER-5-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/noeA/05_blast_taxon_annotation/noeA_strict_best_reference_hit_with_taxon.tsv	noeA_strict_best_reference_hit_with_taxon.tsv	strict	noeA	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	noeA|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28256.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	1429	99.8602	0	2639	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CPER-5-1-Ro|noeA|consensus50|strict_single_dominant	CPER-5-1-Ro	D10	Melilotus officinalis	5/23/25	0.098	4.704	Quarter	CPER-5	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	root	Melilotus	Trifolieae	no
