tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
OSBS-81-1-Rh|nodX|consensus50|pass_single_dominant	OSBS-81-1-Rh	D03	Chamaecrista nictitans	1/28/25	0	0	Quarter	OSBS-81	dry	rhizosphere	Fabaceae	OSBS	Chamaecrista	Cassieae	OSBS_004	Putnam	FL	yes	NA	NA	20240822	rhizosphere	Chamaecrista	Cassieae	yes	Rhizobium	Rhizobium_leguminosarum	99.161	95.7181	0	1943
JERC-LEST-78-5-Rh|nodX|consensus50|pass_single_dominant	JERC-LEST-78-5-Rh	D03	Lespedeza stuevei	12/4/24	0	0	Quarter	JERC-78	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_047	Baker County	Georgia	yes	NA	NA	20240618	rhizosphere	Lespedeza	Desmodieae	yes	Rhizobium	Rhizobium_leguminosarum	99.532	95.3613	0	1954
N13-2-D-Ro|nodX|consensus50|pass_single_dominant	N13-2-D-Ro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhizobium	Rhizobium_leguminosarum	99.819	98.4835	0	2032
ORNL-14-1-No|nodX|consensus50|pass_single_dominant	ORNL-14-1-No	D07	Medicago lupulina	2/25/24	0	0	Quarter	ORNL-14	dry	nodule	Fabaceae	ORNL	Medicago	Trifolieae	ORNL_047	Anderson	TN	no	35.952222	-84.219444	7/11/24	nodule	Medicago	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	98.2159	0	2034
SCBI-7-1-No|nodX|consensus50|pass_single_dominant	SCBI-7-1-No	D02	Trifolium repens	4/24/25	0	0	Quarter	SCBI-7	ethanol	nodule	Fabaceae	SCBI	Trifolium	Trifolieae	SCBI-062	Warren	VA	no	38.895336	-78.138062	6/26/24	nodule	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	98.3943	0	2037
SCBI-7-1-Ro|nodX|consensus50|pass_single_dominant	SCBI-7-1-Ro	D02	Trifolium repens	4/24/25	0.076	3.648	Quarter	SCBI-7	ethanol	root	Fabaceae	SCBI	Trifolium	Trifolieae	SCBI-062	Warren	VA	no	38.895336	-78.138062	6/26/24	root	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	98.3051	0	2036
OSBS-83-1-Ro|nodX|consensus50|pass_single_dominant	OSBS-83-1-Ro	D03	Galactia elliottii	2/13/25	0.189	9.072	Quarter	OSBS-83	dry	root	Fabaceae	OSBS	Galactia	Diocleae	OSBS_004	Putnam	FL	yes	29.684337	-81.957673	20240822	root	Galactia	Diocleae	yes	Rhizobium	Rhizobium_leguminosarum	99.721	95.9857	0	1977
SCBI-1-1-Ro|nodX|consensus50|pass_single_dominant	SCBI-1-1-Ro	D02	Lespedeza cuneata	4/23/25	0.748	35.904	Quarter	SCBI-1	ethanol	root	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	root	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_beringeri	99.545	98.1267	0	2008
N13-2-D-No|nodX|consensus50|pass_mixed_possible_multitemplate	N13-2-D-No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhizobium	Rhizobium_leguminosarum	97.101	98.4835	0	1921
BONA-14-No|nodX|consensus50|pass_single_dominant	BONA-14-No	D19	Alnus viridis	3/6/25	4.2	201.6	Quarter	BONA-14	ethanol	nodule	Betulaceae	BONA	Alnus	actinorhizal	BONA_003	NA	Alaska	yes	NA	NA	20240909	nodule	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
TALL-46-2-No|nodX|consensus50|pass_single_dominant	TALL-46-2-No	D08	Lespedeza repens	3/20/25	0.506	24.288	Quarter	TALL-46	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	yes	32.893117	-87.415111	8/27/24	nodule	Lespedeza	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
OSBS-44-1-Rh|nodX|consensus50|pass_single_dominant	OSBS-44-1-Rh	D03	Pediomelum canescens	3/6/25	0	0	Quarter	OSBS-44	dry	rhizosphere	Fabaceae	OSBS	Pediomelum	Psoraleeae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	rhizosphere	Pediomelum	Psoraleeae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
DEJU-35-Ro|nodX|consensus50|pass_single_dominant	DEJU-35-Ro	D19	Alnus viridis	2/19/25	5.345	256.56	Half	DEJU-35	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	root	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
ORNL-1-1-No|nodX|consensus50|pass_single_dominant	ORNL-1-1-No	D07	Elaeagnus umbellata	2/17/25	10.85	520.8	Half	ORNL-1	dry	nodule	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_009	Anderson	TN	no	35.974444	-84.228056	5/15/24	nodule	Elaeagnus	actinorhizal	no	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
ORNL-1-1-Rh|nodX|consensus50|pass_single_dominant	ORNL-1-1-Rh	D07	Elaeagnus umbellata	2/17/25	7.885	378.48	Half	ORNL-1	dry	rhizosphere	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_009	Anderson	TN	no	35.974444	-84.228056	5/15/24	rhizosphere	Elaeagnus	actinorhizal	no	Rhizobium	Rhizobium_aethiopicum	98.342	69.9376	0	1376
DELA-15-1-Rh|nodX|consensus50|pass_single_dominant	DELA-15-1-Rh	D08	Lespedeza cuneata	3/3/25	0	0	Quarter	DELA-15	dry	rhizosphere	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_008	Green County	AL	no	32.53861	-87.81298	8/14/24	rhizosphere	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
BONA-2-Ro|nodX|consensus50|pass_single_dominant	BONA-2-Ro	D19	Alnus viridis	3/6/25	14.75	708	Half	BONA-2	ethanol	root	Betulaceae	BONA	Alnus	actinorhizal	BONA_072	NA	Alaska	yes	NA	NA	20240829	root	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
DSNY-81-1-No|nodX|consensus50|pass_single_dominant	DSNY-81-1-No	D03	Sesbania herbacea	3/3/25	0.073	3.504	Quarter	DSNY-81	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_015	Polk	Florida	yes	28.1094603	-81.4310661	20240904	nodule	Sesbania	Sesbanieae	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
UNDE-3-1-No|nodX|consensus50|pass_single_dominant	UNDE-3-1-No	D05	Alnus incana	2/12/25	13.35	640.8	Half	UNDE-3	ethanol	nodule	Betulaceae	UNDE	Alnus	actinorhizal	UNDE_002	Gogebic	MI	yes	46.243291°N	-89.544838°W	8/29/24	nodule	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
OSBS-44-1-No|nodX|consensus50|pass_single_dominant	OSBS-44-1-No	D03	Pediomelum canescens	3/6/25	0	0	Quarter	OSBS-44	dry	nodule	Fabaceae	OSBS	Pediomelum	Psoraleeae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	nodule	Pediomelum	Psoraleeae	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
CLBJ-36-1-No|nodX|consensus50|pass_single_dominant	CLBJ-36-1-No	D11	Trifolium arvense	3/6/25	0	0	Quarter	CLBJ-36	ethanol	nodule	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	nodule	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
CLBJ-36-1-Ro|nodX|consensus50|pass_single_dominant	CLBJ-36-1-Ro	D11	Trifolium arvense	3/6/25	0.217	10.416	Quarter	CLBJ-36	ethanol	root	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	root	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
ORNL-10-1-Ro|nodX|consensus50|pass_single_dominant	ORNL-10-1-Ro	D07	Desmodium viridiflorum	3/6/25	0.244	11.712	Quarter	ORNL-10	dry	root	Fabaceae	ORNL	Desmodium	Desmodieae	ORNL_047	Anderson	TN	yes	35.9525	-84.22	7/11/24	root	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
CLBJ-37-1-Rh|nodX|consensus50|pass_single_dominant	CLBJ-37-1-Rh	D11	Trifolium vessiculosum	3/6/25	0	0	Quarter	CLBJ-37	ethanol	rhizosphere	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	rhizosphere	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
OSBS-45-1-Ro|nodX|consensus50|pass_single_dominant	OSBS-45-1-Ro	D03	Crotalaria maritima	3/6/25	0.7695	36.936	Quarter	OSBS-45	dry	root	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	root	Crotalaria	Crotalarieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
DSNY-79-1-Rh|nodX|consensus50|pass_single_dominant	DSNY-79-1-Rh	D03	Desmodium incanum	3/3/25	0	0	Quarter	DSNY-79	dry	rhizosphere	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094603	-81.4310661	20240904	rhizosphere	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
ORNL-10-1-Rh|nodX|consensus50|pass_single_dominant	ORNL-10-1-Rh	D07	Desmodium viridiflorum	3/6/25	4.455	213.84	Quarter	ORNL-10	dry	rhizosphere	Fabaceae	ORNL	Desmodium	Desmodieae	ORNL_047	Anderson	TN	yes	35.9525	-84.22	7/11/24	rhizosphere	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
OAES-35-1-No|nodX|consensus50|pass_single_dominant	OAES-35-1-No	D11	Amorpha fruticosa	3/6/25	0	0	Quarter	OAES-35	ethanol	nodule	Fabaceae	OAES	Amorpha	Amorpheae	OAES_011_R	Washita	OK	yes	35.40049	-99.06592	8/21/24	nodule	Amorpha	Amorpheae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
JERC-99-2-No|nodX|consensus50|pass_single_dominant	JERC-99-2-No	D03	Lespedeza bicolor	2/24/25	19.75	948	Half	JERC-99	dry	nodule	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_034	Baker County	Georgia	no	31.2725	-84.58055556	20240625	nodule	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
HEAL-9-1-Rh|nodX|consensus50|pass_single_dominant	HEAL-9-1-Rh	D19	Alnus viridis	3/20/25	0	0	Quarter	HEAL-9	ethanol	rhizosphere	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_004	Denali Borough	Alaska	yes	63.86378 N	149.27284 W	20240723	rhizosphere	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
OSBS-35-1-Ro|nodX|consensus50|pass_single_dominant	OSBS-35-1-Ro	D03	Chapmannia floridana	3/6/25	1.695	81.36	Quarter	OSBS-35	NA	root	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	root	Chapmannia	Dalbergieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
OAES-35-1-Ro|nodX|consensus50|pass_single_dominant	OAES-35-1-Ro	D11	Amorpha fruticosa	3/6/25	0	0	Quarter	OAES-35	ethanol	root	Fabaceae	OAES	Amorpha	Amorpheae	OAES_011_R	Washita	OK	yes	35.40049	-99.06592	8/21/24	root	Amorpha	Amorpheae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
OSBS-45-1-No|nodX|consensus50|pass_single_dominant	OSBS-45-1-No	D03	Crotalaria maritima	3/6/25	0	0	Quarter	OSBS-45	dry	nodule	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	nodule	Crotalaria	Crotalarieae	yes	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
DEJU-31-No|nodX|consensus50|pass_single_dominant	DEJU-31-No	D19	Alnus viridis	2/20/25	31.35	1504.8	Half	DEJU-31	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.45	97.8591	0	1932
DEJU-34-No|nodX|consensus50|pass_single_dominant	DEJU-34-No	D19	Alnus viridis	2/20/25	9.035	433.68	Half	DEJU-34	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_015	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.336	96.521	0	1901
JERC-RHRE-55-1-No|nodX|consensus50|pass_single_dominant	JERC-RHRE-55-1-No	D03	Rhynchosia reniformis	12/4/24	18.85	904.8	Half	JERC-55	dry	nodule	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	nodule	Rhynchosia	Phaseoleae	yes	Rhizobium	Rhizobium_aethiopicum	98.398	94.6476	0	1866
TALL-52-1-No|nodX|consensus50|pass_single_dominant	TALL-52-1-No	D08	Strophostyles umbellata	3/20/25	0.2145	10.296	Quarter	TALL-52	NA	nodule	Fabaceae	TALL	Strophostyles	Phaseoleae	TALL_006	Hale County	AL	yes	32.898847	-87.44631	8/27/24	nodule	Strophostyles	Phaseoleae	yes	Rhizobium	Rhizobium_aethiopicum	98.398	94.6476	0	1866
ORNL-10-1-No|nodX|consensus50|pass_single_dominant	ORNL-10-1-No	D07	Desmodium viridiflorum	3/6/25	0	0	Quarter	ORNL-10	dry	nodule	Fabaceae	ORNL	Desmodium	Desmodieae	ORNL_047	Anderson	TN	yes	35.9525	-84.22	7/11/24	nodule	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.365	98.2159	0	1936
CLBJ-36-1-Rh|nodX|consensus50|pass_single_dominant	CLBJ-36-1-Rh	D11	Trifolium arvense	3/6/25	0	0	Quarter	CLBJ-36	ethanol	rhizosphere	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	rhizosphere	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.456	98.2159	0	1940
DEJU-44-No|nodX|consensus50|pass_single_dominant	DEJU-44-No	D19	Lupinus arcticus	2/20/25	54.5	2616	Half	DEJU-44	ethanol	nodule	Fabaceae	DEJU	Lupinus	Genisteae	DEJU_002	NA	Alaska	yes	NA	NA	NA	nodule	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_aethiopicum	98.452	97.9483	0	1934
OSBS-46-1-Rh|nodX|consensus50|pass_single_dominant	OSBS-46-1-Rh	D03	Crotalaria maritima	3/6/25	0	0	Quarter	OSBS-46	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_002	Putnam	FL	yes	NA	NA	20240617	rhizosphere	Crotalaria	Crotalarieae	yes	Rhizobium	Rhizobium_aethiopicum	98.447	97.6806	0	1929
TALL-44-1-No|nodX|consensus50|pass_single_dominant	TALL-44-1-No	D08	Lespedeza hirta	3/20/25	0.801	38.448	Quarter	TALL-44	dry	nodule	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	yes	32.893117	-87.415111	8/27/24	nodule	Lespedeza	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	97.366	98.2159	0	1895
JERC-DEFL-61-3-No|nodX|consensus50|pass_single_dominant	JERC-DEFL-61-3-No	D03	Desmodium floridanum	12/4/24	17.3	830.4	Half	JERC-61	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	nodule	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
DSNY-74-1-No|nodX|consensus50|pass_single_dominant	DSNY-74-1-No	D03	Sesbania herbacea	3/3/25	9.545	458.16	Half	DSNY-74	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_010	Polk	Florida	yes	28.1204576	-81.4390507	20240904	nodule	Sesbania	Sesbanieae	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
OSBS-35-1-Rh|nodX|consensus50|pass_single_dominant	OSBS-35-1-Rh	D03	Chapmannia floridana	3/6/25	0	0	Quarter	OSBS-35	NA	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_006	Putnam	FL	yes	NA	NA	20240611	rhizosphere	Chapmannia	Dalbergieae	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
