gene	tree_set_label	label_type	group	n_tips	mean_within_tree_distance	mean_between_group_distance	within_between_ratio	interpretation
nifH	Mixed-IUPAC	state	New Mexico	12	0.0828294184060606	0.20879695059953043	0.39669841043285275	strong close grouping
nifH	Mixed-IUPAC	state	OK	89	0.1739418370107763	0.2514239581036275	0.69182681842549	moderate close grouping
nifJ	Mixed-IUPAC	site	UNDE	6	0.00145385346	0.04135209907016721	0.03515791199699603	strong close grouping
nifJ	Mixed-IUPAC	site	LAJA	9	0.012906067677777779	0.041698286837728554	0.30951074148447716	strong close grouping
nifJ	Mixed-IUPAC	site	DEJU	70	0.016356332980910968	0.04962101689534451	0.3296251065432223	strong close grouping
nifJ	Mixed-IUPAC	state	MI	6	0.00145385346	0.04135209907016721	0.03515791199699603	strong close grouping
nifJ	Mixed-IUPAC	state	P.R	11	0.01550129169818182	0.043124163255558755	0.3594572167422561	strong close grouping
nifJ	Mixed-IUPAC	state	Alaska	135	0.023180775731166392	0.06137116952811698	0.3777144204583914	strong close grouping
nifK	Mixed-IUPAC	closest_blast_genus	Microvirga	176	0.19659219530001296	0.3146181321251238	0.62485971158785	moderate close grouping
nifK	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	354	0.2348154915822235	0.3721545279071427	0.6309623394957402	moderate close grouping
nifK	Mixed-IUPAC	closest_blast_genus	Mesorhizobium	382	0.22726541222029922	0.34483595679037315	0.6590536971133047	moderate close grouping
nifK	Mixed-IUPAC	site	KONA	8	0.025954659546428577	0.2432841725773709	0.10668453796834769	strong close grouping
nifK	Mixed-IUPAC	site	NOGP	18	0.08403199290784313	0.3227871622129485	0.2603325123952907	strong close grouping
nifK	Mixed-IUPAC	site	CPER	15	0.10502106408190473	0.31929101529392495	0.3289195719623587	strong close grouping
nifK	Mixed-IUPAC	state	Arizona	54	0.09473212231369671	0.28125288635453116	0.33682186711599776	strong close grouping
nifK	Mixed-IUPAC	state	ND	72	0.15086709925121283	0.33516788318861684	0.45012397314426417	strong close grouping
nifK	Mixed-IUPAC	state	CA	10	0.20965039577111108	0.3728198248707485	0.5623370373176748	moderate close grouping
nodL	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	211	0.038768629040243655	0.16500998370922923	0.23494717209692853	strong close grouping
nodL	Mixed-IUPAC	closest_blast_genus	Rhizobium	19	0.10853322535672515	0.1650099837092292	0.657737325445568	moderate close grouping
nodL	Mixed-IUPAC	site	CPER	12	0.006868669671212124	0.03800253099350151	0.18074242666591542	strong close grouping
nodL	Mixed-IUPAC	site	WOOD	24	0.008885548141666668	0.039375911163309026	0.22565949280041891	strong close grouping
nodL	Mixed-IUPAC	site	NOGP	17	0.011056446041176473	0.039208163867909436	0.28199346642258355	strong close grouping
nodL	Mixed-IUPAC	state	AL	12	0.012303787063636367	0.03914440060703366	0.3143179323947947	strong close grouping
nodL	Mixed-IUPAC	state	Alaska	9	0.013589381705555556	0.04082282296576171	0.33288686862623473	strong close grouping
nodL	Mixed-IUPAC	state	VA	18	0.01675206762156863	0.04328879707337536	0.3869839023979702	strong close grouping
nodX	Mixed-IUPAC	site	BLAN	10	0.005939225242222222	0.03185178542138212	0.18646443719400474	strong close grouping
nodX	Mixed-IUPAC	site	SCBI	6	0.008088069433333333	0.0317191430269029	0.2549901624540536	strong close grouping
nodX	Mixed-IUPAC	site	OSBS	11	0.01225294235636364	0.0301663505032787	0.4061791417238853	strong close grouping
nodX	Mixed-IUPAC	state	VA	16	0.006719261434999999	0.033393286680128205	0.2012159359862748	strong close grouping
nodX	Mixed-IUPAC	state	FL	11	0.01225294235636364	0.0301663505032787	0.4061791417238853	strong close grouping
nodX	Mixed-IUPAC	state	TN	12	0.015413642401515154	0.029773768529545448	0.5176920209552819	moderate close grouping
noeA	Mixed-IUPAC	closest_blast_genus	Sinorhizobium	194	0.003374242866855404	0.01765014402989691	0.19117367320855294	strong close grouping
noeA	Mixed-IUPAC	site	BLAN	10	0.0015947940422222223	0.003285067256270271	0.48546769907928317	strong close grouping
noeA	Mixed-IUPAC	site	SCBI	8	0.0017909039964285715	0.0032108313806818176	0.5577695568828889	moderate close grouping
noeA	Mixed-IUPAC	site	CPER	12	0.0018276817	0.0029456722794171226	0.6204633532287082	moderate close grouping
noeA	Mixed-IUPAC	state	VA	18	0.0016779960653594773	0.003330550364469556	0.5038194537636801	moderate close grouping
noeA	Mixed-IUPAC	state	TX	6	0.002552597693333334	0.003686256532804234	0.6924633895166011	moderate close grouping
noeA	Mixed-IUPAC	state	Georgia	5	0.0024397147200000014	0.0031406291028421057	0.7768235726377836	weak close grouping
noeB	Mixed-IUPAC	site	BLAN	8	0.006984562535714284	0.011978852220390067	0.5830744387868277	moderate close grouping
noeB	Mixed-IUPAC	site	CPER	12	0.007426720689393937	0.012218814013199505	0.6078102736788646	moderate close grouping
noeB	Mixed-IUPAC	site	SCBI	6	0.01048640443333333	0.012321573626223777	0.8510604855710403	weak close grouping
noeB	Mixed-IUPAC	state	VA	14	0.008201456379120876	0.012326517486719576	0.6653506465193445	moderate close grouping
noeB	Mixed-IUPAC	state	CO	14	0.009304990652747251	0.012643376812804233	0.7359577105480141	moderate close grouping
noeB	Mixed-IUPAC	state	AL	6	0.009364158266666665	0.011268684534032633	0.8309894769337011	weak close grouping
nolF	Mixed-IUPAC	site	SCBI	9	9.490325722222224e-4	0.007843091975888896	0.12100235151388289	strong close grouping
nolF	Mixed-IUPAC	site	TOOL	7	0.002864798333333333	0.007009188710820369	0.40872038855378906	strong close grouping
nolF	Mixed-IUPAC	site	DSNY	8	0.004137366460714287	0.008128238798445278	0.5090114308041317	moderate close grouping
nolF	Mixed-IUPAC	state	VA	21	0.004076913780952382	0.008129835734169205	0.5014755419740354	moderate close grouping
nolF	Mixed-IUPAC	state	Florida	8	0.004137366460714287	0.008128238798445278	0.5090114308041317	moderate close grouping
nolF	Mixed-IUPAC	state	Alaska	10	0.004905581493333334	0.007441548073165833	0.6592151854830884	moderate close grouping
nolG	Mixed-IUPAC	site	BLAN	11	0.0032928718545454545	0.006863524654378646	0.4797639726470186	strong close grouping
nolG	Mixed-IUPAC	site	DSNY	10	0.003920926177777778	0.008011728429680363	0.489398288046342	strong close grouping
nolG	Mixed-IUPAC	site	SCBI	10	0.004833852797777778	0.007309751790547946	0.6612882265069944	moderate close grouping
nolG	Mixed-IUPAC	state	Florida	10	0.003920926177777778	0.008011728429680363	0.489398288046342	strong close grouping
nolG	Mixed-IUPAC	state	VA	21	0.003989616462857143	0.007231848050343408	0.551673159486211	moderate close grouping
nolG	Mixed-IUPAC	state	Alaska	10	0.00659243954	0.007654840919589042	0.8612118278160015	weak close grouping
nifD	Strict single-dominant	closest_blast_genus	Bradyrhizobium	6	0.06024921482666666	0.20729002232524366	0.29065178415647047	strong close grouping
nifD	Strict single-dominant	closest_blast_genus	Azorhizobium	16	0.0678799248575	0.22316070227492474	0.30417508174837493	strong close grouping
nifD	Strict single-dominant	closest_blast_genus	Sinorhizobium	88	0.22798126857228318	0.2931348073269143	0.7777352360548244	weak close grouping
nifD	Strict single-dominant	site	CPER	6	0.012591940266666667	0.2565777594726121	0.04907650722552502	strong close grouping
nifD	Strict single-dominant	site	NOGP	11	0.021368112352727273	0.26310013704094953	0.08121665230984464	strong close grouping
nifD	Strict single-dominant	site	SRER	23	0.05009856983083004	0.22890305716090975	0.21886369912313025	strong close grouping
nifD	Strict single-dominant	state	Arizona	23	0.05009856983083004	0.22890305716090975	0.21886369912313025	strong close grouping
nifD	Strict single-dominant	state	ND	30	0.1275681176737931	0.26537564428685534	0.48070770781021466	strong close grouping
nifD	Strict single-dominant	state	OK	53	0.16752330371756166	0.23871952064046045	0.701757875803845	moderate close grouping
nifH	Strict single-dominant	closest_blast_genus	Neorhizobium	17	0.18043446847352942	0.24896748189284582	0.7247310656866722	moderate close grouping
nifH	Strict single-dominant	closest_blast_genus	Ensifer	5	0.18200478334	0.24874686265544504	0.7316867493203575	moderate close grouping
nifH	Strict single-dominant	closest_blast_genus	Bradyrhizobium	43	0.18049289076057587	0.24509912154241487	0.7364077424053159	moderate close grouping
nifH	Strict single-dominant	site	NOGP	8	0.0296875728	0.28387043896424796	0.10458141717158156	strong close grouping
nifH	Strict single-dominant	site	SRER	26	0.04018498633107692	0.19482503034764553	0.20626192773778032	strong close grouping
nifH	Strict single-dominant	site	CPER	6	0.08817348378666667	0.26851821546754145	0.3283705860816176	strong close grouping
nifH	Strict single-dominant	state	Arizona	26	0.04018498633107692	0.19482503034764553	0.20626192773778032	strong close grouping
nifH	Strict single-dominant	state	ND	23	0.16619522855652172	0.2715249742694457	0.612080818730137	moderate close grouping
nifH	Strict single-dominant	state	OK	50	0.14710937215044897	0.22678421498019602	0.6486755357435054	moderate close grouping
nifJ	Strict single-dominant	site	DEJU	51	0.015078298771294114	0.045163400710859745	0.33386101431614446	strong close grouping
nifJ	Strict single-dominant	site	BONA	25	0.014341648987333332	0.039757076520794896	0.36073198138278473	strong close grouping
nifJ	Strict single-dominant	site	HEAL	23	0.031044658588142288	0.04666153583662633	0.6653158330843927	moderate close grouping
nifJ	Strict single-dominant	state	P.R	6	0.012143558233333334	0.03638461379171428	0.33375531489353716	strong close grouping
nifJ	Strict single-dominant	state	Alaska	92	0.020267210132632593	0.05870579790881773	0.34523353492463843	strong close grouping
nifJ	Strict single-dominant	state	TN	6	0.11459102950000001	0.15420192131419047	0.7431232278002411	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Sinorhizobium	180	0.2170140388452946	0.41256562568708083	0.5260109551877536	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Microvirga	62	0.17878544817451084	0.31011656681840255	0.576510471558276	moderate close grouping
nifK	Strict single-dominant	closest_blast_genus	Mesorhizobium	165	0.22798800693416116	0.38490663916160966	0.5923202764981055	moderate close grouping
nifK	Strict single-dominant	site	NOGP	12	0.04752885744696969	0.3270608124328631	0.14532116242671567	strong close grouping
nifK	Strict single-dominant	site	SRER	22	0.057226175532034636	0.25867013120813587	0.22123225153501883	strong close grouping
nifK	Strict single-dominant	site	WOOD	15	0.08285342773333333	0.33939856311483324	0.24411838097646993	strong close grouping
nifK	Strict single-dominant	state	Arizona	22	0.057226175532034636	0.25867013120813587	0.22123225153501883	strong close grouping
nifK	Strict single-dominant	state	ND	37	0.08966677593333336	0.3499497068449696	0.2562276069374061	strong close grouping
nifK	Strict single-dominant	state	KS	11	0.24054141242545454	0.3463018763792383	0.6946003727742887	moderate close grouping
nodL	Strict single-dominant	closest_blast_genus	Sinorhizobium	196	0.04014890035562001	0.19646057044928572	0.20436111054652584	strong close grouping
nodL	Strict single-dominant	closest_blast_genus	Rhizobium	20	0.10946019157052632	0.19646057044928572	0.5571611205251099	moderate close grouping
nodL	Strict single-dominant	site	CPER	12	0.008072217381818183	0.044184281946160156	0.18269432083686268	strong close grouping
nodL	Strict single-dominant	site	BLAN	8	0.009327105364285715	0.045528283332932684	0.20486398083757737	strong close grouping
nodL	Strict single-dominant	site	WOOD	24	0.010358042258695651	0.04650941107239591	0.2227085232830075	strong close grouping
nodL	Strict single-dominant	state	Alaska	9	0.014803777883333334	0.04722960736570046	0.3134427472307186	strong close grouping
nodL	Strict single-dominant	state	ND	59	0.019473687023962592	0.05624230282566111	0.34624626029852973	strong close grouping
nodL	Strict single-dominant	state	AL	12	0.016062332743939395	0.046152369084885604	0.34802834745919103	strong close grouping
nodX	Strict single-dominant	site	BLAN	9	0.006751947155555556	0.03781439932509259	0.1785549228882012	strong close grouping
nodX	Strict single-dominant	site	SCBI	6	0.00997240642	0.03758806571720867	0.2653077839925773	strong close grouping
nodX	Strict single-dominant	site	OSBS	11	0.013442423778181818	0.03422819352503854	0.3927295715547607	strong close grouping
nodX	Strict single-dominant	state	VA	15	0.008211200973333334	0.03955585026538011	0.20758499484259357	strong close grouping
nodX	Strict single-dominant	state	FL	11	0.013442423778181818	0.03422819352503854	0.3927295715547607	strong close grouping
nodX	Strict single-dominant	state	TN	12	0.018444111275757572	0.03413676582350428	0.5403004892472326	moderate close grouping
noeA	Strict single-dominant	closest_blast_genus	Sinorhizobium	192	0.004662538032106239	0.023224101319270832	0.20076290436424207	strong close grouping
noeA	Strict single-dominant	site	BLAN	10	0.002634852917777778	0.004430276237540988	0.5947378394716636	moderate close grouping
noeA	Strict single-dominant	site	CPER	11	0.002448442941818182	0.0038769341883616365	0.6315410122689948	moderate close grouping
noeA	Strict single-dominant	site	CLBJ	6	0.002869974586666667	0.004540894316755794	0.632028491849398	moderate close grouping
noeA	Strict single-dominant	state	TX	6	0.002869974586666667	0.004540894316755794	0.632028491849398	moderate close grouping
noeA	Strict single-dominant	state	VA	18	0.0031650174810457514	0.004614504061079365	0.6858846452733279	moderate close grouping
noeA	Strict single-dominant	state	Florida	7	0.0029864476095238096	0.004217567437403993	0.7080971801513231	moderate close grouping
noeB	Strict single-dominant	site	BLAN	8	0.006489663121428573	0.013335863115524194	0.48663240355804166	strong close grouping
noeB	Strict single-dominant	site	SCBI	6	0.009548913420000001	0.012952619155026455	0.7372187281747108	moderate close grouping
noeB	Strict single-dominant	site	CPER	5	0.012022445080000001	0.013428682964094496	0.8952810273461305	weak close grouping
noeB	Strict single-dominant	state	VA	14	0.0077881395659340664	0.013470825319733657	0.5781486568996689	moderate close grouping
noeB	Strict single-dominant	state	AL	6	0.00870676926	0.01190155668915344	0.7315655831757681	moderate close grouping
noeB	Strict single-dominant	state	CO	7	0.014533200704761905	0.014770895319771424	0.98390790741768	weak close grouping
nolF	Strict single-dominant	site	SCBI	9	0.0031592201500000006	0.006908761303629258	0.45727736292472904	strong close grouping
nolF	Strict single-dominant	site	TOOL	7	0.0031297724571428573	0.006470929386069653	0.4836666065125824	strong close grouping
nolF	Strict single-dominant	site	DSNY	8	0.0046356854178571435	0.008056866026874998	0.575370795839729	moderate close grouping
nolF	Strict single-dominant	state	Florida	8	0.0046356854178571435	0.008056866026874998	0.575370795839729	moderate close grouping
nolF	Strict single-dominant	state	Alaska	10	0.004328700242222222	0.006613367187474746	0.6545380166430917	moderate close grouping
nolF	Strict single-dominant	state	VA	21	0.005005298454285715	0.007287242507715814	0.6868576761355271	moderate close grouping
nolG	Strict single-dominant	site	BLAN	10	0.0023323223866666665	0.007373149720523561	0.31632646495357625	strong close grouping
nolG	Strict single-dominant	site	DSNY	9	0.0035654633111111113	0.008139391519155093	0.4380503509040222	strong close grouping
nolG	Strict single-dominant	site	TALL	10	0.0036106169711111113	0.007310190575130888	0.4939155736095791	strong close grouping
nolG	Strict single-dominant	state	Florida	9	0.0035654633111111113	0.008139391519155093	0.4380503509040222	strong close grouping
nolG	Strict single-dominant	state	VA	20	0.0037334798242105263	0.007915999755138126	0.4716371828823258	strong close grouping
nolG	Strict single-dominant	state	AL	12	0.006247698389393939	0.007713453744576716	0.8099741822898283	weak close grouping
