NC_012848_Symbiosis_Island_2_Rhizobium_leguminosarum_bv_trifolii_WSM1325_plasmid_pR132501	6935
NC_012850_NfeD_family_protein_CDS_Rhizobium_leguminosarum_bv_trifolii_WSM1325	456
NC_012850_NifU_family_protein_CDS_Rhizobium_leguminosarum_bv_trifolii_WSM1325	567
NC_019847_Symbiosis_Island_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4b	1573
NC_019848_nodD2_CDS_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	933
NC_019848_nodD3_CDS_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	942
NC_019848_Symbiosis_Island_2_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	8485
NC_019848_Symbiosis_Island_3_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	3935
NC_019848_Symbiosis_Island_4_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	16302
NC_019848_Symbiosis_Island_5_Sinorhizobium_meliloti_GR4_plasmid_pRmeGR4c	4040
NC_019845_NfeD_family_protein_CDS_Sinorhizobium_meliloti_GR4	456
NC_019845_NifU_family_protein_CDS_Sinorhizobium_meliloti_GR4	567
