DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST percent identity
CPER-3-1-Rh|nifH|consensus50|pass_single_dominant	96.3240
OAES_19-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.6040
OAES-2-1-Ro|nifH|consensus50|pass_single_dominant	96.9440
WOOD-11-1-No|nifH|consensus50|pass_single_dominant	95.4660
CPER-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7340
OAES-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.6740
CPER-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.7700
CPER-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.7540
KONZ-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.3550
WOOD-8-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.9510
OSBS-36-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.6300
JERC-141-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.3840
WOOD-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1860
WOOD-8-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.2410
DEJU-28-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.7450
OSBS-101-1-Ro|nifH|consensus50|pass_single_dominant	92.5870
TOOL-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.8620
DEJU-55-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.1990
OAES-15-Rh|nifH|consensus50|pass_single_dominant	90.8750
BLAN-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	85.7660
DSNY-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	84.5590
WOOD-10-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.1560
WOOD-12-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.2230
WOOD-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	83.7380
NOGP-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.9870
RMNP-1-Ro|nifH|consensus50|pass_single_dominant	89.0000
TOOL-13-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.8330
CLBJ-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	85.9120
DEJU-59-No|nifH|consensus50|pass_mixed_possible_multitemplate	83.5780
DEJU-60-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.5390
JERC-147-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.3260
JERC-132-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.7650
OSBS-8-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.0240
JERC-198-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	86.1610
SERC-3-1-Ro|nifH|consensus50|pass_single_dominant	87.7190
DCFS-2-2-Ro|nifH|consensus50|pass_single_dominant	88.7530
HEAL-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.0060
TOOL-1-Rh|nifH|consensus50|pass_single_dominant	88.4800
JERC-150-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	84.1270
CPER-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.3770
TOOL-25-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.1040
DSNY-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	84.2110
OSBS-6-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.3190
JERC-RHTO-58-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.4920
NOGP-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	84.1510
WOOD-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	79.6860
DEJU-59-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.3160
JERC-102-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	84.2110
JERC-197-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.8000
WOOD-11-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.7250
BONA-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	83.9460
HEAL-1-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	80.0980
HEAL-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.2700
HEAL-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.6030
HEAL-5-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.3600
HEAL-9-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.0100
HARV-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.3140
DSNY-29-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.8360
TALL-60-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.8470
TALL-72-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	83.0900
TALL-72-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.6890
DSNY-18-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	85.9070
LENO-15-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.2380
SCBI-13-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.9260
SCBI-8-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	84.0050
WOOD-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1170
LENO-16-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	83.2120
MLBS-1-1-No|nifH|consensus50|pass_single_dominant	87.0100
DSNY-8-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.5960
SCBI-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.0050
DSNY-20-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.2490
DSNY-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.4470
OSBS-4-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.1520
TALL-8-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.1270
TALL-9-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	81.6300
OSBS-2-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.3710
OSBS-2-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.7720
TALL-90-1-No|nifH|consensus50|pass_single_dominant	90.1860
OSBS-5-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	85.9580
TOOL-5-Ro|nifH|consensus50|pass_single_dominant	87.9560
CLBJ-12-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.2550
JERC-89-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.7090
JERC-10-3-No|nifH|consensus50|pass_single_dominant	91.2660
JERC-11-1-Rh|nifH|consensus50|pass_single_dominant	90.4760
JERC-12-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.6810
JERC-6-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8570
JERC-8-2-No|nifH|consensus50|pass_single_dominant	90.9430
KONZ-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.3040
JERC-53-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	84.5590
JERC-89-1-Ro|nifH|consensus50|pass_single_dominant	87.6260
JERC-90-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.3360
RMNP-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.5000
JERC-142-No|nifH|consensus50|pass_mixed_possible_multitemplate	85.4010
JERC-98-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	85.9580
ORNL-23-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.3650
ORNL-17-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	86.2650
NIWO-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.5060
TOOL-22-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.5330
DEJU-10-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.0940
BONA-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.6730
CLBJ-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9900
JERC-4-1-No|nifH|consensus50|pass_single_dominant	91.2410
JERC-13-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.3310
JERC-2-1-No|nifH|consensus50|pass_single_dominant	91.5960
JERC-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6040
JERC-5-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.9890
CLBJ-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9900
JERC-6-3-No|nifH|consensus50|pass_single_dominant	89.4610
JERC-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.4240
CLBJ-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.8240
JERC-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.4400
CLBJ-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.6840
DSNY-75-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.1610
JERC-1-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9370
CLBJ-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.1760
OAES-1-1-No|nifH|consensus50|pass_single_dominant	96.6760
OAES-4-1-Ro|nifH|consensus50|pass_single_dominant	96.8140
OAES-7-1-No|nifH|consensus50|pass_single_dominant	96.5370
OAES-7-1-Rh|nifH|consensus50|pass_single_dominant	96.5370
OAES-7-1-Ro|nifH|consensus50|pass_single_dominant	96.5370
OAES-4-1-No|nifH|consensus50|pass_single_dominant	96.8140
OAES-16-1-No|nifH|consensus50|pass_single_dominant	96.9530
OAES-25-1-No|nifH|consensus50|pass_single_dominant	96.8140
OAES-16-1-Rh|nifH|consensus50|pass_single_dominant	95.7060
OAES-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.2860
OAES-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.2130
OAES-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.7780
JERC-11-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.9760
OAES-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.7520
CLBJ-26-1-No|nifH|consensus50|pass_single_dominant	91.8190
CLBJ-27-1-No|nifH|consensus50|pass_single_dominant	91.6970
GUAN-5-No|nifH|consensus50|pass_single_dominant	91.8190
GUAN-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.4560
OAES-6-1-Ro|nifH|consensus50|pass_single_dominant	98.1200
LAJA-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.3540
CLBJ-4-1-No|nifH|consensus50|pass_single_dominant	91.8590
CLBJ-4-1-Ro|nifH|consensus50|pass_single_dominant	91.9800
CLBJ-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.6250
CLBJ-50-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.5200
OAES-5-Rh|nifH|consensus50|pass_single_dominant	96.2340
LAJA-6-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.1680
LAJA-6-1-Rh|nifH|consensus50|pass_single_dominant	91.4870
TALL-78-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.6250
LAJA-22-2-No|nifH|consensus50|pass_single_dominant	92.1400
DSNY-17-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.8970
DEJU-7-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	81.9830
GUAN-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.5920
HEAL-10-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	87.3790
ORNL-11-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	86.7630
HARV-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.9560
KONZ-12-1-No|nifH|consensus50|pass_single_dominant	96.5140
KONZ-6-1-No|nifH|consensus50|pass_single_dominant	97.9240
WOOD-5-1-Ro|nifH|consensus50|pass_single_dominant	97.8290
UKFS-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.6210
JERC-26-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.0340
JERC-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.3940
KONZ-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.8930
OSBS-35-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.7200
LAJA-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.0680
WOOD-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	85.1040
JERC-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.9080
OAES-31-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.1170
OSBS-5-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.6470
CLBJ-18-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.2550
JERC-13-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.4240
OAES-29-1-Ro|nifH|consensus50|pass_single_dominant	90.8300
CLBJ-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.4360
OAES-17-Ro|nifH|consensus50|pass_single_dominant	97.7420
CLBJ-13-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.9640
JERC-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.7440
CLBJ-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.1520
DELA-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.7550
DEJU-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.0870
JERC-122-Rh|nifH|consensus50|pass_single_dominant	90.1100
JERC-121-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7730
DELA-12-2-Rh|nifH|consensus50|pass_single_dominant	89.1170
DELA-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.3250
ORNL-18-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.9960
DELA-14-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.1620
DELA-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.5830
DSNY-76-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.3410
OAES-23-1-Ro|nifH|consensus50|pass_single_dominant	94.7620
OAES-26-1-No|nifH|consensus50|pass_single_dominant	94.6600
OAES-26-1-Ro|nifH|consensus50|pass_single_dominant	95.7020
OAES-10-1-No|nifH|consensus50|pass_single_dominant	94.5050
OAES-10-1-Ro|nifH|consensus50|pass_single_dominant	94.4990
CLBJ-5-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.4530
CLBJ-5-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.2540
CLBJ-5-2-No|nifH|consensus50|pass_single_dominant	95.9810
OAES-11-1-No|nifH|consensus50|pass_single_dominant	96.6020
DELA-18-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.8980
DELA-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.3040
DSNY-74-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.0520
OAES-23-1-No|nifH|consensus50|pass_single_dominant	96.6020
OAES-26-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.5160
SRER-16-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.7450
OAES-32-1-No|nifH|consensus50|pass_single_dominant	96.4930
OAES-33-1-No|nifH|consensus50|pass_single_dominant	97.1180
DELA-14-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.4170
OAES-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9370
JERC-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.3520
OAES-16-1-Ro|nifH|consensus50|pass_single_dominant	95.9410
OAES-17-No|nifH|consensus50|pass_single_dominant	97.0590
SRER-16-1-No|nifH|consensus50|pass_single_dominant	97.0700
JORN-1-No|nifH|consensus50|pass_single_dominant	97.3140
SRER-4-1-No|nifH|consensus50|pass_single_dominant	97.4840
JERC-13-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.5750
JERC-8-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.9850
OAES-34-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.6330
OAES-34-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.3080
OAES-12-2-No|nifH|consensus50|pass_single_dominant	96.2520
OSBS-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2620
OSBS-5-5-Ro|nifH|consensus50|pass_single_dominant	92.7540
OAES-28-1-No|nifH|consensus50|pass_single_dominant	96.4930
OAES-12-2-Ro|nifH|consensus50|pass_single_dominant	96.4810
OAES-29-1-No|nifH|consensus50|pass_single_dominant	97.3480
OAES-34-1-No|nifH|consensus50|pass_single_dominant	96.4980
OAES-9-1-Rh|nifH|consensus50|pass_single_dominant	96.8140
OAES-12-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.8900
SRER-11-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4070
OSBS-1-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.0520
CPER-1-No|nifH|consensus50|pass_single_dominant	96.3370
DELA-15-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.9350
DELA-24-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	87.7900
JORN-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.0630
OAES-15-No|nifH|consensus50|pass_single_dominant	94.8720
OAES-15-Ro|nifH|consensus50|pass_single_dominant	94.4650
CLBJ-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.4420
DSNY-74-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	86.2860
DELA-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.8750
DSNY-75-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.7140
OAES-28-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.0780
OAES-25-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.1130
OAES-27-2-No|nifH|consensus50|pass_single_dominant	95.3600
OAES-27-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9800
DELA-13-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.4610
DELA-18-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	86.5200
OAES-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.0120
CLBJ-14-1-No|nifH|consensus50|pass_single_dominant	90.0000
CLBJ-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	85.7140
TALL-25-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	84.8600
TALL-24-2-No|nifH|consensus50|pass_single_dominant	90.1100
DELA-9-1-No|nifH|consensus50|pass_single_dominant	88.9960
TALL-15-2-No|nifH|consensus50|pass_single_dominant	90.3730
TALL-52-1-No|nifH|consensus50|pass_single_dominant	90.1700
TALL-52-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.7630
DELA-26-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.2060
DELA-26-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.2880
DELA-26-3-Ro|nifH|consensus50|pass_single_dominant	90.8100
DELA-27-3-No|nifH|consensus50|pass_single_dominant	90.7230
LAJA-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.2530
CLBJ-17-1-Rh|nifH|consensus50|pass_single_dominant	88.6360
UNDE-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	87.3610
LENO-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.1560
LENO-10-2-Ro|nifH|consensus50|pass_single_dominant	93.0400
DEJU-52-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.1300
DELA-25-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.2810
DELA-32-1-No|nifH|consensus50|pass_single_dominant	92.3820
LENO-9-2-Rh|nifH|consensus50|pass_single_dominant	92.5120
DSNY-2-1-Rh|nifH|consensus50|pass_single_dominant	92.5120
LENO-7-2-No|nifH|consensus50|pass_single_dominant	92.7010
LENO-12-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.4020
LENO-5-2-No|nifH|consensus50|pass_single_dominant	92.2610
LENO-9-2-No|nifH|consensus50|pass_single_dominant	92.6240
JERC-34-4-No|nifH|consensus50|pass_single_dominant	93.3820
KONZ-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.0630
JERC-AMFR-56-1-No|nifH|consensus50|pass_single_dominant	92.5660
OAES-35-3-No|nifH|consensus50|pass_single_dominant	92.9180
OAES-35-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.1600
OSBS-35-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.8100
JERC-AMFU-71-1-No|nifH|consensus50|pass_single_dominant	92.4570
JERC-AMFU-71-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.1100
DSNY-6-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.7440
OSBS-34-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.3380
JERC-1-2-No|nifH|consensus50|pass_single_dominant	91.5760
OSBS-38-1-No|nifH|consensus50|pass_single_dominant	91.3360
JERC-131-No|nifH|consensus50|pass_single_dominant	91.6970
JERC-5-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.6700
CLBJ-18-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.7670
OAES-20-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.0530
DSNY-15-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	86.4470
JERC-16-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.5440
JERC-14-5-Ro|nifH|consensus50|pass_single_dominant	89.9130
JORN-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.4800
SRER-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.0950
SRER-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.3540
OSBS-2-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.3360
JERC-16-2-Ro|nifH|consensus50|pass_single_dominant	92.3540
JERC-18-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.5000
SRER-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.6590
JORN-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.0520
OAES-21-3-No|nifH|consensus50|pass_single_dominant	93.4310
RMNP-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.3210
SRER-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2090
SRER-17-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.8310
SRER-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.8420
OAES-17-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.6520
SRER-3-1-No|nifH|consensus50|pass_single_dominant	92.9180
SRER-6-1-No|nifH|consensus50|pass_single_dominant	92.7450
SRER-7-1-No|nifH|consensus50|pass_single_dominant	92.5430
SRER-8-1-Ro|nifH|consensus50|pass_single_dominant	92.3360
SRER-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.8870
SRER-7-1-Rh|nifH|consensus50|pass_single_dominant	92.6740
SRER-7-1-Ro|nifH|consensus50|pass_single_dominant	92.5790
