DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST query coverage
KONZ-6-1-No|nifH|consensus50|pass_single_dominant	82.1464
WOOD-5-1-Ro|nifH|consensus50|pass_single_dominant	83.1494
UKFS-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-26-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
KONZ-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
OSBS-35-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
LAJA-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
WOOD-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
OAES-31-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
OSBS-5-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.0491
CLBJ-18-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-13-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OAES-29-1-Ro|nifH|consensus50|pass_single_dominant	80.9428
CLBJ-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.8485
OAES-17-Ro|nifH|consensus50|pass_single_dominant	79.9398
CLBJ-13-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
JERC-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
CLBJ-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.7482
DELA-15-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
DEJU-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-122-Rh|nifH|consensus50|pass_single_dominant	82.1464
JERC-121-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
DELA-12-2-Rh|nifH|consensus50|pass_single_dominant	82.9488
DELA-20-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
ORNL-18-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
DELA-14-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
DELA-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
DSNY-76-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.4504
OAES-23-1-Ro|nifH|consensus50|pass_single_dominant	82.3470
OAES-26-1-No|nifH|consensus50|pass_single_dominant	82.6479
OAES-26-1-Ro|nifH|consensus50|pass_single_dominant	79.3380
OAES-10-1-No|nifH|consensus50|pass_single_dominant	82.1464
OAES-10-1-Ro|nifH|consensus50|pass_single_dominant	82.0461
CLBJ-5-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
CLBJ-5-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.0461
CLBJ-5-2-No|nifH|consensus50|pass_single_dominant	82.3470
OAES-11-1-No|nifH|consensus50|pass_single_dominant	82.6479
DELA-18-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
DELA-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
DSNY-74-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
OAES-23-1-No|nifH|consensus50|pass_single_dominant	82.6479
OAES-26-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	80.4413
SRER-16-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
OAES-32-1-No|nifH|consensus50|pass_single_dominant	82.9488
OAES-33-1-No|nifH|consensus50|pass_single_dominant	80.0401
DELA-14-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
OAES-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	80.9428
JERC-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.3470
OAES-16-1-Ro|nifH|consensus50|pass_single_dominant	81.5446
OAES-17-No|nifH|consensus50|pass_single_dominant	81.8455
SRER-16-1-No|nifH|consensus50|pass_single_dominant	82.1464
JORN-1-No|nifH|consensus50|pass_single_dominant	82.1464
SRER-4-1-No|nifH|consensus50|pass_single_dominant	79.7392
JERC-13-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-8-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	80.0401
OAES-34-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.0491
OAES-34-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	79.4383
OAES-12-2-No|nifH|consensus50|pass_single_dominant	82.9488
OSBS-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
OSBS-5-5-Ro|nifH|consensus50|pass_single_dominant	83.0491
OAES-28-1-No|nifH|consensus50|pass_single_dominant	82.9488
OAES-12-2-Ro|nifH|consensus50|pass_single_dominant	82.6479
OAES-29-1-No|nifH|consensus50|pass_single_dominant	79.4383
OAES-34-1-No|nifH|consensus50|pass_single_dominant	83.0491
OAES-9-1-Rh|nifH|consensus50|pass_single_dominant	81.8455
OAES-12-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	80.5416
SRER-11-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OSBS-1-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	80.9428
CPER-1-No|nifH|consensus50|pass_single_dominant	82.1464
DELA-15-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
DELA-24-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JORN-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OAES-15-No|nifH|consensus50|pass_single_dominant	82.1464
OAES-15-Ro|nifH|consensus50|pass_single_dominant	83.3501
CLBJ-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
DSNY-74-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
DELA-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	80.2407
DSNY-75-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.6479
OAES-28-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	81.1434
OAES-25-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
OAES-27-2-No|nifH|consensus50|pass_single_dominant	82.1464
OAES-27-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	80.0401
DELA-13-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
DELA-18-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
OAES-23-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	80.3410
CLBJ-14-1-No|nifH|consensus50|pass_single_dominant	83.2497
CLBJ-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
TALL-25-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
TALL-24-2-No|nifH|consensus50|pass_single_dominant	82.1464
DELA-9-1-No|nifH|consensus50|pass_single_dominant	82.9488
TALL-15-2-No|nifH|consensus50|pass_single_dominant	83.3501
TALL-52-1-No|nifH|consensus50|pass_single_dominant	82.6479
TALL-52-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	83.0491
DELA-26-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
DELA-26-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.6510
DELA-26-3-Ro|nifH|consensus50|pass_single_dominant	82.9488
DELA-27-3-No|nifH|consensus50|pass_single_dominant	83.2497
LAJA-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.4473
CLBJ-17-1-Rh|nifH|consensus50|pass_single_dominant	79.4383
UNDE-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	80.9428
LENO-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
LENO-10-2-Ro|nifH|consensus50|pass_single_dominant	82.1464
DEJU-52-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	83.0491
DELA-25-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.3470
DELA-32-1-No|nifH|consensus50|pass_single_dominant	82.9488
LENO-9-2-Rh|nifH|consensus50|pass_single_dominant	83.0491
DSNY-2-1-Rh|nifH|consensus50|pass_single_dominant	83.0491
LENO-7-2-No|nifH|consensus50|pass_single_dominant	82.4473
LENO-12-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
LENO-5-2-No|nifH|consensus50|pass_single_dominant	82.9488
LENO-9-2-No|nifH|consensus50|pass_single_dominant	82.9488
JERC-34-4-No|nifH|consensus50|pass_single_dominant	81.8455
KONZ-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-AMFR-56-1-No|nifH|consensus50|pass_single_dominant	83.6510
OAES-35-3-No|nifH|consensus50|pass_single_dominant	82.1464
OAES-35-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.3470
OSBS-35-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
JERC-AMFU-71-1-No|nifH|consensus50|pass_single_dominant	82.4473
JERC-AMFU-71-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
DSNY-6-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OSBS-34-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
JERC-1-2-No|nifH|consensus50|pass_single_dominant	83.3501
OSBS-38-1-No|nifH|consensus50|pass_single_dominant	83.3501
JERC-131-No|nifH|consensus50|pass_single_dominant	82.1464
JERC-5-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.4443
CLBJ-18-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OAES-20-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.5446
DSNY-15-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
JERC-16-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	81.8455
JERC-14-5-Ro|nifH|consensus50|pass_single_dominant	80.5416
JORN-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
SRER-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	83.3501
SRER-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OSBS-2-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	83.3501
JERC-16-2-Ro|nifH|consensus50|pass_single_dominant	82.6479
JERC-18-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	80.2407
SRER-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.4473
JORN-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.9488
OAES-21-3-No|nifH|consensus50|pass_single_dominant	82.4473
RMNP-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	82.4473
SRER-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
SRER-17-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.0461
SRER-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	82.1464
OAES-17-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	81.5446
SRER-3-1-No|nifH|consensus50|pass_single_dominant	82.1464
SRER-6-1-No|nifH|consensus50|pass_single_dominant	82.9488
SRER-7-1-No|nifH|consensus50|pass_single_dominant	82.0461
SRER-8-1-Ro|nifH|consensus50|pass_single_dominant	81.1434
SRER-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	81.4443
SRER-7-1-Rh|nifH|consensus50|pass_single_dominant	82.1464
SRER-7-1-Ro|nifH|consensus50|pass_single_dominant	82.4473
